step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.0368925333023071,-0.056636836379766464,-0.08487965166568756,0.12624990940093994,-0.06558530032634735,-3.963145900343079e-06,-0.007827523164451122,-0.03670663386583328,-0.011303693056106567,-1.3256992101669312,-0.015151172876358032,0.2310168445110321,-0.0013077890034765005,0.08788376301527023,-0.026087835431098938,-0.6767138242721558,-0.005965125747025013,-0.002447875216603279,-0.009882875718176365,-0.00013256985403131694,-0.0030608742963522673,-0.004811954218894243,-2.309325933456421,0.09125547111034393,0.7833417654037476,16.160690307617188,0.009999999776482582,-0.006370285991579294,7.505055904388428,0.7072126865386963,0.10399103164672852,121182.0,0.5044716596603394,251.52999877929688,157.94000244140625,-86.90819549560547,-54.10625076293945
11,-1.1373597383499146,-0.06217831373214722,-0.09332361817359924,0.13824990391731262,-0.07040072977542877,-4.177667506155558e-06,-0.008565539494156837,-0.04012324661016464,-0.012385092675685883,-1.4891564846038818,-0.016865326091647148,0.25297221541404724,-0.0013971201842650771,0.0950675830245018,-0.02889232337474823,-0.7096896171569824,-0.006548494100570679,-0.002682546153664589,-0.011555458419024944,-0.00014899633242748678,-0.003253964241594076,-0.005276337265968323,-2.532240390777588,0.09834474325180054,0.8502098917961121,16.191625595092773,0.009999999776482582,-0.006530936807394028,7.042513847351074,0.703620195388794,0.10451364517211914,121643.0,0.5050514936447144,277.42999267578125,180.33999633789062,-95.66453552246094,-65.05525207519531
12,-1.2351956367492676,-0.0672677606344223,-0.10099800676107407,0.1502498835325241,-0.07597952336072922,-4.491214895097073e-06,-0.009352711960673332,-0.04337618872523308,-0.013453248888254166,-1.5323765277862549,-0.01833520643413067,0.2742203176021576,-0.0014941245317459106,0.10322718322277069,-0.031425751745700836,-0.8565842509269714,-0.006938697770237923,-0.00290750153362751,-0.012849911116063595,-0.00016180920647457242,-0.003367361379787326,-0.0057171909138560295,-2.7382121086120605,0.1079430878162384,0.9256269335746765,16.202791213989258,0.009999999776482582,-0.006301017478108406,6.761634826660156,0.7015609741210938,0.10570430755615234,121774.0,0.5055188536643982,298.8599853515625,201.9600067138672,-102.72742462158203,-70.03006744384766
13,-1.2798720598220825,-0.06986716389656067,-0.10485094785690308,0.1555623710155487,-0.08140850812196732,-4.794610049430048e-06,-0.009681911207735538,-0.045211877673864365,-0.01398090086877346,-1.5686519145965576,-0.018658123910427094,0.28421419858932495,-0.0016123151872307062,0.10643410682678223,-0.03265991806983948,-0.8117124438285828,-0.007362726144492626,-0.0030162367038428783,-0.012230103835463524,-0.0001661529968259856,-0.0036933962255716324,-0.005943484138697386,-2.8453612327575684,0.11319059133529663,0.9435290694236755,16.248733520507812,0.009999999776482582,-0.0047530741430819035,6.656024932861328,0.6954855918884277,0.10495305061340332,122812.0,0.5063089728355408,323.2099914550781,251.52999877929688,-111.36799621582031,-86.90819549560547
14,-1.374932050704956,-0.0751568078994751,-0.11271873116493225,0.16677069664001465,-0.08577941358089447,-4.868735231866594e-06,-0.01048689242452383,-0.04869164153933525,-0.01503889262676239,-1.7200912237167358,-0.020176902413368225,0.3046289086341858,-0.0017000859370455146,0.11623753607273102,-0.03442005068063736,-1.0484331846237183,-0.007937351241707802,-0.0032457741908729076,-0.013541340827941895,-0.00017692541587166488,-0.0038919791113585234,-0.006386221386492252,-3.0688886642456055,0.1213688850402832,1.0100672245025635,16.255590438842773,0.009999999776482582,-0.005728056188672781,6.385463714599609,0.6942248344421387,0.10410189628601074,123137.0,0.5065822005271912,348.29998779296875,277.42999267578125,-123.34101867675781,-95.66453552246094
15,-1.5371735095977783,-0.0840010941028595,-0.12603670358657837,0.18624985218048096,-0.09628629684448242,-5.692819740943378e-06,-0.01148121990263462,-0.05429843068122864,-0.016765490174293518,-1.8765276670455933,-0.02218743972480297,0.34110379219055176,-0.001897313166409731,0.12863212823867798,-0.038768745958805084,-1.1134699583053589,-0.008823985233902931,-0.0036240152548998594,-0.016633179038763046,-0.00020165040041320026,-0.004441042896360159,-0.007154286839067936,-3.4239931106567383,0.1366846263408661,1.1523139476776123,16.270538330078125,0.009999999776482582,-0.005708800628781319,6.090871810913086,0.7022724151611328,0.10491943359375,121785.0,0.5070984959602356,372.8599853515625,298.8599853515625,-131.17947387695312,-102.72742462158203
16,-1.6363605260849,-0.08970534056425095,-0.1348074972629547,0.19824986159801483,-0.10093524307012558,-5.7407769418205135e-06,-0.01217233669012785,-0.057776547968387604,-0.017813710495829582,-1.9959046840667725,-0.02420855686068535,0.3618440628051758,-0.0020037717185914516,0.13749390840530396,-0.041107114404439926,-1.261370062828064,-0.009386169724166393,-0.003855160903185606,-0.015498826280236244,-0.0002115208626491949,-0.004591276869177818,-0.007599928881973028,-3.6387577056884766,0.14506928622722626,1.2166404724121094,16.271793365478516,0.009999999776482582,-0.005646827630698681,5.752252578735352,0.7021801471710205,0.10788893699645996,121352.0,0.5074312686920166,396.3900146484375,323.2099914550781,-140.92843627929688,-111.36799621582031
17,-1.6599748134613037,-0.0911700576543808,-0.13681413233280182,0.2015625685453415,-0.10193955153226852,-6.249310899875127e-06,-0.012383032590150833,-0.058954667299985886,-0.018144641071558,-2.0570855140686035,-0.02418242022395134,0.3682273328304291,-0.002093867864459753,0.13965468108654022,-0.04183188080787659,-1.2675042152404785,-0.009598985314369202,-0.003929885104298592,-0.015151324681937695,-0.0002123796584783122,-0.004668334033340216,-0.007740909233689308,-3.713913917541504,0.14664337038993835,1.2484245300292969,16.293161392211914,0.009999999776482582,-0.006708140484988689,5.655113220214844,0.7058560848236084,0.10463452339172363,121289.0,0.5075743794441223,421.4800109863281,372.8599853515625,-148.91062927246094,-131.17947387695312
18,-1.833831548690796,-0.10090921819210052,-0.15156522393226624,0.22225037217140198,-0.11279571056365967,-6.741077868355205e-06,-0.013618494383990765,-0.06520797312259674,-0.02009526640176773,-2.2554423809051514,-0.026303758844733238,0.4064905643463135,-0.002315964549779892,0.1531975120306015,-0.04634494706988335,-1.4128727912902832,-0.010662754997611046,-0.004339929670095444,-0.018832160159945488,-0.0002370930596953258,-0.005226105451583862,-0.008557422086596489,-4.10208797454834,0.16139671206474304,1.3782514333724976,16.283864974975586,0.009999999776482582,-0.005145966075360775,5.020643711090088,0.6995227336883545,0.10576820373535156,122072.0,0.507757842540741,443.92999267578125,396.3900146484375,-158.8048095703125,-140.92843627929688
19,-1.8526573181152344,-0.10198430716991425,-0.15332910418510437,0.22445893287658691,-0.11508851498365402,-7.183563866419718e-06,-0.013974480330944061,-0.06579022109508514,-0.020247682929039,-2.221156358718872,-0.026528816670179367,0.4122425317764282,-0.0023736918810755014,0.15552380681037903,-0.04658207297325134,-1.2642053365707397,-0.010794075205922127,-0.004373145289719105,-0.018367713317275047,-0.00024469054187648,-0.00546914990991354,-0.008665215224027634,-4.132012367248535,0.1670117974281311,1.3715370893478394,16.31744956970215,0.009999999776482582,-0.00696153799071908,5.255414962768555,0.6967813968658447,0.10588312149047852,122472.0,0.5083060264587402,467.1300048828125,421.4800109863281,-161.15733337402344,-148.91062927246094
20,-2.035979986190796,-0.11179029941558838,-0.16805516183376312,0.24625089764595032,-0.12500149011611938,-7.320275472011417e-06,-0.015165555290877819,-0.07212431728839874,-0.022273648530244827,-2.3238582611083984,-0.029282286763191223,0.4497847557067871,-0.0025087485555559397,0.1693722903728485,-0.0514519028365612,-1.3305988311767578,-0.011782949790358543,-0.004797858651727438,-0.017125044018030167,-0.0002674084098543972,-0.005741252563893795,-0.009489198215305805,-4.535726547241211,0.18660931289196014,1.4751129150390625,16.332950592041016,0.009999999776482582,-0.005253756884485483,4.9599103927612305,0.7071206569671631,0.10419797897338867,121165.0,0.5087876319885254,489.5299987792969,443.92999267578125,-168.8844451904297,-158.8048095703125
21,-2.130911350250244,-0.11752389371395111,-0.1767575442790985,0.2582511901855469,-0.13224563002586365,-7.79689071350731e-06,-0.01606466993689537,-0.07585933804512024,-0.023317258805036545,-2.5560219287872314,-0.030755026265978813,0.4728829860687256,-0.0026425267569720745,0.1784277856349945,-0.053736474364995956,-1.5892219543457031,-0.012508576735854149,-0.005036144983023405,-0.01809857413172722,-0.0002781678340397775,-0.006127785891294479,-0.009975358843803406,-4.760318756103516,0.19194094836711884,1.5776008367538452,16.353790283203125,0.009999999776482582,-0.00478624040260911,4.760761737823486,0.70424485206604,0.10576105117797852,121362.0,0.5089436173439026,516.27001953125,489.5299987792969,-179.72486877441406,-168.8844451904297
22,-2.2402358055114746,-0.12329252809286118,-0.1852887123823166,0.27025145292282104,-0.1396227329969406,-8.456237992504612e-06,-0.01670772396028042,-0.07974305003881454,-0.02460154891014099,-2.681023597717285,-0.03213665634393692,0.4957383871078491,-0.002863640896975994,0.1871325671672821,-0.05611845850944519,-1.9145153760910034,-0.013184178620576859,-0.005292258225381374,-0.022601261734962463,-0.00029025349067524076,-0.006448680069297552,-0.010509416460990906,-5.003289222717285,0.19978201389312744,1.6335608959197998,16.36313819885254,0.009999999776482582,-0.006294529419392347,4.602169036865234,0.7059352397918701,0.10486555099487305,121243.0,0.5089304447174072,540.6199951171875,516.27001953125,-191.71487426757812,-179.72486877441406
23,-2.3342061042785645,-0.12898115813732147,-0.19406497478485107,0.2822517454624176,-0.14464014768600464,-8.843191608320922e-06,-0.01735861971974373,-0.08329708129167557,-0.025628577917814255,-2.6987788677215576,-0.033413827419281006,0.5187469720840454,-0.0030092871747910976,0.19601105153560638,-0.05845220014452934,-1.6452786922454834,-0.013663947582244873,-0.0055105434730648994,-0.024048738181591034,-0.0003069360100198537,-0.0066958582028746605,-0.010940803214907646,-5.209369659423828,0.21323256194591522,1.7328604459762573,16.368511199951172,0.009999999776482582,-0.005303662735968828,4.503216743469238,0.6999521255493164,0.10386991500854492,122295.0,0.5093063712120056,564.489990234375,540.6199951171875,-193.2274627685547,-191.71487426757812
24,-2.4316272735595703,-0.13440048694610596,-0.20211654901504517,0.2942520081996918,-0.15070706605911255,-9.12316500034649e-06,-0.018255366012454033,-0.08680005371570587,-0.026724105700850487,-2.8503730297088623,-0.03469209372997284,0.5402209758758545,-0.0031221029348671436,0.20386414229869843,-0.06107078120112419,-1.698940634727478,-0.014322882518172264,-0.0057472530752420425,-0.02524370513856411,-0.0003132183337584138,-0.006974200718104839,-0.01144860964268446,-5.4347052574157715,0.21866850554943085,1.80758798122406,16.38188362121582,0.009999999776482582,-0.0054494403302669525,4.126960754394531,0.7019679546356201,0.10215973854064941,122249.0,0.5098004341125488,586.2000122070312,564.489990234375,-202.31654357910156,-193.2274627685547
25,-2.5351405143737793,-0.14031285047531128,-0.2110954374074936,0.30625230073928833,-0.1573238968849182,-9.47885200730525e-06,-0.019059564918279648,-0.09053264558315277,-0.027791406959295273,-2.9173102378845215,-0.03639139235019684,0.5617622137069702,-0.003241541562601924,0.21236655116081238,-0.06350897997617722,-1.837196707725525,-0.01489463821053505,-0.005980127956718206,-0.02398521825671196,-0.0003316131769679487,-0.007361311465501785,-0.011903706006705761,-5.6508097648620605,0.23054897785186768,1.8677446842193604,16.409372329711914,0.009999999776482582,-0.006153498310595751,4.1048455238342285,0.7100973129272461,0.1038057804107666,120780.0,0.5103586316108704,611.02001953125,611.02001953125,-208.07882690429688,-208.07882690429688
26,-2.521568775177002,-0.13962796330451965,-0.20991522073745728,0.30512744188308716,-0.15517893433570862,-9.208679330185987e-06,-0.018871700391173363,-0.08992768824100494,-0.027585245668888092,-2.8463478088378906,-0.03635026887059212,0.5592572689056396,-0.0032171844504773617,0.21149186789989471,-0.0633019506931305,-1.696815848350525,-0.01478152722120285,-0.0059601622633636,-0.023534810170531273,-0.00032521909452043474,-0.007211130112409592,-0.011838434264063835,-5.633553981781006,0.23222321271896362,1.8520591259002686,16.406173706054688,0.009999999776482582,-0.006565213203430176,3.9384424686431885,0.6977512836456299,0.10416340827941895,122586.0,0.5108189582824707,636.6799926757812,636.6799926757812,-214.2545928955078,-214.2545928955078
27,-2.738189697265625,-0.15170793235301971,-0.22829079627990723,0.33025282621383667,-0.1658070981502533,-1.0302762348146643e-05,-0.020426945760846138,-0.09757034480571747,-0.029908839613199234,-3.084571599960327,-0.03931695595383644,0.6069654226303101,-0.0034666452556848526,0.22920803725719452,-0.06843075156211853,-2.0514743328094482,-0.016067391261458397,-0.006448897533118725,-0.02387888729572296,-0.0003626774996519089,-0.0076405955478549,-0.012838865630328655,-6.097221374511719,0.2508779764175415,2.024956703186035,16.42687225341797,0.009999999776482582,-0.006054895464330912,3.751615524291992,0.7082669734954834,0.10317516326904297,121147.0,0.5117555260658264,659.3400268554688,659.3400268554688,-226.55613708496094,-226.55613708496094
28,-2.7157492637634277,-0.1508644074201584,-0.22692236304283142,0.3278779685497284,-0.167930006980896,-1.0750591172836721e-05,-0.020426131784915924,-0.09734387695789337,-0.029832076281309128,-3.066359281539917,-0.03897405415773392,0.6024121046066284,-0.0035328655503690243,0.2263178527355194,-0.06828359514474869,-1.8744397163391113,-0.016092002391815186,-0.0064199501648545265,-0.02574857324361801,-0.000357968732714653,-0.007936287671327591,-0.012803344056010246,-6.0766191482543945,0.2493784874677658,2.021498203277588,16.466957092285156,0.006666666828095913,-0.006030620541423559,3.8354945182800293,0.7054662704467773,0.10538578033447266,121235.0,0.5119584202766418,683.02001953125,683.02001953125,-232.44699096679688,-232.44699096679688
29,-2.9377028942108154,-0.16355738043785095,-0.24626146256923676,0.3542533814907074,-0.1777590811252594,-1.0877773092943244e-05,-0.022272726520895958,-0.10496792197227478,-0.032061100006103516,-3.317836284637451,-0.04247211664915085,0.6485037803649902,-0.0037905904464423656,0.24517107009887695,-0.0735965371131897,-2.178698778152466,-0.017333805561065674,-0.006937253288924694,-0.029199786484241486,-0.00037634524051100016,-0.008311724290251732,-0.01380835846066475,-6.568977355957031,0.2684156894683838,2.160679578781128,16.49672508239746,0.009999999776482582,-0.005851686000823975,3.5816526412963867,0.7061100006103516,0.10473895072937012,121235.0,0.5125231742858887,709.6199951171875,709.6199951171875,-245.9835662841797,-245.9835662841797
30,-3.038814067840576,-0.16877314448356628,-0.25407081842422485,0.36625367403030396,-0.18465721607208252,-1.1346397513989359e-05,-0.022758658975362778,-0.10846813768148422,-0.033271532505750656,-3.4463346004486084,-0.043294139206409454,0.6715313792228699,-0.0038865157403051853,0.2538696527481079,-0.07598025351762772,-2.3260529041290283,-0.018005210906267166,-0.007170374505221844,-0.02830696664750576,-0.0003900564042851329,-0.008585218340158463,-0.014291527681052685,-6.785564422607422,0.27676495909690857,2.2261295318603516,16.510696411132812,0.009999999776482582,-0.006002927199006081,3.498289108276367,0.6988351345062256,0.09898066520690918,123216.0,0.513268232345581,732.4199829101562,753.2000122070312,-257.51434326171875,-261.03802490234375
31,-3.010763168334961,-0.1675269603729248,-0.2522345185279846,0.3624829649925232,-0.18506364524364471,-1.167408026958583e-05,-0.022286467254161835,-0.10769331455230713,-0.03307133913040161,-3.4210422039031982,-0.04254428669810295,0.6662107706069946,-0.00392510648816824,0.24990831315517426,-0.07557229697704315,-2.2063374519348145,-0.017935317009687424,-0.007101870141923428,-0.027901992201805115,-0.00039522419683635235,-0.008710666559636593,-0.014208639971911907,-6.722835540771484,0.2762296199798584,2.2158284187316895,16.520353317260742,0.009999999776482582,-0.006438216660171747,3.43411922454834,0.7018876075744629,0.09846043586730957,122826.0,0.5139150023460388,753.2000122070312,778.9299926757812,-261.03802490234375,-270.98309326171875
32,-3.2409865856170654,-0.18072733283042908,-0.27211132645606995,0.3902541995048523,-0.19756144285202026,-1.2270587831153534e-05,-0.024274541065096855,-0.11613918840885162,-0.03560891002416611,-3.6362476348876953,-0.04616105556488037,0.7163957357406616,-0.004217430949211121,0.27029719948768616,-0.08101703226566315,-2.5106136798858643,-0.01941286399960518,-0.007662912830710411,-0.03214876353740692,-0.00042157358257099986,-0.009210396558046341,-0.015302138403058052,-7.255044937133789,0.29460036754608154,2.405785083770752,16.556222915649414,0.009999999776482582,-0.006485113874077797,3.1227962970733643,0.7047796249389648,0.10140323638916016,121937.0,0.5146163105964661,778.9299926757812,804.0599975585938,-270.98309326171875,-282.853515625
33,-3.338837146759033,-0.18605558574199677,-0.28014132380485535,0.40225446224212646,-0.2048853635787964,-1.3114450666762423e-05,-0.024658143520355225,-0.11962513625621796,-0.036658644676208496,-3.8364548683166504,-0.04688078165054321,0.7399775981903076,-0.004388885572552681,0.27888965606689453,-0.083430215716362,-2.8340277671813965,-0.01980675756931305,-0.007886772975325584,-0.032538119703531265,-0.00043545314110815525,-0.009711414575576782,-0.01578965224325657,-7.463980674743652,0.30181950330734253,2.4524526596069336,16.578842163085938,0.009999999776482582,-0.0070946053601801395,2.9892942905426025,0.7043516635894775,0.10450100898742676,121535.0,0.514864981174469,804.0599975585938,829.4199829101562,-282.853515625,-282.2424011230469
34,-3.29571533203125,-0.1844393014907837,-0.2779234051704407,0.3972128629684448,-0.19933287799358368,-1.2474751201807521e-05,-0.024404581636190414,-0.1181185394525528,-0.03610214591026306,-3.5600745677948,-0.0468527190387249,0.7292360067367554,-0.004318080842494965,0.2753557562828064,-0.08239518851041794,-2.2971739768981934,-0.01964753493666649,-0.0077922712080180645,-0.033259280025959015,-0.0004255427047610283,-0.009480662643909454,-0.015584638342261314,-7.378182888031006,0.30791333317756653,2.426002025604248,16.59573745727539,0.006666666828095913,-0.005834563169628382,2.7159292697906494,0.6971683502197266,0.10481858253479004,122575.0,0.5151163935661316,829.4199829101562,874.8599853515625,-282.2424011230469,-299.67218017578125
35,-3.5438146591186523,-0.19765770435333252,-0.29768848419189453,0.4262549877166748,-0.21376900374889374,-1.3563137144956272e-05,-0.02630377560853958,-0.12692151963710785,-0.03888598829507828,-3.8270280361175537,-0.04991041123867035,0.7834616899490356,-0.004570335149765015,0.29624807834625244,-0.0882083922624588,-2.568061113357544,-0.021058354526758194,-0.008358842693269253,-0.033280037343502045,-0.0004641819396056235,-0.010041778907179832,-0.01674320176243782,-7.913898468017578,0.3317772150039673,2.611851692199707,16.61469268798828,0.006666666828095913,-0.009263982065021992,2.6721131801605225,0.6978533267974854,0.1014094352722168,122993.0,0.5152674913406372,853.8699951171875,900.469970703125,-290.9214172363281,-306.55615234375
36,-3.6528050899505615,-0.20399193465709686,-0.3075230121612549,0.43825528025627136,-0.2225266695022583,-1.3828999726683833e-05,-0.02703303098678589,-0.13058170676231384,-0.04008632153272629,-3.9124178886413574,-0.05133693665266037,0.8059160113334656,-0.004690258763730526,0.3031090497970581,-0.09110253304243088,-2.7185046672821045,-0.02189210057258606,-0.008589167147874832,-0.03404061496257782,-0.00048771349247545004,-0.01054994948208332,-0.017283782362937927,-8.126521110534668,0.3413469195365906,2.7360715866088867,16.623586654663086,0.006666666828095913,-0.00726650794968009,2.5511975288391113,0.7078018188476562,0.1059720516204834,120800.0,0.5157819986343384,874.8599853515625,924.5800170898438,-299.67218017578125,-314.7778015136719
