step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.036400556564331,-0.05663290619850159,-0.08488571643829346,0.12624990940093994,-0.0654834434390068,-1.2924841939820908e-05,-0.007881779223680496,-0.03666824474930763,-0.011281571350991726,-1.3657357692718506,-0.015418055467307568,0.11419801414012909,-0.003875487018376589,0.08786573261022568,-0.02609284222126007,-0.7040809988975525,-0.005911827087402344,-0.00244732154533267,-0.00967990979552269,-0.00013570315786637366,-0.0030411898624151945,-0.004801305942237377,-2.30867338180542,0.09039029479026794,0.7841595411300659,16.14483642578125,0.009999999776482582,-0.006497120950371027,8.108384132385254,1.8138129711151123,0.3788416385650635,44833.0,0.5044242739677429,251.52999877929688,,-89.67462158203125,
11,-1.1362265348434448,-0.062219347804784775,-0.09340815246105194,0.13824990391731262,-0.07009580731391907,-1.3594554729934316e-05,-0.00865563191473484,-0.040117405354976654,-0.012359900400042534,-1.462395429611206,-0.016781261190772057,0.12493008375167847,-0.004174428526312113,0.09521856158971786,-0.028850387781858444,-0.7148148417472839,-0.006504225544631481,-0.002681226935237646,-0.011590369045734406,-0.0001474270538892597,-0.003185708774253726,-0.005269584711641073,-2.5301616191864014,0.09949994087219238,0.8503372073173523,16.186460494995117,0.009999999776482582,-0.006025457289069891,7.5305585861206055,1.6671278476715088,0.1553044319152832,53941.0,0.5051915645599365,277.42999267578125,85.41000366210938,-98.80362701416016,-28.5105037689209
12,-1.2351633310317993,-0.06731244921684265,-0.10109573602676392,0.1502498835325241,-0.07563446462154388,-1.4908937373547815e-05,-0.009399998001754284,-0.04334475100040436,-0.013426534831523895,-1.5304861068725586,-0.018147796392440796,0.13559111952781677,-0.004448637366294861,0.103672556579113,-0.031302034854888916,-0.8884655237197876,-0.006874243728816509,-0.002907881047576666,-0.01254900824278593,-0.00016073975712060928,-0.003357887966558337,-0.005708415061235428,-2.7407946586608887,0.10851465165615082,0.9258569478988647,16.2183837890625,0.009999999776482582,-0.005511736962944269,7.210621356964111,1.3632943630218506,0.14834284782409668,65031.0,0.5059133768081665,298.8599853515625,108.3499984741211,-106.78009033203125,-38.42456817626953
13,-1.2801135778427124,-0.06995521485805511,-0.10503562539815903,0.1555623710155487,-0.08067216724157333,-1.5667081243009306e-05,-0.009591761976480484,-0.045214246958494186,-0.013956420123577118,-1.5748028755187988,-0.018793852999806404,0.14052511751651764,-0.004808706231415272,0.10665696859359741,-0.032598014920949936,-0.7893780469894409,-0.007283927407115698,-0.003016982926055789,-0.011939315125346184,-0.00016490346752107143,-0.0036321538500487804,-0.005929439328610897,-2.8491358757019043,0.11437711119651794,0.9450550079345703,16.270061492919922,0.009999999776482582,-0.005113800056278706,7.082099437713623,1.8227839469909668,0.24587607383728027,47520.0,0.506794273853302,323.2099914550781,131.3300018310547,-114.79593658447266,-47.04432678222656
14,-1.3748706579208374,-0.0752604752779007,-0.11292374134063721,0.16677069664001465,-0.08647410571575165,-1.6428304661531e-05,-0.010476882569491863,-0.04869101569056511,-0.01500217616558075,-1.7622206211090088,-0.020124493166804314,0.15059344470500946,-0.0050130570307374,0.11575812101364136,-0.03455321863293648,-1.1287662982940674,-0.007812181022018194,-0.003245188621804118,-0.013664636760950089,-0.0001772675896063447,-0.0039200736209750175,-0.006371181458234787,-3.066951274871826,0.12101064622402191,1.0125153064727783,16.273279190063477,0.009999999776482582,-0.006259296555072069,7.060888290405273,1.6780505180358887,0.21209287643432617,52008.0,0.5073401927947998,348.29998779296875,157.94000244140625,-127.76341247558594,-55.63565444946289
15,-1.538243055343628,-0.08410079777240753,-0.12623566389083862,0.18624985218048096,-0.09470431506633759,-1.8527898646425456e-05,-0.011470785364508629,-0.054295700043439865,-0.016736699268221855,-1.873408317565918,-0.022307828068733215,0.16818933188915253,-0.00562083488330245,0.12867501378059387,-0.0387568324804306,-1.1185314655303955,-0.008693210780620575,-0.0036217570304870605,-0.01674477756023407,-0.00019945848907809705,-0.004247840493917465,-0.007126753684133291,-3.421833038330078,0.13739416003227234,1.1531739234924316,16.300474166870117,0.009999999776482582,-0.005509851034730673,6.7711639404296875,1.9361002445220947,0.3174703121185303,43621.0,0.5077927708625793,372.8599853515625,180.33999633789062,-134.8182373046875,-66.44776916503906
16,-1.6349395513534546,-0.0898444876074791,-0.1350775957107544,0.19824986159801483,-0.1015365719795227,-1.8734157492872328e-05,-0.012285242788493633,-0.05780261382460594,-0.017758477479219437,-1.9815257787704468,-0.02386600337922573,0.17879776656627655,-0.005986946634948254,0.13739190995693207,-0.04113544523715973,-1.1942124366760254,-0.009244687855243683,-0.0038516903296113014,-0.015182264149188995,-0.00021060089056845754,-0.004542818292975426,-0.00757555291056633,-3.635664939880371,0.14821764826774597,1.2162487506866455,16.304691314697266,0.009999999776482582,-0.006240473128855228,6.381276607513428,1.9471735954284668,0.14806342124938965,46917.0,0.5080052018165588,396.3900146484375,,-143.16554260253906,
17,-1.6606051921844482,-0.09135091304779053,-0.13714294135570526,0.2015625685453415,-0.10148614645004272,-2.043372660409659e-05,-0.012368032708764076,-0.05901068449020386,-0.01811937801539898,-2.084244728088379,-0.02423836849629879,0.18205313384532928,-0.006177784875035286,0.13907743990421295,-0.041992224752902985,-1.2657818794250488,-0.009406596422195435,-0.003929594531655312,-0.015322446823120117,-0.00021276331972330809,-0.004620583727955818,-0.007710783742368221,-3.712531566619873,0.1458480805158615,1.2506273984909058,16.318405151367188,0.009999999776482582,-0.006780252791941166,6.1992034912109375,1.5074403285980225,0.10529780387878418,60954.0,0.5078181624412537,421.4800109863281,201.9600067138672,-153.9600372314453,-71.99913024902344
18,-1.8365377187728882,-0.10110771656036377,-0.15192723274230957,0.22225037217140198,-0.11240111291408539,-2.2062085918150842e-05,-0.01375232171267271,-0.06520850956439972,-0.02006153017282486,-2.272329330444336,-0.026941832154989243,0.20049723982810974,-0.006779494695365429,0.15312640368938446,-0.04636470228433609,-1.425711989402771,-0.010426612570881844,-0.004337328486144543,-0.018640514463186264,-0.00023589236661791801,-0.005097206216305494,-0.008519862778484821,-4.099684715270996,0.16011950373649597,1.3804900646209717,16.310667037963867,0.009999999776482582,-0.005493805278092623,5.6449408531188965,0.8469750881195068,0.27659034729003906,87492.0,0.5084261298179626,443.92999267578125,,-163.25428771972656,
19,-1.8525985479354858,-0.10220681875944138,-0.15371592342853546,0.22445893287658691,-0.11489834636449814,-2.3762619093758985e-05,-0.013948045670986176,-0.0658370852470398,-0.020197568461298943,-2.2441296577453613,-0.02678525820374489,0.2035405933856964,-0.007009134627878666,0.1551012545824051,-0.04669944569468498,-1.2380664348602295,-0.01054028607904911,-0.0043731508776545525,-0.017646461725234985,-0.0002434315247228369,-0.005337986163794994,-0.008623477071523666,-4.131552219390869,0.1656114012002945,1.3728904724121094,16.334787368774414,0.009999999776482582,-0.005676192231476307,5.866634845733643,1.0689513683319092,0.10768532752990723,83546.0,0.5087518692016602,467.1300048828125,229.50999450683594,-166.56192016601562,-83.52651977539062
20,-2.035771369934082,-0.11203718185424805,-0.1684868186712265,0.24625089764595032,-0.12489885091781616,-2.4134376872098073e-05,-0.015297899022698402,-0.07220461964607239,-0.022251218557357788,-2.3470888137817383,-0.029719248414039612,0.22249698638916016,-0.0075558810494840145,0.16960939764976501,-0.05138605087995529,-1.3029570579528809,-0.011537800543010235,-0.0048003410920500755,-0.016914544627070427,-0.00026487905415706336,-0.005668108817189932,-0.009455421008169651,-4.537272930145264,0.18624097108840942,1.4733684062957764,16.332168579101562,0.009999999776482582,-0.006169966422021389,5.67191743850708,0.7612814903259277,0.1289827823638916,110421.0,0.508834183216095,489.5299987792969,,-173.81309509277344,
21,-2.1337356567382812,-0.11778126657009125,-0.1772378385066986,0.2582511901855469,-0.1305665671825409,-2.5668674425105564e-05,-0.016238851472735405,-0.07586657255887985,-0.023268073797225952,-2.5508713722229004,-0.031249135732650757,0.23348276317119598,-0.007824132218956947,0.1780579537153244,-0.05383920669555664,-1.6163103580474854,-0.012169495224952698,-0.005031089764088392,-0.017824696376919746,-0.0002766849647741765,-0.0059388126246631145,-0.009923594072461128,-4.752225875854492,0.19061724841594696,1.579671859741211,16.33995819091797,0.009999999776482582,-0.005519747734069824,5.208459377288818,1.0788052082061768,0.15867400169372559,79438.0,0.5087238550186157,516.27001953125,251.52999877929688,-184.18714904785156,-89.67462158203125
22,-2.23988676071167,-0.12356158345937729,-0.18578466773033142,0.27025145292282104,-0.13822685182094574,-2.7386613510316238e-05,-0.016807880252599716,-0.07980702817440033,-0.02453741431236267,-2.710069179534912,-0.03233422711491585,0.2445347160100937,-0.008342981338500977,0.18752631545066833,-0.056009091436862946,-1.8246943950653076,-0.012854154221713543,-0.005287391599267721,-0.022394200786948204,-0.00029047997668385506,-0.0062332190573215485,-0.010457712225615978,-4.997323989868164,0.19958876073360443,1.6414817571640015,16.35928726196289,0.009999999776482582,-0.005963461939245462,4.979230880737305,1.6990509033203125,0.14704346656799316,53249.0,0.5094881057739258,540.6199951171875,,-197.27462768554688,
23,-2.3339335918426514,-0.12927976250648499,-0.1946018785238266,0.2822517454624176,-0.14300039410591125,-2.8827791538788006e-05,-0.017717935144901276,-0.08331902325153351,-0.025555320084095,-2.726238250732422,-0.03388648107647896,0.2555149793624878,-0.008788320235908031,0.19492082297801971,-0.0587550513446331,-1.610361099243164,-0.01333092711865902,-0.005510005168616772,-0.02367229573428631,-0.00030344014521688223,-0.006442461162805557,-0.01088047306984663,-5.210947513580322,0.21231675148010254,1.7330377101898193,16.40279197692871,0.009999999776482582,-0.005962181370705366,4.735511302947998,1.953195571899414,0.14576482772827148,46834.0,0.5101929903030396,564.489990234375,277.42999267578125,-198.60533142089844,-98.80362701416016
24,-2.433103322982788,-0.1347253918647766,-0.2026820182800293,0.2942520081996918,-0.15016940236091614,-3.0238017643569037e-05,-0.018351037055253983,-0.08693814277648926,-0.02671005390584469,-2.8589484691619873,-0.0350494459271431,0.26672208309173584,-0.009237196296453476,0.20307132601737976,-0.061291009187698364,-1.6910818815231323,-0.013948800973594189,-0.005748681258410215,-0.02483614906668663,-0.00031772785587236285,-0.006884295493364334,-0.011409472674131393,-5.436637878417969,0.21846434473991394,1.8120965957641602,16.427095413208008,0.009999999776482582,-0.0060382988303899765,4.41212272644043,2.0755107402801514,0.300034761428833,41381.0,0.5108131766319275,586.2000122070312,298.8599853515625,-207.4830780029297,-106.78009033203125
25,-2.53717041015625,-0.1407017558813095,-0.2117932289838791,0.30625230073928833,-0.15661510825157166,-3.051392559427768e-05,-0.01909325085580349,-0.09064231812953949,-0.027767285704612732,-2.960815906524658,-0.03670357167720795,0.27693721652030945,-0.009577739052474499,0.21148693561553955,-0.06375332176685333,-1.9490134716033936,-0.01456369273364544,-0.005977702792733908,-0.024265479296445847,-0.00033050583442673087,-0.007159569766372442,-0.011851264163851738,-5.6491289138793945,0.22918859124183655,1.8681268692016602,16.44725799560547,0.009999999776482582,-0.006300787907093763,4.441159725189209,1.9598374366760254,0.24503850936889648,44584.0,0.5113632082939148,611.02001953125,,-216.83091735839844,
26,-2.523912191390991,-0.1399528682231903,-0.21047763526439667,0.30512744188308716,-0.154668927192688,-3.0277908081188798e-05,-0.019030114635825157,-0.0900171622633934,-0.027548637241125107,-2.8806095123291016,-0.03710414841771126,0.27560728788375854,-0.00946471095085144,0.21069583296775818,-0.063523069024086,-1.6486732959747314,-0.014388415962457657,-0.005960251670330763,-0.02253974787890911,-0.00032206616015173495,-0.006981922313570976,-0.011784940958023071,-5.632956504821777,0.23044376075267792,1.856441855430603,16.446287155151367,0.009999999776482582,-0.0064485217444598675,4.030734539031982,1.9606027603149414,0.10123395919799805,47677.0,0.5113664269447327,636.6799926757812,323.2099914550781,-220.99490356445312,-114.79593658447266
27,-2.740584135055542,-0.15208932757377625,-0.22898948192596436,0.33025282621383667,-0.16491389274597168,-3.3175587304867804e-05,-0.020157815888524055,-0.09766286611557007,-0.029884379357099533,-3.079665184020996,-0.03990854322910309,0.29913222789764404,-0.010136684402823448,0.22793786227703094,-0.06878358125686646,-1.9970687627792358,-0.015628335997462273,-0.006447493564337492,-0.02431965433061123,-0.0003551382978912443,-0.007363801822066307,-0.012780594639480114,-6.101234436035156,0.2517320513725281,2.025989532470703,16.476417541503906,0.009999999776482582,-0.006265135947614908,3.9621686935424805,0.7506868839263916,0.10033535957336426,115512.0,0.5120564103126526,659.3400268554688,,-233.04547119140625,
28,-2.7183310985565186,-0.15132389962673187,-0.2277442216873169,0.3278779685497284,-0.16750067472457886,-3.426990588195622e-05,-0.02052878402173519,-0.09746235609054565,-0.02981223538517952,-3.1311607360839844,-0.03908500820398331,0.2971373498439789,-0.010349437594413757,0.22670595347881317,-0.0681757777929306,-1.963846206665039,-0.015676116570830345,-0.006421484053134918,-0.025334637612104416,-0.0003546588122844696,-0.00760160107165575,-0.012742001563310623,-6.077907562255859,0.24617451429367065,2.0284934043884277,16.469100952148438,0.006666666828095913,-0.006588514894247055,4.032337665557861,1.1206061840057373,0.3195946216583252,68257.0,0.5121715664863586,683.02001953125,348.29998779296875,-242.5182342529297,-127.76341247558594
29,-2.9359302520751953,-0.1640196293592453,-0.24708068370819092,0.3542533814907074,-0.1780768632888794,-3.502584149828181e-05,-0.022304950281977654,-0.10514216870069504,-0.03202027082443237,-3.386559247970581,-0.043167710304260254,0.3196072280406952,-0.01107474323362112,0.24457423388957977,-0.07376233488321304,-2.2202816009521484,-0.016848234459757805,-0.00693820184096694,-0.027828611433506012,-0.0003725015267264098,-0.00799108948558569,-0.013730868697166443,-6.569831848144531,0.2632148861885071,2.1608364582061768,16.500808715820312,0.009999999776482582,-0.005831473972648382,3.641045570373535,0.7979934215545654,0.10368037223815918,109023.0,0.5129477977752686,709.6199951171875,,-253.89865112304688,
30,-3.041250228881836,-0.16922245919704437,-0.2548733949661255,0.36625367403030396,-0.1840651035308838,-3.677950371638872e-05,-0.02282494120299816,-0.10865586996078491,-0.03326542675495148,-3.467109441757202,-0.04408003389835358,0.33127617835998535,-0.011557668447494507,0.25282204151153564,-0.07627125829458237,-2.308906316757202,-0.017498966306447983,-0.007171371951699257,-0.028541823849081993,-0.00039062456926330924,-0.008287699893116951,-0.014234180562198162,-6.7877960205078125,0.27627861499786377,2.228938579559326,16.53441047668457,0.009999999776482582,-0.005252016242593527,3.4732248783111572,0.8343069553375244,0.11405563354492188,103656.0,0.513822078704834,732.4199829101562,372.8599853515625,-264.5042724609375,-134.8182373046875
31,-3.011849880218506,-0.1680053323507309,-0.25308746099472046,0.3624829649925232,-0.1833662986755371,-3.873658715747297e-05,-0.02252056449651718,-0.107877217233181,-0.03305571898818016,-3.397616147994995,-0.043226342648267746,0.3288782238960266,-0.011667083948850632,0.24856571853160858,-0.07594524323940277,-2.2278811931610107,-0.017464326694607735,-0.007102043833583593,-0.02764461562037468,-0.00038963014958426356,-0.008407051675021648,-0.014143884181976318,-6.723017692565918,0.275321364402771,2.2172515392303467,16.531835556030273,0.006666666828095913,-0.006232791114598513,3.2763400077819824,1.260366678237915,0.3186190128326416,62257.0,0.5137749910354614,753.2000122070312,,-268.0541076660156,
32,-3.243028163909912,-0.18124747276306152,-0.2730308175086975,0.3902541995048523,-0.19604480266571045,-3.987965465057641e-05,-0.024217326194047928,-0.11622433364391327,-0.03557003661990166,-3.588512420654297,-0.04684123396873474,0.3530292510986328,-0.012363031506538391,0.26899152994155884,-0.0813797116279602,-2.3470709323883057,-0.018872100859880447,-0.007662434130907059,-0.03260030597448349,-0.00041925045661628246,-0.008890317752957344,-0.01521142479032278,-7.255744934082031,0.2957087755203247,2.404691696166992,16.558670043945312,0.006666666828095913,-0.0056235468946397305,3.161447286605835,1.9168050289154053,0.3539845943450928,43290.0,0.5143097639083862,778.9299926757812,,-275.734375,
33,-3.3408632278442383,-0.1866120994091034,-0.28111720085144043,0.40225446224212646,-0.20230065286159515,-4.223707219352946e-05,-0.024863963946700096,-0.11969064921140671,-0.03657811880111694,-3.83674955368042,-0.04757149517536163,0.36471468210220337,-0.012830369174480438,0.27824580669403076,-0.08360904455184937,-2.7840869426727295,-0.019264770671725273,-0.007882834412157536,-0.03287617862224579,-0.000431764725362882,-0.009293667040765285,-0.01570189744234085,-7.462586879730225,0.30276355147361755,2.4513797760009766,16.569469451904297,0.009999999776482582,-0.006175573915243149,2.846459150314331,1.9452366828918457,0.15946340560913086,46706.0,0.5142257213592529,804.0599975585938,396.3900146484375,-290.66790771484375,-143.16554260253906
34,-3.2971084117889404,-0.18494772911071777,-0.2788216769695282,0.3972128629684448,-0.19756051898002625,-4.076643017469905e-05,-0.02460573986172676,-0.1182159036397934,-0.03605837747454643,-3.6171329021453857,-0.04749154672026634,0.3597923219203949,-0.012695543467998505,0.27475568652153015,-0.08256186544895172,-2.3898236751556396,-0.019096484407782555,-0.0077912285923957825,-0.033229563385248184,-0.0004209185135550797,-0.009056540206074715,-0.015513518825173378,-7.381214141845703,0.30713900923728943,2.4346203804016113,16.593599319458008,0.009999999776482582,-0.005675466265529394,2.7522194385528564,1.4676926136016846,0.15834856033325195,60456.0,0.5149127244949341,829.4199829101562,421.4800109863281,-293.3530578613281,-153.9600372314453
35,-3.5462255477905273,-0.19824866950511932,-0.29871875047683716,0.4262549877166748,-0.2138872742652893,-4.428360261954367e-05,-0.02647523395717144,-0.12709884345531464,-0.03883213549852371,-3.8694119453430176,-0.05031384527683258,0.38713619112968445,-0.013433004729449749,0.2955405116081238,-0.08840492367744446,-2.5100433826446533,-0.0205233097076416,-0.008356860838830471,-0.032628774642944336,-0.0004660063423216343,-0.00970677100121975,-0.016671963036060333,-7.914767265319824,0.32788488268852234,2.613328456878662,16.593111038208008,0.004444444552063942,-0.008162078447639942,2.619418144226074,2.184669256210327,0.29206013679504395,39691.0,0.5147436857223511,853.8699951171875,443.92999267578125,-300.140625,-163.25428771972656
36,-3.653991460800171,-0.2046177238225937,-0.3086105287075043,0.43825528025627136,-0.22104641795158386,-4.476245885598473e-05,-0.027301086112856865,-0.13069050014019012,-0.04000735282897949,-3.90679931640625,-0.052592646330595016,0.39730608463287354,-0.013970951549708843,0.30294615030288696,-0.091147780418396,-2.7560737133026123,-0.021345354616642,-0.00858693290501833,-0.03396274149417877,-0.0004795712302438915,-0.010128754191100597,-0.01721191592514515,-8.124960899353027,0.33935821056365967,2.7406177520751953,16.59739112854004,0.006666666828095913,-0.007515457458794117,2.5043721199035645,2.4419500827789307,0.20095491409301758,37195.0,0.5149480700492859,874.8599853515625,467.1300048828125,-306.601806640625,-166.56192016601562
