step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.0202035903930664,-0.05397120118141174,0.12624990940093994,-0.06073229759931564,-1.1937663657590747e-05,-0.0015621092170476913,-0.03479573130607605,-0.010962380096316338,0.01547035202383995,-0.003730275435373187,0.08957324922084808,-0.0256185345351696,-0.005729638040065765,-0.002401894424110651,-0.00013260617561172694,-0.0027481650467962027,-0.004719574004411697,-0.15543746948242188,0.08818542957305908,0.733773410320282,15.095657348632812,0.009999999776482582,-0.007728495169430971,0.027836373075842857,0.7200577259063721,0.10490274429321289,119162.0,0.4816065728664398,251.52999877929688,131.3300018310547,-6.598738193511963,-3.7965943813323975
11,-1.1171822547912598,-0.05903400108218193,0.13824990391731262,-0.06463883817195892,-1.2609874829649925e-05,-0.0016948690172284842,-0.03792288154363632,-0.012002739124000072,0.016943741589784622,-0.003993873950093985,0.0974835604429245,-0.028221219778060913,-0.0062807658687233925,-0.0026277173310518265,-0.0001440960040781647,-0.0028910059481859207,-0.0051743583753705025,-0.16973404586315155,0.09661823511123657,0.7984024882316589,15.016214370727539,0.009999999776482582,-0.00799301266670227,0.02842167764902115,0.7298743724822998,0.10414648056030273,117867.0,0.47978657484054565,277.42999267578125,180.33999633789062,-7.578197479248047,-4.916056156158447
12,-1.2108100652694702,-0.06357775628566742,0.1502498835325241,-0.07004044950008392,-1.386697022098815e-05,-0.0018420079723000526,-0.04075239226222038,-0.012987690977752209,0.018423110246658325,-0.004276560619473457,0.10581379383802414,-0.030707240104675293,-0.006627397611737251,-0.002841625828295946,-0.00015480635920539498,-0.00307118589989841,-0.005590070970356464,-0.18287603557109833,0.10433405637741089,0.8686814308166504,14.918042182922363,0.009999999776482582,-0.0075434911996126175,0.026748528704047203,0.7239763736724854,0.10513091087341309,118566.0,0.47772952914237976,298.8599853515625,201.9600067138672,-7.784493446350098,-5.789558410644531
13,-1.2544128894805908,-0.06571261584758759,0.1555623710155487,-0.0728406086564064,-1.4643723261542618e-05,-0.001879498129710555,-0.04221852868795395,-0.013452470302581787,0.019132914021611214,-0.004616278223693371,0.10966130346059799,-0.0317634642124176,-0.006979582365602255,-0.0029429965652525425,-0.00015911474474705756,-0.0032744575291872025,-0.005797357764095068,-0.1896359771490097,0.10985230654478073,0.8818113207817078,14.902298927307129,0.009999999776482582,-0.006506619043648243,0.029692403972148895,0.7174193859100342,0.10480332374572754,119558.0,0.4768165946006775,323.2099914550781,229.50999450683594,-8.934585571289062,-6.221065521240234
14,-1.3448442220687866,-0.07038095593452454,0.16677069664001465,-0.07764944434165955,-1.5284687833627686e-05,-0.002003252040594816,-0.045226797461509705,-0.014401490800082684,0.020429177209734917,-0.004798739217221737,0.11942584812641144,-0.033534400165081024,-0.007465166971087456,-0.0031550819985568523,-0.0001694551610853523,-0.003413799684494734,-0.006218506954610348,-0.20356732606887817,0.11663396656513214,0.9397146701812744,14.846207618713379,0.009999999776482582,-0.007295810617506504,0.028801806271076202,0.7245118618011475,0.1045374870300293,118574.0,0.4754426181316376,348.29998779296875,251.52999877929688,-9.549802780151367,-6.598738193511963
15,-1.5003290176391602,-0.07827097177505493,0.18624985218048096,-0.08594789355993271,-1.7286933143623173e-05,-0.0022127495612949133,-0.05013465881347656,-0.01600453071296215,0.022839996963739395,-0.005311666987836361,0.13268141448497772,-0.03764393553137779,-0.008235189132392406,-0.0035174924414604902,-0.00019204107229597867,-0.0038338617887347937,-0.006935278885066509,-0.22646668553352356,0.13059115409851074,1.0831494331359863,14.805970191955566,0.009999999776482582,-0.006735579576343298,0.03323942422866821,0.7285726070404053,0.10451626777648926,117999.0,0.4745284914970398,372.8599853515625,277.42999267578125,-9.86840534210205,-7.578197479248047
16,-1.5930755138397217,-0.08326210826635361,0.19824986159801483,-0.09045292437076569,-1.7368807675666176e-05,-0.0023537043016403913,-0.053180795162916183,-0.016945436596870422,0.024361461400985718,-0.005673045292496681,0.14210358262062073,-0.03982663154602051,-0.008747703395783901,-0.0037346561439335346,-0.00019985278777312487,-0.0040046232752501965,-0.0073684267699718475,-0.24008092284202576,0.1390945315361023,1.1326980590820312,14.764627456665039,0.006666666828095913,-0.008215949870646,0.03545469045639038,0.727092981338501,0.10584211349487305,118021.0,0.4725949466228485,396.3900146484375,323.2099914550781,-10.144389152526855,-8.934585571289062
17,-1.6160211563110352,-0.08425229787826538,0.2015625685453415,-0.0903235524892807,-1.885028905235231e-05,-0.0024078635033220053,-0.05395551770925522,-0.017237504944205284,0.024840079247951508,-0.005837862845510244,0.14484819769859314,-0.040389224886894226,-0.008893225342035294,-0.0038053446915000677,-0.00020529827452264726,-0.004102793522179127,-0.00748684024438262,-0.2446293830871582,0.14133957028388977,1.1698787212371826,14.673588752746582,0.004444444552063942,-0.008938184939324856,0.0349089540541172,0.7246294021606445,0.10441064834594727,118575.0,0.47154855728149414,421.4800109863281,348.29998779296875,-10.239892959594727,-9.549802780151367
18,-1.7820384502410889,-0.09284662455320358,0.22225037217140198,-0.0994512289762497,-2.0099550965824164e-05,-0.002643577754497528,-0.05946789309382439,-0.0190268661826849,0.027239855378866196,-0.006342602428048849,0.1591397225856781,-0.04469431936740875,-0.009832976385951042,-0.004193114582449198,-0.0002249968092655763,-0.0044048805721104145,-0.008263960480690002,-0.2694803476333618,0.15324458479881287,1.297717809677124,14.606809616088867,0.006666666828095913,-0.0080826161429286,0.03800702840089798,0.7265148162841797,0.1051328182220459,118203.0,0.4695001244544983,443.92999267578125,372.8599853515625,-11.053439140319824,-9.86840534210205
19,-1.7966432571411133,-0.09345857799053192,0.22445893287658691,-0.10152125358581543,-2.1588704839814454e-05,-0.0026938412338495255,-0.05968625470995903,-0.01909668557345867,0.027650682255625725,-0.0065799616277217865,0.16201287508010864,-0.04477953538298607,-0.009914427995681763,-0.004222622141242027,-0.0002337541664019227,-0.004711156710982323,-0.008349372074007988,-0.271173894405365,0.1588384211063385,1.277640700340271,14.533712387084961,0.004444444552063942,-0.008343299850821495,0.03976229205727577,0.7233030796051025,0.09853935241699219,119614.0,0.468136191368103,467.1300048828125,396.3900146484375,-11.970664024353027,-10.144389152526855
20,-1.970376968383789,-0.10196053981781006,0.24625089764595032,-0.10956835001707077,-2.1762607502751052e-05,-0.002929407637566328,-0.06519649922847748,-0.02097996138036251,0.03024465963244438,-0.007027816027402878,0.17773842811584473,-0.049127958714962006,-0.010795931331813335,-0.00462398212403059,-0.0002490826300345361,-0.0049803601577878,-0.009147828444838524,-0.2968844771385193,0.1802973747253418,1.3496907949447632,14.42586898803711,0.006666666828095913,-0.008248815312981606,0.03604689612984657,0.722731351852417,0.0987391471862793,119668.0,0.465718537569046,489.5299987792969,421.4800109863281,-13.231304168701172,-10.239892959594727
21,-2.0646462440490723,-0.10680022090673447,0.2582511901855469,-0.11489622294902802,-2.358134042879101e-05,-0.0031034937128424644,-0.0682700127363205,-0.021941086277365685,0.03171154484152794,-0.007356204092502594,0.18668125569820404,-0.05144381523132324,-0.011364558711647987,-0.004840708803385496,-0.0002637963043525815,-0.005241691134870052,-0.009597565978765488,-0.31046491861343384,0.18001219630241394,1.469072699546814,14.341279983520508,0.00296296295709908,-0.00845307670533657,0.040758732706308365,0.7252998352050781,0.10180234909057617,118853.0,0.4640234112739563,516.27001953125,467.1300048828125,-13.453435897827148,-11.970664024353027
22,-2.164172649383545,-0.11153155565261841,0.27025145292282104,-0.12076863646507263,-2.5023531634360552e-05,-0.003237492870539427,-0.07138668745756149,-0.02303851954638958,0.03315712511539459,-0.007817303761839867,0.19612018764019012,-0.05362188071012497,-0.011885970830917358,-0.005076566711068153,-0.00027465709717944264,-0.00550801632925868,-0.01008267980068922,-0.32505184412002563,0.19116787612438202,1.521599531173706,14.246764183044434,0.00296296295709908,-0.008916839025914669,0.04316430538892746,0.7254319190979004,0.09812355041503906,119365.0,0.46269071102142334,540.6199951171875,489.5299987792969,-14.026371955871582,-13.231304168701172
23,-2.2511911392211914,-0.11614809930324554,0.2822517454624176,-0.12524265050888062,-2.6128333047381602e-05,-0.0033706598915159702,-0.07413292676210403,-0.02388026937842369,0.03462165594100952,-0.008085710927844048,0.20598642528057098,-0.05568123981356621,-0.012323077768087387,-0.005276883952319622,-0.0002881903201341629,-0.005716688930988312,-0.010477758944034576,-0.33811184763908386,0.20223920047283173,1.6251400709152222,14.162702560424805,0.004444444552063942,-0.00908057950437069,0.040467798709869385,0.7297985553741455,0.10525655746459961,117721.0,0.46089163422584534,564.489990234375,516.27001953125,-13.562568664550781,-13.453435897827148
24,-2.3400840759277344,-0.12053239345550537,0.2942520081996918,-0.1297164261341095,-2.6795494704856537e-05,-0.003468682523816824,-0.07692225277423859,-0.024866802617907524,0.03610748052597046,-0.008443291299045086,0.2142515629529953,-0.05818535014986992,-0.012834957800805569,-0.005497905425727367,-0.0002938791876658797,-0.0059882765635848045,-0.010949498042464256,-0.35203659534454346,0.20953640341758728,1.6961784362792969,14.057341575622559,0.00296296295709908,-0.009425902739167213,0.0418425090610981,0.7247087955474854,0.11006808280944824,117760.0,0.4589596390724182,586.2000122070312,540.6199951171875,-14.152196884155273,-14.026371955871582
25,-2.436386823654175,-0.1253749579191208,0.30625230073928833,-0.13400620222091675,-2.7703461455530487e-05,-0.003630915656685829,-0.08001194894313812,-0.025802921503782272,0.037615299224853516,-0.008824299089610577,0.22439360618591309,-0.06016810983419418,-0.013357652351260185,-0.00571461720392108,-0.0003070989332627505,-0.006267700344324112,-0.011377355083823204,-0.36551934480667114,0.21750134229660034,1.7376127243041992,13.976509094238281,0.001316872425377369,-0.008844910189509392,0.042478956282138824,0.7451694011688232,0.09935593605041504,116401.0,0.4577031433582306,611.02001953125,564.489990234375,-15.101107597351074,-13.562568664550781
26,-2.4194774627685547,-0.12415522336959839,0.30512744188308716,-0.132249116897583,-2.6696527129388414e-05,-0.0036030549090355635,-0.0790105015039444,-0.025500278919935226,0.03748871013522148,-0.00864005833864212,0.22384387254714966,-0.05987080559134483,-0.01314042042940855,-0.005680907517671585,-0.00030109882936812937,-0.006171084940433502,-0.011282536201179028,-0.3629295229911804,0.2174202799797058,1.7319329977035522,13.939162254333496,0.0019753086380660534,-0.008713820017874241,0.05022358149290085,0.7325265407562256,0.0975794792175293,118423.0,0.45647644996643066,636.6799926757812,611.02001953125,-15.23610782623291,-15.101107597351074
27,-2.6214776039123535,-0.13428309559822083,0.33025282621383667,-0.14163056015968323,-3.014308458659798e-05,-0.003931670915335417,-0.08531805127859116,-0.027613114565610886,0.04052599519491196,-0.00937302689999342,0.2420133799314499,-0.06487368792295456,-0.014293244108557701,-0.006133662536740303,-0.0003307743463665247,-0.006596577353775501,-0.012227753177285194,-0.39187443256378174,0.2396245002746582,1.9115452766418457,13.874608039855957,0.0019753086380660534,-0.008927999995648861,0.04151342809200287,0.7280373573303223,0.10511469841003418,117990.0,0.45505648851394653,659.3400268554688,636.6799926757812,-15.137870788574219,-15.23610782623291
28,-2.5986499786376953,-0.13299131393432617,0.3278779685497284,-0.14172884821891785,-3.065159762627445e-05,-0.003816311713308096,-0.08466958999633789,-0.027433037757873535,0.040350235998630524,-0.009443923830986023,0.24034373462200165,-0.06438747048377991,-0.014192476868629456,-0.006099240388721228,-0.00032354413997381926,-0.006716088857501745,-0.0121587123721838,-0.38934630155563354,0.2330670803785324,1.8959720134735107,13.778655052185059,0.001316872425377369,-0.009359733201563358,0.04100598022341728,0.7260680198669434,0.10770511627197266,117902.0,0.4534214437007904,683.02001953125,659.3400268554688,-15.526862144470215,-15.137870788574219
29,-2.8048312664031982,-0.14360281825065613,0.3542533814907074,-0.1507243812084198,-3.092362021561712e-05,-0.004181678872555494,-0.09103180468082428,-0.02944829687476158,0.04345935583114624,-0.010025346651673317,0.2603302597999573,-0.06938564032316208,-0.015262688510119915,-0.006581481546163559,-0.0003458379069343209,-0.00697348453104496,-0.013092692010104656,-0.42049628496170044,0.25175970792770386,2.0143179893493652,13.755104064941406,0.00296296295709908,-0.008828859776258469,0.04265407845377922,0.7269423007965088,0.10492086410522461,118173.0,0.45275962352752686,709.6199951171875,683.02001953125,-16.786563873291016,-15.526862144470215
30,-2.896361827850342,-0.1474936604499817,0.36625367403030396,-0.15596632659435272,-3.275545168435201e-05,-0.004302249290049076,-0.09355165809392929,-0.030458232387900352,0.04493538662791252,-0.010424857959151268,0.2699878215789795,-0.07150295376777649,-0.01575515791773796,-0.006787251681089401,-0.0003604192170314491,-0.007197175174951553,-0.01353343203663826,-0.43264493346214294,0.2636818587779999,2.092651128768921,13.710857391357422,0.004444444552063942,-0.008347115479409695,0.04835733771324158,0.7263293266296387,0.10468244552612305,118294.0,0.45123574137687683,732.4199829101562,709.6199951171875,-16.966150283813477,-16.786563873291016
31,-2.8665060997009277,-0.1458050161600113,0.3624829649925232,-0.15486860275268555,-3.361702692927793e-05,-0.004182692617177963,-0.09248779714107513,-0.030212527140975,0.044489406049251556,-0.010388396680355072,0.267253577709198,-0.07075414061546326,-0.015618558041751385,-0.006705276668071747,-0.00035851605935022235,-0.007361267693340778,-0.013431703671813011,-0.42724573612213135,0.26064595580101013,2.082145929336548,13.640864372253418,0.0019753086380660534,-0.008735338225960732,0.047897934913635254,0.7237906455993652,0.11142897605895996,117698.0,0.45023924112319946,753.2000122070312,753.2000122070312,-17.283248901367188,-17.283248901367188
32,-3.0806758403778076,-0.1566515415906906,0.3902541995048523,-0.1658307909965515,-3.556718729669228e-05,-0.004533087369054556,-0.0993216261267662,-0.032402634620666504,0.047852467745542526,-0.011148892343044281,0.28907081484794617,-0.07580210268497467,-0.016858618706464767,-0.007225228473544121,-0.00038629802293144166,-0.007841696962714195,-0.014450423419475555,-0.4598887860774994,0.28164762258529663,2.267493724822998,13.590250968933105,0.0019753086380660534,-0.008642373606562614,0.04415527358651161,0.7296907901763916,0.10432672500610352,117868.0,0.44926580786705017,778.9299926757812,778.9299926757812,-17.395713806152344,-17.395713806152344
33,-3.16621470451355,-0.16060277819633484,0.40225446224212646,-0.17015966773033142,-3.789820766542107e-05,-0.004611246287822723,-0.10187840461730957,-0.033279821276664734,0.04946708679199219,-0.0116309504956007,0.2995745837688446,-0.07768437266349792,-0.01721339300274849,-0.007427654694765806,-0.0003934087581001222,-0.00811358168721199,-0.014903249219059944,-0.47257083654403687,0.2876916229724884,2.291843891143799,13.54691219329834,0.00296296295709908,-0.008176766335964203,0.042659275233745575,0.7269937992095947,0.10479927062988281,118183.0,0.4482530653476715,804.0599975585938,804.0599975585938,-18.259281158447266,-18.259281158447266
34,-3.1204099655151367,-0.158480703830719,0.3972128629684448,-0.16540174186229706,-3.5825083614327013e-05,-0.004595264792442322,-0.10014110803604126,-0.032706547528505325,0.04871746152639389,-0.011352035216987133,0.296863317489624,-0.07642082870006561,-0.016937918961048126,-0.007325130980461836,-0.00038502103416249156,-0.007879308424890041,-0.01467653177678585,-0.46575766801834106,0.29141730070114136,2.2984890937805176,13.477618217468262,0.0019753086380660534,-0.00926786195486784,0.046842060983181,0.7209978103637695,0.10347342491149902,119232.0,0.44693341851234436,829.4199829101562,829.4199829101562,-17.900609970092773,-17.900609970092773
35,-3.3520216941833496,-0.16920918226242065,0.4262549877166748,-0.17699125409126282,-3.850363282253966e-05,-0.0049383207224309444,-0.10723777860403061,-0.03514724224805832,0.052141666412353516,-0.011918537318706512,0.319926381111145,-0.08163104951381683,-0.018131062388420105,-0.007840834558010101,-0.0004202067793812603,-0.008371967822313309,-0.015754766762256622,-0.4980670213699341,0.3125433921813965,2.4820003509521484,13.422771453857422,0.00296296295709908,-0.008090556599199772,0.046868499368429184,0.7220902442932129,0.10377192497253418,119031.0,0.4459195137023926,853.8699951171875,853.8699951171875,-17.883832931518555,-17.883832931518555
36,-3.4497716426849365,-0.17402605712413788,0.43825528025627136,-0.18353399634361267,-3.9808674046071246e-05,-0.005047352984547615,-0.10991125553846359,-0.03612922132015228,0.053732991218566895,-0.012409585528075695,0.32762348651885986,-0.0842929482460022,-0.01871298998594284,-0.008049985393881798,-0.0004370087699498981,-0.008827701210975647,-0.016241159290075302,-0.5107142925262451,0.3212974965572357,2.6216225624084473,13.363496780395508,0.00296296295709908,-0.008466805331408978,0.040732406079769135,0.7231490612030029,0.10912322998046875,118115.0,0.44474437832832336,874.8599853515625,900.469970703125,-17.50119400024414,-19.681020736694336
37,-3.534381866455078,-0.17821308970451355,0.4502555727958679,-0.18718299269676208,-4.050216739415191e-05,-0.00516844168305397,-0.11259180307388306,-0.03695980831980705,0.05518202483654022,-0.012869543395936489,0.33855175971984863,-0.08605729043483734,-0.019305787980556488,-0.00827067531645298,-0.0004363533516880125,-0.009015301242470741,-0.016680680215358734,-0.5251526832580566,0.3322463929653168,2.5924277305603027,13.295799255371094,0.00296296295709908,-0.008922232314944267,0.04241741821169853,0.728374719619751,0.10385012626647949,118121.0,0.4433474838733673,900.469970703125,924.5800170898438,-19.681020736694336,-19.843582153320312
38,-3.6167266368865967,-0.18268267810344696,0.4622558355331421,-0.19125060737133026,-4.418048411025666e-05,-0.0053189340978860855,-0.1152302473783493,-0.03777359426021576,0.05678236484527588,-0.013355381786823273,0.3484208583831787,-0.0881158858537674,-0.019724097102880478,-0.008477477356791496,-0.00045100157149136066,-0.009359896183013916,-0.017105262726545334,-0.5376039147377014,0.3434707522392273,2.623229742050171,13.217931747436523,0.0019753086380660534,-0.00971240270882845,0.04372201859951019,0.7282164096832275,0.10412740707397461,118105.0,0.44204482436180115,924.5800170898438,948.9099731445312,-19.843582153320312,-20.048603057861328
39,-3.699000120162964,-0.1863982379436493,0.47425612807273865,-0.1959485411643982,-4.4355314457789063e-05,-0.005447025410830975,-0.1176418587565422,-0.03860174119472504,0.05824122950434685,-0.013677557930350304,0.35966968536376953,-0.0897911936044693,-0.02027808129787445,-0.008678730577230453,-0.00046241641393862665,-0.00972636230289936,-0.01756146550178528,-0.5500767230987549,0.3498459756374359,2.6827425956726074,13.143014907836914,0.0019753086380660534,-0.009524643421173096,0.043345849961042404,0.7232570648193359,0.10391426086425781,118843.0,0.4407806992530823,948.9099731445312,972.8800048828125,-20.048603057861328,-19.799604415893555
40,-3.791907787322998,-0.1901964247226715,0.48625636100769043,-0.1979045271873474,-4.441979399416596e-05,-0.005525026470422745,-0.12015467882156372,-0.03954429551959038,0.059621743857860565,-0.013842809945344925,0.3700202405452728,-0.09171602129936218,-0.020535875111818314,-0.008894452825188637,-0.00046369252959266305,-0.009674303233623505,-0.01799074374139309,-0.5626988410949707,0.35889971256256104,2.8205783367156982,13.118621826171875,0.00296296295709908,-0.008828967809677124,0.046448964625597,0.7315919399261475,0.09720802307128906,118610.0,0.43987205624580383,972.8800048828125,993.6500244140625,-19.799604415893555,-20.699848175048828
41,-3.393456220626831,-0.17010381817817688,0.4353599548339844,-0.17652735114097595,-4.151538450969383e-05,-0.004992357455193996,-0.10758648812770844,-0.03558659553527832,0.053392790257930756,-0.01245806273072958,0.3319234549999237,-0.0819401890039444,-0.018610559403896332,-0.00796135701239109,-0.00042016999213956296,-0.008617967367172241,-0.016145477071404457,-0.5037951469421387,0.3159784972667694,2.5199317932128906,13.071033477783203,0.0019753086380660534,-0.008957144804298878,0.04753462225198746,0.718994140625,0.0988612174987793,120197.0,0.43876463174819946,993.6500244140625,1001.0,-20.699848175048828,-19.574935913085938
42,-3.72943115234375,-0.18699872493743896,0.4796522557735443,-0.1955353021621704,-4.469611667445861e-05,-0.005450631491839886,-0.11801323294639587,-0.03889245167374611,0.05884113535284996,-0.013858042657375336,0.3665024936199188,-0.09005150198936462,-0.020406201481819153,-0.008752487599849701,-0.0004553325707092881,-0.009721689857542515,-0.017782611772418022,-0.5535823106765747,0.3559141159057617,2.742913246154785,12.983416557312012,0.00296296295709908,-0.008793463930487633,0.04028796777129173,0.717235803604126,0.09916472434997559,120411.0,0.43772104382514954,1001.0,1001.0,-19.962413787841797,-18.852357864379883
