step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_vel,Episode/rew_feet_clearance,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-0.5263151526451111,-0.0557045042514801,0.12624990940093994,-0.06435197591781616,-2.5596533305360936e-05,-0.0016978948842734098,-0.011599821969866753,0.01611744612455368,0.08950453996658325,-0.025637617334723473,-0.0030491817742586136,-0.0024093666579574347,-0.000133193883812055,-0.0028328299522399902,-0.004852910991758108,0.09277796000242233,0.7146605253219604,16.017244338989258,0.009999999776482582,-0.006283694412559271,0.03555545210838318,0.6144106388092041,0.10539603233337402,136570.0,0.5012704730033875,251.52999877929688,251.52999877929688,6.844043731689453,6.844043731689453
11,-0.5755877494812012,-0.06117900833487511,0.13824990391731262,-0.06863707304000854,-2.8366048354655504e-05,-0.001844255137257278,-0.012658141553401947,0.017688220366835594,0.09762673079967499,-0.028181446716189384,-0.0032630902715027332,-0.002644940745085478,-0.00014596471737604588,-0.0030279045458883047,-0.005308465100824833,0.10084281861782074,0.7800612449645996,16.036527633666992,0.009999999776482582,-0.006585851311683655,0.030745038762688637,0.6123409271240234,0.10378575325012207,137271.0,0.5016211271286011,277.42999267578125,277.42999267578125,7.0483784675598145,7.0483784675598145
12,-0.6275656223297119,-0.0662335604429245,0.1502498835325241,-0.07541738450527191,-3.0685969250043854e-05,-0.0019900312181562185,-0.013836461119353771,0.01920015923678875,0.10603635013103485,-0.030645420774817467,-0.0036586045753210783,-0.002870578318834305,-0.00015932793030515313,-0.0033392347395420074,-0.005765311419963837,0.1098625510931015,0.853156566619873,16.073394775390625,0.009999999776482582,-0.0058354162611067295,0.03861484304070473,0.6134030818939209,0.1045680046081543,136919.0,0.5022425651550293,298.8599853515625,323.2099914550781,7.8795342445373535,7.768407344818115
13,-0.6502447724342346,-0.06899528950452805,0.1555623710155487,-0.07655967772006989,-3.175125675625168e-05,-0.0020338171161711216,-0.014307577162981033,0.019857700914144516,0.10992129892110825,-0.03169124573469162,-0.0037000260781496763,-0.0029743683990091085,-0.00016732576477807015,-0.003323501907289028,-0.005969309713691473,0.11240758746862411,0.8430413007736206,16.07890510559082,0.009999999776482582,-0.004316559061408043,0.04139060154557228,0.607670783996582,0.10605788230895996,137733.0,0.5028269290924072,323.2099914550781,348.29998779296875,7.768407344818115,8.972491264343262
14,-0.6971723437309265,-0.07423881441354752,0.16677069664001465,-0.08310268819332123,-3.420404391363263e-05,-0.002205716911703348,-0.015410875901579857,0.021329879760742188,0.11805307865142822,-0.033915720880031586,-0.004030968062579632,-0.003200042527168989,-0.0001789662055671215,-0.003746344707906246,-0.006435805466026068,0.12161827087402344,0.9335629343986511,16.13467788696289,0.009999999776482582,-0.004835620988160372,0.0443713515996933,0.6151926517486572,0.10390448570251465,136704.0,0.5038171410560608,348.29998779296875,372.8599853515625,8.972491264343262,10.038031578063965
15,-0.7776246070861816,-0.08279626071453094,0.18624985218048096,-0.0901595950126648,-3.799285332206637e-05,-0.002471004379913211,-0.01717863231897354,0.02379078045487404,0.132539764046669,-0.03768328204751015,-0.004407118074595928,-0.003572093788534403,-0.0001955605548573658,-0.003941209055483341,-0.007172564044594765,0.13523435592651367,1.0588632822036743,16.170591354370117,0.009999999776482582,-0.005555599462240934,0.039889998733997345,0.6120319366455078,0.10399270057678223,137291.0,0.5049870014190674,372.8599853515625,421.4800109863281,10.038031578063965,10.810765266418457
16,-0.8293609619140625,-0.0887073278427124,0.19824986159801483,-0.09626056998968124,-4.051085852552205e-05,-0.0026363078504800797,-0.01832387037575245,0.025399496778845787,0.1417492926120758,-0.03992505371570587,-0.004718094132840633,-0.0038091109599918127,-0.00020992557983845472,-0.004239032045006752,-0.00765635771676898,0.1451902985572815,1.098109483718872,16.223535537719727,0.009999999776482582,-0.005275741219520569,0.04486260935664177,0.6139833927154541,0.10420036315917969,136878.0,0.5060769319534302,396.3900146484375,443.92999267578125,10.007951736450195,11.440279960632324
17,-0.8409180045127869,-0.08999429643154144,0.2015625685453415,-0.09882976859807968,-4.284429451217875e-05,-0.0026454399339854717,-0.01862553507089615,0.025908438488841057,0.14387527108192444,-0.04065948352217674,-0.00486367754638195,-0.0038802754133939743,-0.0002101004938594997,-0.0044079553335905075,-0.007794657256454229,0.14685958623886108,1.0987694263458252,16.26078224182129,0.009999999776482582,-0.004949199967086315,0.04498455673456192,0.6112415790557861,0.10397028923034668,137447.0,0.5065320730209351,421.4800109863281,489.5299987792969,10.810765266418457,13.224952697753906
18,-0.9296668767929077,-0.09888258576393127,0.22225037217140198,-0.10605578869581223,-4.585531132761389e-05,-0.0029401257634162903,-0.020608797669410706,0.028456849977374077,0.1586959958076477,-0.04481758177280426,-0.005342956632375717,-0.004276472143828869,-0.00023326813243329525,-0.004760099574923515,-0.008614130318164825,0.16369056701660156,1.2094895839691162,16.295684814453125,0.006666666828095913,-0.006889130920171738,0.048636723309755325,0.612882137298584,0.10403656959533691,137120.0,0.5073918104171753,443.92999267578125,516.27001953125,11.440279960632324,14.032504081726074
19,-0.939276397228241,-0.10085707902908325,0.22445893287658691,-0.10795840620994568,-4.822639675694518e-05,-0.00298748048953712,-0.02087818644940853,0.028801988810300827,0.16008175909519196,-0.045315951108932495,-0.005405459553003311,-0.004326768219470978,-0.00023972515191417187,-0.004875744692981243,-0.008727503009140491,0.16350507736206055,1.2582545280456543,16.356155395507812,0.004444444552063942,-0.006937932223081589,0.04797200486063957,0.6089897155761719,0.10431861877441406,137814.0,0.5086545348167419,467.1300048828125,540.6199951171875,12.28092098236084,14.234607696533203
20,-1.0321941375732422,-0.11100014299154282,0.24625089764595032,-0.11622955650091171,-5.071951454738155e-05,-0.0032540755346417427,-0.02291898988187313,0.03150578588247299,0.17606768012046814,-0.04959205910563469,-0.00591089716181159,-0.004751265048980713,-0.00026198732666671276,-0.005163111258298159,-0.009569463320076466,0.18156294524669647,1.4204214811325073,16.39543914794922,0.004444444552063942,-0.008146679028868675,0.0452943816781044,0.6247735023498535,0.10390901565551758,134906.0,0.5090475678443909,489.5299987792969,586.2000122070312,13.224952697753906,16.254697799682617
21,-1.0815191268920898,-0.11615081876516342,0.2582511901855469,-0.12313339114189148,-5.456274084281176e-05,-0.0034341327846050262,-0.02396256849169731,0.033056534826755524,0.18529830873012543,-0.051827967166900635,-0.006221601739525795,-0.004976063035428524,-0.0002753480803221464,-0.005467466544359922,-0.010014550760388374,0.19237393140792847,1.4698514938354492,16.4067325592041,0.006666666828095913,-0.006648481823503971,0.046180397272109985,0.609417200088501,0.10438323020935059,137719.0,0.510317862033844,516.27001953125,611.02001953125,14.032504081726074,16.5579833984375
22,-1.1332802772521973,-0.12199163436889648,0.27025145292282104,-0.12914606928825378,-5.772402073489502e-05,-0.0035944744013249874,-0.025128670036792755,0.0346125029027462,0.19477050006389618,-0.053996793925762177,-0.00651423167437315,-0.005221427418291569,-0.00028787594055756927,-0.005885481368750334,-0.010519435629248619,0.19860458374023438,1.5063189268112183,16.477195739746094,0.00296296295709908,-0.007111409679055214,0.052686113864183426,0.6124405860900879,0.1045379638671875,137108.0,0.5111241340637207,540.6199951171875,659.3400268554688,14.234607696533203,18.21352195739746
23,-1.1859076023101807,-0.12749843299388885,0.2822517454624176,-0.133661687374115,-6.0502305132104084e-05,-0.0037639508955180645,-0.026344841346144676,0.03609650582075119,0.202485129237175,-0.05665382742881775,-0.00686026643961668,-0.0054540387354791164,-0.00030649741529487073,-0.005853385664522648,-0.010982606559991837,0.21100036799907684,1.637251853942871,16.465709686279297,0.00296296295709908,-0.007447154726833105,0.04415394738316536,0.6169004440307617,0.10348701477050781,136459.0,0.5111120939254761,564.489990234375,683.02001953125,16.075244903564453,19.309423446655273
24,-1.2343854904174805,-0.13321489095687866,0.2942520081996918,-0.13783785700798035,-6.095713979448192e-05,-0.003890345571562648,-0.027419131249189377,0.03747580572962761,0.21334898471832275,-0.058436065912246704,-0.007117586210370064,-0.005695745348930359,-0.0003156180027872324,-0.006080640479922295,-0.011450588703155518,0.21691708266735077,1.6938855648040771,16.512147903442383,0.00296296295709908,-0.007741264067590237,0.05019057169556618,0.6133584976196289,0.10547399520874023,136755.0,0.5120423436164856,586.2000122070312,709.6199951171875,16.254697799682617,20.509672164916992
25,-1.2866313457489014,-0.13907530903816223,0.30625230073928833,-0.14567974209785461,-6.520094757433981e-05,-0.004083129111677408,-0.02867448329925537,0.03918508440256119,0.22141307592391968,-0.060996025800704956,-0.007451978977769613,-0.005932928528636694,-0.0003300887474324554,-0.006451398134231567,-0.011961562559008598,0.22700157761573792,1.7153513431549072,16.540647506713867,0.004444444552063942,-0.007482594810426235,0.04934053495526314,0.6156318187713623,0.10355949401855469,136686.0,0.5127401947975159,611.02001953125,753.2000122070312,16.5579833984375,20.121234893798828
26,-1.2823820114135742,-0.138827383518219,0.30512744188308716,-0.14584600925445557,-6.455015682149678e-05,-0.0040880064480006695,-0.02848072350025177,0.03910807892680168,0.22031651437282562,-0.06085064634680748,-0.007392869796603918,-0.005919276736676693,-0.00032462459057569504,-0.0064980583265423775,-0.011901888065040112,0.228830024600029,1.757338523864746,16.550189971923828,0.004444444552063942,-0.007065383717417717,0.0460534431040287,0.6071360111236572,0.10442686080932617,138152.0,0.5134920477867126,636.6799926757812,778.9299926757812,17.931564331054688,21.766681671142578
27,-1.3922936916351318,-0.1508036106824875,0.33025282621383667,-0.1555154174566269,-7.198467937996611e-05,-0.004402649588882923,-0.031039398163557053,0.042108386754989624,0.23898200690746307,-0.0657157450914383,-0.008088096976280212,-0.006413887720555067,-0.0003617726033553481,-0.006753660272806883,-0.012934895232319832,0.24776658415794373,1.8670010566711426,16.60629653930664,0.004444444552063942,-0.00680470559746027,0.04700658842921257,0.6114010810852051,0.10462594032287598,137290.0,0.5144573450088501,659.3400268554688,829.4199829101562,18.21352195739746,24.37697982788086
28,-1.3788177967071533,-0.14927712082862854,0.3278779685497284,-0.15553852915763855,-6.953491538297385e-05,-0.004410444293171167,-0.030782952904701233,0.04189171642065048,0.23817753791809082,-0.06498920917510986,-0.008079090155661106,-0.006365293171256781,-0.0003486229106783867,-0.0068521080538630486,-0.01285618543624878,0.24172255396842957,1.8970140218734741,16.62933921813965,0.00296296295709908,-0.008021116256713867,0.040788356214761734,0.611278772354126,0.1037137508392334,137489.0,0.5145207047462463,683.02001953125,853.8699951171875,19.309423446655273,24.592458724975586
29,-1.4947341680526733,-0.16247233748435974,0.3542533814907074,-0.16658619046211243,-7.376420398941264e-05,-0.00476430170238018,-0.0333331935107708,0.04520556330680847,0.2584855854511261,-0.06989806145429611,-0.008704467676579952,-0.0068984306417405605,-0.0003764815046451986,-0.007350832223892212,-0.013892477378249168,0.26638686656951904,2.0634307861328125,16.650564193725586,0.004444444552063942,-0.007440852466970682,0.0414806492626667,0.6079230308532715,0.10546040534973145,137799.0,0.5157709121704102,709.6199951171875,874.8599853515625,20.509672164916992,25.052316665649414
30,-1.5446596145629883,-0.168379545211792,0.36625367403030396,-0.17145583033561707,-7.832194387447089e-05,-0.004942900966852903,-0.034439604729413986,0.046797480434179306,0.26599061489105225,-0.07261329889297485,-0.008964883163571358,-0.00713482778519392,-0.00039330494473688304,-0.007718588691204786,-0.014368388801813126,0.27464598417282104,2.1199843883514404,16.690162658691406,0.004444444552063942,-0.006771911401301622,0.044457174837589264,0.6058788299560547,0.1037445068359375,138529.0,0.5167551040649414,732.4199829101562,924.5800170898438,20.722457885742188,27.140623092651367
31,-1.5284837484359741,-0.16631260514259338,0.3624829649925232,-0.17144957184791565,-8.050778706092387e-05,-0.004923461005091667,-0.03420696780085564,0.04635322839021683,0.2643219828605652,-0.07156848907470703,-0.009009191766381264,-0.007057097740471363,-0.0003984547802247107,-0.007697075605392456,-0.014282163232564926,0.27502796053886414,2.0480234622955322,16.764934539794922,0.00296296295709908,-0.006992706097662449,0.04518071189522743,0.6067883968353271,0.10389518737792969,138323.0,0.5184743404388428,753.2000122070312,948.9099731445312,20.121234893798828,26.859458923339844
32,-1.6474781036376953,-0.18016742169857025,0.3902541995048523,-0.1845877766609192,-8.696081204107031e-05,-0.005295225884765387,-0.037053197622299194,0.04995262622833252,0.28506436944007874,-0.07691501080989838,-0.009718943387269974,-0.007631408981978893,-0.0004251317004673183,-0.008294974453747272,-0.015455981716513634,0.29631397128105164,2.2632811069488525,16.8220157623291,0.001316872425377369,-0.007742542307823896,0.047784510999917984,0.6069784164428711,0.10435986518859863,138195.0,0.5198395848274231,778.9299926757812,993.6500244140625,21.766681671142578,29.511613845825195
33,-1.6978839635849,-0.1857113540172577,0.40225446224212646,-0.19017808139324188,-9.016782860271633e-05,-0.0054238601587712765,-0.03819979727268219,0.05122983083128929,0.29566508531570435,-0.07877035439014435,-0.010000064969062805,-0.007870214059948921,-0.00044000043999403715,-0.008549626916646957,-0.015946032479405403,0.3022119998931885,2.304393768310547,16.839351654052734,0.00296296295709908,-0.007601660210639238,0.04223973676562309,0.6100223064422607,0.10470747947692871,137540.0,0.5211691856384277,804.0599975585938,1001.0,22.398256301879883,29.080272674560547
34,-1.6776403188705444,-0.18457567691802979,0.3972128629684448,-0.18688420951366425,-9.013501403387636e-05,-0.005394756328314543,-0.0377165824174881,0.05076880007982254,0.2915787696838379,-0.07788878679275513,-0.009867812506854534,-0.007781371474266052,-0.00044048167183063924,-0.008625397458672523,-0.015765314921736717,0.29808712005615234,2.3156299591064453,16.88475227355957,0.00296296295709908,-0.008402899838984013,0.04109269008040428,0.6058011054992676,0.1053171157836914,138238.0,0.5215567350387573,829.4199829101562,1001.0,24.37697982788086,29.459211349487305
35,-1.802293062210083,-0.19831490516662598,0.4262549877166748,-0.20077618956565857,-9.723973198560998e-05,-0.005849371664226055,-0.040656380355358124,0.05446535348892212,0.31210100650787354,-0.08380478620529175,-0.01061270758509636,-0.008347555994987488,-0.00047401193296536803,-0.009126866236329079,-0.016950100660324097,0.3208218216896057,2.5041301250457764,16.921560287475586,0.00296296295709908,-0.0077460831962525845,0.039757899940013885,0.6059799194335938,0.10376191139221191,138506.0,0.522585928440094,853.8699951171875,985.760009765625,24.592458724975586,29.612571716308594
36,-1.85794997215271,-0.2040526568889618,0.43825528025627136,-0.20728889107704163,-9.91315973806195e-05,-0.006034759804606438,-0.042015813291072845,0.05589049309492111,0.32189998030662537,-0.08588282763957977,-0.010917450301349163,-0.008581941947340965,-0.0004971069865860045,-0.009485822170972824,-0.017512712627649307,0.33705657720565796,2.5276896953582764,16.950611114501953,0.00296296295709908,-0.007599547505378723,0.03531676158308983,0.603999137878418,0.10398364067077637,138850.0,0.5227496027946472,874.8599853515625,996.72998046875,25.052316665649414,30.57647705078125
37,-1.9063609838485718,-0.21067973971366882,0.4502555727958679,-0.21255043148994446,-0.00010376264981459826,-0.006286087445914745,-0.043187737464904785,0.0575631782412529,0.33245015144348145,-0.08775222301483154,-0.011337010189890862,-0.008848896250128746,-0.000504232186358422,-0.009715922176837921,-0.018009936437010765,0.3339977264404297,2.603160858154297,16.958959579467773,0.0019753086380660534,-0.007712339982390404,0.037638455629348755,0.6061604022979736,0.10399699211120605,138425.0,0.523469865322113,900.469970703125,986.4400024414062,25.244504928588867,30.567346572875977
38,-1.9586901664733887,-0.21699391305446625,0.4622558355331421,-0.2178787887096405,-0.00010636559454724193,-0.006387687288224697,-0.04444494843482971,0.05904816836118698,0.3407725691795349,-0.09024041891098022,-0.011668382212519646,-0.009094731882214546,-0.00051599380094558,-0.00977347232401371,-0.018528684973716736,0.35079753398895264,2.7291438579559326,17.001407623291016,0.00296296295709908,-0.007818578742444515,0.037691496312618256,0.6101186275482178,0.10400652885437012,137656.0,0.5246483683586121,924.5800170898438,1001.0,27.140623092651367,31.147123336791992
39,-2.0112791061401367,-0.22343067824840546,0.47425612807273865,-0.22538504004478455,-0.00011341982462909073,-0.006622518412768841,-0.045873355120420456,0.0606534481048584,0.35046809911727905,-0.09234719723463058,-0.012060369364917278,-0.009366912767291069,-0.0005342953954823315,-0.010438340716063976,-0.019089657813310623,0.36225825548171997,2.78012752532959,17.008852005004883,0.00296296295709908,-0.007735679391771555,0.033358506858348846,0.6109108924865723,0.10492229461669922,137328.0,0.5247027277946472,948.9099731445312,981.9099731445312,26.859458923339844,30.724567413330078
40,-2.0517020225524902,-0.2284148633480072,0.4836052656173706,-0.22970038652420044,-0.000116622970381286,-0.0068049016408622265,-0.04674489423632622,0.061973780393600464,0.3574737012386322,-0.09414076805114746,-0.012379094958305359,-0.009554971940815449,-0.0005437755607999861,-0.010926003567874432,-0.01950986683368683,0.3640986382961273,2.813748836517334,17.074432373046875,0.0019753086380660534,-0.007759165018796921,0.035763710737228394,0.6066482067108154,0.1044156551361084,138249.0,0.5258926749229431,967.8400268554688,984.3599853515625,27.9604434967041,30.298669815063477
41,-1.8471016883850098,-0.2058948576450348,0.4353599548339844,-0.20571866631507874,-0.00010601607209537178,-0.006056185811758041,-0.04201119765639305,0.05564149469137192,0.3223380446434021,-0.08460280299186707,-0.010962583124637604,-0.008604273200035095,-0.0004931000294163823,-0.009607750922441483,-0.017537008970975876,0.33025550842285156,2.591839075088501,17.074552536010742,0.00296296295709908,-0.007897776551544666,0.033078912645578384,0.6017799377441406,0.10413527488708496,139257.0,0.5264341235160828,993.6500244140625,984.1500244140625,29.511613845825195,31.051897048950195
42,-2.0357604026794434,-0.2275698184967041,0.4796522557735443,-0.23006874322891235,-0.0001184159773401916,-0.006714101880788803,-0.04662047326564789,0.061491675674915314,0.3574988543987274,-0.0925525352358818,-0.012282134965062141,-0.009495995007455349,-0.0005424777045845985,-0.010773650370538235,-0.01946035400032997,0.3641689419746399,2.8398308753967285,17.072431564331055,0.0019753086380660534,-0.0080467090010643,0.030539242550730705,0.6033024787902832,0.10379886627197266,139023.0,0.5265495181083679,1001.0,989.8400268554688,29.080272674560547,31.74361228942871
43,-2.0384297370910645,-0.22829744219779968,0.4796522557735443,-0.22703921794891357,-0.00012129541573813185,-0.006769136525690556,-0.04670819640159607,0.06146618723869324,0.35811036825180054,-0.09238266944885254,-0.012243371456861496,-0.009513058699667454,-0.0005491423653438687,-0.010678471997380257,-0.019478388130664825,0.3648361563682556,2.8488831520080566,17.083175659179688,0.00296296295709908,-0.008846632204949856,0.02827133797109127,0.6049516201019287,0.10469746589660645,138524.0,0.5267166495323181,1001.0,989.239990234375,29.459211349487305,31.46702003479004
44,-2.0239601135253906,-0.2279515564441681,0.4759896695613861,-0.22959232330322266,-0.00012480930308811367,-0.006788709666579962,-0.04664979502558708,0.06100144982337952,0.35796651244163513,-0.0909576416015625,-0.012299209833145142,-0.009473857469856739,-0.000553636928088963,-0.011238276027143002,-0.019495537504553795,0.3612447679042816,2.825523853302002,17.11241912841797,0.00296296295709908,-0.0070008039474487305,0.027011951431632042,0.5987131595611572,0.0965414047241211,141392.0,0.5268351435661316,992.2100219726562,990.3400268554688,29.18235969543457,33.03575897216797
45,-2.091600179672241,-0.23574762046337128,0.49081334471702576,-0.23448985815048218,-0.00013127975398674607,-0.007154799532145262,-0.04842666909098625,0.06295137107372284,0.3664843440055847,-0.0945209264755249,-0.012699251994490623,-0.009778602980077267,-0.0005839524674229324,-0.011815636418759823,-0.020202910527586937,0.3706621527671814,2.9719951152801514,17.11566925048828,0.00296296295709908,-0.006826426833868027,0.029940087348222733,0.6046173572540283,0.09751129150390625,140008.0,0.5272466540336609,985.760009765625,979.3099975585938,29.612571716308594,32.8212776184082
46,-2.127103567123413,-0.2409152388572693,0.4995182752609253,-0.24003824591636658,-0.00013512808072846383,-0.00729534775018692,-0.049541231244802475,0.06411795318126678,0.37473368644714355,-0.0957113727927208,-0.01292445044964552,-0.009976537898182869,-0.0005913146305829287,-0.011685783974826336,-0.02066008746623993,0.3821065425872803,3.012561321258545,17.109390258789062,0.00296296295709908,-0.007443488575518131,0.02614264003932476,0.6017482280731201,0.09754228591918945,140576.0,0.5269604325294495,996.72998046875,983.2999877929688,30.57647705078125,33.4245719909668
47,-2.090165615081787,-0.23748688399791718,0.48929810523986816,-0.23571573197841644,-0.0001436393358744681,-0.007241333834826946,-0.04896775633096695,0.06309734284877777,0.3683541715145111,-0.09339550137519836,-0.012847955338656902,-0.009815003722906113,-0.0005937677342444658,-0.013170631602406502,-0.020403781905770302,0.3744809627532959,2.9384727478027344,17.119239807128906,0.00296296295709908,-0.0073974658735096455,0.029397450387477875,0.6067996025085449,0.10407018661499023,138286.0,0.5271405577659607,978.6799926757812,994.4400024414062,28.922815322875977,33.98088455200195
48,-2.0895471572875977,-0.23854129016399384,0.4905046224594116,-0.23429220914840698,-0.00013725472672376782,-0.0071855164133012295,-0.04875720292329788,0.06314760446548462,0.3721691966056824,-0.09281834214925766,-0.012907023541629314,-0.009852347895503044,-0.000575603567995131,-0.013080043718218803,-0.02041708305478096,0.37397682666778564,2.979356288909912,17.114776611328125,0.00296296295709908,-0.007606274448335171,0.02812829427421093,0.6068389415740967,0.09597539901733398,139871.0,0.5271093249320984,986.4400024414062,967.469970703125,30.567346572875977,33.22532272338867
