step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_knee_flexion,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
888,-0.6282657384872437,-0.01079365611076355,-0.011666121892631054,0.5005067586898804,-0.0680123120546341,-2.4562001271988265e-05,-0.012266579084098339,-0.004985797684639692,-0.01236056536436081,-0.4822311997413635,0.005753444042056799,1.2426502704620361,-0.07419024407863617,0.614737868309021,-0.02943815104663372,-0.05495300889015198,-0.023503556847572327,-0.0013427197700366378,1.6010921001434326,-0.01373637467622757,-0.00024185286019928753,-0.012933162972331047,-0.03956912085413933,-0.05296027287840843,0.8009177446365356,3.738980770111084,-21.582195281982422,0.00017341530474368483,-0.0035665659233927727,0.01787516288459301,0.620093822479248,0.10375165939331055,135807.0,0.0932086631655693,1001.0,1001.0,139.2237091064453,137.0692596435547
889,-0.602159857749939,-0.010361935943365097,-0.01117708720266819,0.4796522557735443,-0.06573101133108139,-2.33052451221738e-05,-0.0116733368486166,-0.004760331474244595,-0.01191892009228468,-0.44862985610961914,0.005594277288764715,1.195595383644104,-0.07204481214284897,0.5892670154571533,-0.028171777725219727,-0.051550060510635376,-0.022734224796295166,-0.0012866770848631859,1.5331438779830933,-0.012804700993001461,-0.00022945099044591188,-0.012476852163672447,-0.038001906126737595,-0.0508219413459301,0.7706241011619568,3.5856664180755615,-21.549467086791992,0.0002601229352876544,-0.0015381122939288616,0.019977541640400887,0.6220479011535645,0.10377645492553711,135437.0,0.0932149738073349,1001.0,1001.0,139.94366455078125,136.96315002441406
890,-0.6059686541557312,-0.010427920147776604,-0.011191303841769695,0.4796522557735443,-0.06638395041227341,-2.279088948853314e-05,-0.012259888462722301,-0.004882453940808773,-0.012074965052306652,-0.47074806690216064,0.005239150952547789,1.188073754310608,-0.07185401022434235,0.5912148952484131,-0.027630668133497238,-0.054262589663267136,-0.022877730429172516,-0.0013243210269138217,1.5343893766403198,-0.01119296532124281,-0.00023252963728737086,-0.012119775637984276,-0.038037724792957306,-0.055339932441711426,0.7655351161956787,3.5701351165771484,-21.567729949951172,0.00017341530474368483,-0.0021891279611736536,0.021214233711361885,0.6163086891174316,0.1041555404663086,136445.0,0.09322378039360046,1001.0,1001.0,138.9823760986328,137.30809020996094
891,-0.6286326050758362,-0.010794108733534813,-0.011623400263488293,0.5005067586898804,-0.06741725653409958,-2.3831378712202422e-05,-0.012334609404206276,-0.00499875470995903,-0.012430524453520775,-0.4849716126918793,0.0056335958652198315,1.240560531616211,-0.07378455996513367,0.6148102283477783,-0.029418043792247772,-0.0493268221616745,-0.023853158578276634,-0.0013508000411093235,1.6012046337127686,-0.01320192962884903,-0.00024080972070805728,-0.012645061127841473,-0.039744917303323746,-0.05262298509478569,0.8017631769180298,3.7274389266967773,-21.561412811279297,0.0002601229352876544,-0.0023186260368674994,0.021175924688577652,0.623875617980957,0.10390305519104004,135074.0,0.09320669621229172,1001.0,994.2999877929688,139.329345703125,136.03500366210938
892,-0.6295508146286011,-0.010806713253259659,-0.011625438928604126,0.5005067586898804,-0.06710119545459747,-2.428605148452334e-05,-0.012050359509885311,-0.0049108113162219524,-0.0124664893373847,-0.4726611375808716,0.0057517169043421745,1.2437562942504883,-0.07237231731414795,0.61434006690979,-0.02954869717359543,-0.05661898851394653,-0.02332863211631775,-0.0013263620203360915,1.600865125656128,-0.012445971369743347,-0.0002472235355526209,-0.012538853101432323,-0.039677128195762634,-0.049626849591732025,0.803886353969574,3.737025022506714,-21.579071044921875,0.0002601229352876544,-0.0020538922399282455,0.020876912400126457,0.6242260932922363,0.10508298873901367,134790.0,0.09318797290325165,1001.0,1001.0,139.62954711914062,137.16680908203125
893,-0.6036906242370605,-0.010360756888985634,-0.011156457476317883,0.47872304916381836,-0.06468343734741211,-2.3139777113101445e-05,-0.011908961459994316,-0.004733072593808174,-0.011956836096942425,-0.4545458257198334,0.005451079457998276,1.189850091934204,-0.06943162530660629,0.5862665176391602,-0.028633644804358482,-0.05017679184675217,-0.022581515833735466,-0.0012782984413206577,1.5287408828735352,-0.013255755417048931,-0.00023541698465123773,-0.012046153657138348,-0.037996288388967514,-0.0496872179210186,0.7679777145385742,3.572629928588867,-21.51283073425293,0.0002601229352876544,-0.0010355114936828613,0.030418621376156807,0.6243808269500732,0.10402488708496094,134957.0,0.09349878132343292,998.77001953125,1001.0,139.1536407470703,137.09042358398438
894,-0.6298202276229858,-0.01082499511539936,-0.011632136069238186,0.5005067586898804,-0.06949029862880707,-2.4501885491190478e-05,-0.01218324899673462,-0.005028912331908941,-0.012480336241424084,-0.47980326414108276,0.0058640381321311,1.2461577653884888,-0.0754157304763794,0.6174575686454773,-0.028682641685009003,-0.055800508707761765,-0.02332744002342224,-0.0013596361968666315,1.601901888847351,-0.012035034596920013,-0.00024194589059334248,-0.01296878233551979,-0.03966334089636803,-0.05579356849193573,0.8022667765617371,3.7461180686950684,-21.538448333740234,0.0002601229352876544,-0.001740798237733543,0.01809242181479931,0.6263926029205322,0.10417628288269043,134558.0,0.09327862411737442,1001.0,1001.0,139.45021057128906,137.1768798828125
895,-0.6077215075492859,-0.010472274385392666,-0.011182745918631554,0.4796522557735443,-0.06867334246635437,-2.32223446801072e-05,-0.012589864432811737,-0.00482349656522274,-0.012235915288329124,-0.46538281440734863,0.005321321077644825,1.1939305067062378,-0.07232121378183365,0.5876940488815308,-0.028608720749616623,-0.051319580525159836,-0.022915493696928024,-0.0013105723774060607,1.534486174583435,-0.013011480681598186,-0.0002417519426671788,-0.013242415152490139,-0.038193028420209885,-0.05322413146495819,0.767775297164917,3.566645622253418,-21.514448165893555,0.0002601229352876544,-0.0027994445990771055,0.018983131274580956,0.6182935237884521,0.10438776016235352,136026.0,0.09344121813774109,1001.0,1001.0,139.15968322753906,136.85411071777344
896,-0.6303882002830505,-0.010817734524607658,-0.011640643700957298,0.5005067586898804,-0.06826355308294296,-2.4123317416524515e-05,-0.01218937337398529,-0.0049445792101323605,-0.01247366052120924,-0.4754343032836914,0.005523729138076305,1.2458622455596924,-0.07366955280303955,0.6144949197769165,-0.029505636543035507,-0.05120188742876053,-0.023368582129478455,-0.0013354809489101171,1.600324034690857,-0.012408982031047344,-0.0002452197950333357,-0.012938152067363262,-0.03971904143691063,-0.05071797966957092,0.8030616641044617,3.7433362007141113,-21.528209686279297,0.00017341530474368483,-0.0020919288508594036,0.018919648602604866,0.6232130527496338,0.10361933708190918,135249.0,0.09333474934101105,1001.0,1001.0,139.5922088623047,136.98944091796875
897,-0.6336778402328491,-0.01089617982506752,-0.011642567813396454,0.5005067586898804,-0.07062661647796631,-2.455385765642859e-05,-0.013095936737954617,-0.005037735681980848,-0.012725099921226501,-0.48735129833221436,0.005777020938694477,1.2456474304199219,-0.07744258642196655,0.6142653226852417,-0.029569435864686966,-0.05581849068403244,-0.02419564686715603,-0.001368106808513403,1.6005537509918213,-0.014238129369914532,-0.0002500454429537058,-0.014202828519046307,-0.040000684559345245,-0.05791144818067551,0.8002678751945496,3.727478504180908,-21.523393630981445,0.0002601229352876544,-0.0013539569918066263,0.018482396379113197,0.6231279373168945,0.10379528999328613,135232.0,0.09341789036989212,1001.0,1001.0,138.84925842285156,137.04562377929688
898,-0.6283185482025146,-0.010785448364913464,-0.011646319180727005,0.5005067586898804,-0.06774841248989105,-2.3472148313885555e-05,-0.012275486253201962,-0.004994377493858337,-0.012371793389320374,-0.4783511757850647,0.005756850820034742,1.2429540157318115,-0.07316982746124268,0.6159874200820923,-0.029091035947203636,-0.04777180776000023,-0.02363598346710205,-0.0013473634608089924,1.5997979640960693,-0.016037769615650177,-0.00024112279061228037,-0.013545474037528038,-0.039862148463726044,-0.05445557087659836,0.8023803234100342,3.739969253540039,-21.531339645385742,0.0002601229352876544,-0.002589429495856166,0.020745141431689262,0.6277480125427246,0.10408711433410645,134325.0,0.09335825592279434,1001.0,1001.0,139.57901000976562,137.06593322753906
899,-0.6305212378501892,-0.01082800142467022,-0.011625193059444427,0.5005067586898804,-0.06834239512681961,-2.3698201403021812e-05,-0.012415608391165733,-0.004987276624888182,-0.012527946382761002,-0.4678921699523926,0.005956923123449087,1.2466151714324951,-0.07389028370380402,0.6158995032310486,-0.0291154645383358,-0.04748784005641937,-0.023900598287582397,-0.0013490503188222647,1.6001853942871094,-0.014309330843389034,-0.0002466803416609764,-0.013158900663256645,-0.03992451727390289,-0.0532367080450058,0.8045589923858643,3.734027624130249,-21.522552490234375,0.00017341530474368483,-0.0008627721108496189,0.017906377092003822,0.6250295639038086,0.10374236106872559,134889.0,0.09333294630050659,1001.0,1001.0,139.7263641357422,136.54095458984375
900,-0.6311407089233398,-0.010864670388400555,-0.011630474589765072,0.5005067586898804,-0.06808669865131378,-2.4536424461985007e-05,-0.013138189911842346,-0.004997498821467161,-0.012629578821361065,-0.47635793685913086,0.005614263471215963,1.2476978302001953,-0.07557738572359085,0.6152378916740417,-0.029299255460500717,-0.04942021891474724,-0.02352900058031082,-0.001356187043711543,1.5993232727050781,-0.011704104952514172,-0.0002480633556842804,-0.012480311095714569,-0.0399334579706192,-0.052275400608778,0.8035906553268433,3.7328739166259766,-21.543651580810547,0.00011561020073713735,-0.001975921681150794,0.018574029207229614,0.6231937408447266,0.103668212890625,135244.0,0.09338422864675522,1001.0,1001.0,139.59103393554688,136.9623260498047
901,-0.6254653930664062,-0.010732261463999748,-0.011600120924413204,0.5005067586898804,-0.0669679045677185,-2.387252425251063e-05,-0.011747756972908974,-0.0049574002623558044,-0.012269596569240093,-0.46309205889701843,0.005829160567373037,1.2459006309509277,-0.07268892228603363,0.6176766157150269,-0.02862180396914482,-0.04608526825904846,-0.02290203981101513,-0.001336339395493269,1.6007168292999268,-0.014135862700641155,-0.00024464429588988423,-0.013112777844071388,-0.03977439925074577,-0.0531606525182724,0.8060283660888672,3.7445101737976074,-21.517982482910156,0.00017341530474368483,-0.0015379980904981494,0.019242342561483383,0.6263141632080078,0.10605669021606445,134227.0,0.09346722066402435,1001.0,1001.0,140.29302978515625,137.09510803222656
902,-0.6024948358535767,-0.010339383035898209,-0.011141747236251831,0.4796522557735443,-0.06692613661289215,-2.22773669520393e-05,-0.011877010576426983,-0.004776232410222292,-0.011907215230166912,-0.45809826254844666,0.005486087873578072,1.1896263360977173,-0.06816913932561874,0.5876291990280151,-0.028626766055822372,-0.04735291749238968,-0.022180577740073204,-0.0012891474179923534,1.532304286956787,-0.013383259996771812,-0.0002331893629161641,-0.012577022425830364,-0.03824347257614136,-0.05232392996549606,0.7690069079399109,3.579981803894043,-21.516212463378906,0.00017341530474368483,-0.0031031230464577675,0.019276075065135956,0.620086669921875,0.10486364364624023,135601.0,0.0933833122253418,1001.0,998.1199951171875,139.4479217529297,136.13876342773438
903,-0.6293087005615234,-0.01080168318003416,-0.011615704745054245,0.5005067586898804,-0.06997247040271759,-2.4318855139426887e-05,-0.012180991470813751,-0.0049939583986997604,-0.012466194108128548,-0.47628054022789,0.005512234754860401,1.2456777095794678,-0.07314084470272064,0.6140252947807312,-0.02963612973690033,-0.051356490701436996,-0.023490723222494125,-0.0013490524142980576,1.601202368736267,-0.012707139365375042,-0.0002455691574141383,-0.013586780056357384,-0.039882563054561615,-0.05314948782324791,0.8025212287902832,3.732828140258789,-21.519886016845703,0.00017341530474368483,-0.0029982607811689377,0.020914144814014435,0.6197600364685059,0.10377120971679688,135866.0,0.09340156614780426,1001.0,1001.0,139.67706298828125,136.75868225097656
904,-0.6022990345954895,-0.010333132930099964,-0.011121287010610104,0.4796522557735443,-0.06691940128803253,-2.2693351638736203e-05,-0.011782589368522167,-0.00478694261983037,-0.011898128315806389,-0.4569554030895233,0.0053170425817370415,1.1954137086868286,-0.0699262022972107,0.5901616811752319,-0.027923282235860825,-0.05208268761634827,-0.022466212511062622,-0.0012933391844853759,1.533820390701294,-0.012460517697036266,-0.00023012513702269644,-0.013308919034898281,-0.03821193426847458,-0.051162272691726685,0.7700643539428711,3.5824077129364014,-21.53476333618164,0.00017341530474368483,-0.0034223434049636126,0.020708924159407616,0.6203083992004395,0.10445952415466309,135635.0,0.0933215394616127,1001.0,995.6799926757812,139.26075744628906,136.1492462158203
905,-0.6306893229484558,-0.010868462733924389,-0.01162351667881012,0.5005067586898804,-0.07076739519834518,-2.4890880013117567e-05,-0.01267186738550663,-0.004961634986102581,-0.01266386266797781,-0.4748808741569519,0.00570567324757576,1.2493598461151123,-0.07523545622825623,0.6140567660331726,-0.029627379029989243,-0.05329146236181259,-0.02368338406085968,-0.0013479887275025249,1.6008548736572266,-0.012859594076871872,-0.0002460702962707728,-0.013591654598712921,-0.03994861990213394,-0.05239738151431084,0.8039301633834839,3.732811689376831,-21.544635772705078,0.00017341530474368483,-0.0018358678789809346,0.017901305109262466,0.628974437713623,0.10399270057678223,134117.0,0.09308471530675888,1001.0,997.489990234375,139.46632385253906,135.60626220703125
906,-0.6306403875350952,-0.010869257152080536,-0.01161066722124815,0.5005067586898804,-0.06887874752283096,-2.441315518808551e-05,-0.012615451589226723,-0.004961533937603235,-0.01268016081303358,-0.47138315439224243,0.005495116114616394,1.2507117986679077,-0.07419838011264801,0.6141632795333862,-0.02959776483476162,-0.05191950500011444,-0.023391468450427055,-0.0013487364631146193,1.6024987697601318,-0.012202940881252289,-0.00025301199639216065,-0.012835010886192322,-0.040000446140766144,-0.051715247333049774,0.8037978410720825,3.7350411415100098,-21.60867691040039,0.00017341530474368483,-0.0027153119444847107,0.021527057513594627,0.6230518817901611,0.10450053215026855,135116.0,0.09306108206510544,1001.0,1001.0,139.85855102539062,137.0506134033203
907,-0.6070043444633484,-0.010495848953723907,-0.011133462190628052,0.4796522557735443,-0.06772208213806152,-2.4529610527679324e-05,-0.012779340147972107,-0.004794450476765633,-0.012375615537166595,-0.4486967921257019,0.005263397004455328,1.2007675170898438,-0.0744275450706482,0.5893233418464661,-0.02815617248415947,-0.05364547669887543,-0.022769570350646973,-0.0013098164927214384,1.535524845123291,-0.011687492951750755,-0.0002474601787980646,-0.012047271244227886,-0.03844282031059265,-0.0509876012802124,0.7724179029464722,3.574597120285034,-21.591995239257812,0.00017341530474368483,-0.0031261418480426073,0.019455697387456894,0.6190519332885742,0.09560728073120117,137553.0,0.0931260958313942,1001.0,1001.0,139.64991760253906,137.24342346191406
908,-0.6290894150733948,-0.010799027979373932,-0.011615527793765068,0.5005067586898804,-0.07121455669403076,-2.463458622514736e-05,-0.012454619631171227,-0.004995923023670912,-0.01247350126504898,-0.4706381559371948,0.005626638885587454,1.2473200559616089,-0.07431413978338242,0.6137171983718872,-0.029721710830926895,-0.050595127046108246,-0.023609958589076996,-0.0013498147018253803,1.6005948781967163,-0.012806403450667858,-0.00024664204102009535,-0.013329915702342987,-0.040004950016736984,-0.05292096361517906,0.8066818714141846,3.737701892852783,-21.589632034301758,0.0002601229352876544,-0.0013821983011439443,0.01905238628387451,0.6210463047027588,0.09548163414001465,137194.0,0.09316190332174301,1001.0,1001.0,139.75067138671875,136.3101043701172
909,-0.6037758588790894,-0.010384967550635338,-0.011148467659950256,0.4796522557735443,-0.06647083163261414,-2.32199345191475e-05,-0.01203083898872137,-0.0047684828750789165,-0.012022128328680992,-0.4572421908378601,0.00541321886703372,1.1958636045455933,-0.07128321379423141,0.5902647972106934,-0.0278946366161108,-0.04685276746749878,-0.0224648118019104,-0.0012914087856188416,1.535684585571289,-0.012733984738588333,-0.00023803810472600162,-0.01285933330655098,-0.03838944435119629,-0.050280213356018066,0.7703719139099121,3.5809810161590576,-21.58588409423828,0.0002601229352876544,-0.0008660638122819364,0.017613906413316727,0.6168816089630127,0.09568095207214355,137958.0,0.0931478887796402,1001.0,1001.0,139.85496520996094,137.11436462402344
910,-0.629926323890686,-0.010863099247217178,-0.011591820046305656,0.5005067586898804,-0.06972168385982513,-2.443471566948574e-05,-0.012812545523047447,-0.005020136944949627,-0.012694965116679668,-0.46966981887817383,0.005652473773807287,1.2468819618225098,-0.07519879937171936,0.6166195273399353,-0.02891545556485653,-0.04765615984797478,-0.023140456527471542,-0.0013676658272743225,1.6018909215927124,-0.013119228184223175,-0.0002510632621124387,-0.013061253353953362,-0.040042173117399216,-0.05790916830301285,0.8045193552970886,3.733531951904297,-21.598928451538086,0.0002601229352876544,-0.0019529316341504455,0.019984494894742966,0.6242289543151855,0.10470414161682129,134860.0,0.09314422309398651,1001.0,1001.0,139.5428466796875,136.71742248535156
911,-0.6284998655319214,-0.01081858854740858,-0.011574218049645424,0.5005067586898804,-0.06903374195098877,-2.395717274339404e-05,-0.012565664947032928,-0.004973973147571087,-0.012580743059515953,-0.4608844518661499,0.005883650854229927,1.2454904317855835,-0.07337766140699387,0.615877628326416,-0.029121560975909233,-0.04976414144039154,-0.0231464933604002,-0.0013501744251698256,1.5999174118041992,-0.012113386765122414,-0.0002465540892444551,-0.013292668387293816,-0.040020596235990524,-0.05334156006574631,0.8073971271514893,3.738234043121338,-21.623884201049805,0.0002601229352876544,-0.003395926905795932,0.01854446344077587,0.6187293529510498,0.10417938232421875,135983.0,0.09297189116477966,1001.0,1001.0,140.02609252929688,136.45973205566406
912,-0.6324843764305115,-0.010891596786677837,-0.011620387434959412,0.5005067586898804,-0.07163813710212708,-2.4244209271273576e-05,-0.013410068117082119,-0.005038019735366106,-0.012755488976836205,-0.4748780429363251,0.00581654068082571,1.2459874153137207,-0.07525970786809921,0.6141731142997742,-0.029595062136650085,-0.05170132964849472,-0.023362107574939728,-0.001369497156701982,1.6002048254013062,-0.012841496616601944,-0.00025028851814568043,-0.013570478186011314,-0.04018399864435196,-0.05777331814169884,0.8054205775260925,3.724093437194824,-21.628355026245117,0.00011561020073713735,-0.0006837078835815191,0.01970480941236019,0.6245100498199463,0.10439324378967285,134865.0,0.09294112771749496,1001.0,1001.0,139.3468475341797,136.3414306640625
913,-0.6303720474243164,-0.010876284912228584,-0.011591017246246338,0.5005067586898804,-0.07077723741531372,-2.5229484890587628e-05,-0.012774577364325523,-0.0049586221575737,-0.012745551764965057,-0.45763349533081055,0.005613401532173157,1.2524546384811401,-0.07602895796298981,0.6147322654724121,-0.02943974733352661,-0.04898332804441452,-0.023041918873786926,-0.001349159050732851,1.6011438369750977,-0.013122632168233395,-0.0002577757986728102,-0.012972503900527954,-0.04012515768408775,-0.053803592920303345,0.8077165484428406,3.740781307220459,-21.62457275390625,0.00011561020073713735,-0.001416057231836021,0.019562140107154846,0.6208345890045166,0.10409092903137207,135605.0,0.09309854358434677,1001.0,1001.0,140.19058227539062,136.77342224121094
914,-0.6293235421180725,-0.010854490101337433,-0.011590197682380676,0.5005067586898804,-0.06914210319519043,-2.4439341359538957e-05,-0.012848756276071072,-0.0049491822719573975,-0.012686870992183685,-0.458366334438324,0.005757014267146587,1.2490296363830566,-0.07502850890159607,0.6155166029930115,-0.029221853241324425,-0.049960341304540634,-0.02268558368086815,-0.001347176730632782,1.6012935638427734,-0.012227116152644157,-0.00025235945940949023,-0.013377862051129341,-0.04017585888504982,-0.05339749902486801,0.8070385456085205,3.7458548545837402,-21.59835433959961,0.00017341530474368483,-0.0027719377540051937,0.0207737535238266,0.6185441017150879,0.1041569709777832,136023.0,0.09315577894449234,1001.0,1001.0,140.31954956054688,136.69110107421875
915,-0.6288566589355469,-0.010836402885615826,-0.011546148918569088,0.5005067586898804,-0.06805272400379181,-2.4841318008839153e-05,-0.01297014206647873,-0.004991545807570219,-0.01268601231276989,-0.4715609550476074,0.00587744265794754,1.2525604963302612,-0.07705765962600708,0.6181833148002625,-0.028481077402830124,-0.04973239824175835,-0.023107517510652542,-0.0013620436657220125,1.602952003479004,-0.012301734648644924,-0.0002487518358975649,-0.013147643767297268,-0.04012946039438248,-0.05539857596158981,0.8051748275756836,3.7423510551452637,-21.615215301513672,0.00017341530474368483,-0.0030420059338212013,0.019358951598405838,0.6227531433105469,0.10397529602050781,135269.0,0.09296823292970657,1001.0,1001.0,140.09417724609375,136.04747009277344
916,-0.6296613216400146,-0.010843243449926376,-0.01160607673227787,0.5005067586898804,-0.06995059549808502,-2.4313507310580462e-05,-0.012611627578735352,-0.004981922451406717,-0.012616736814379692,-0.4610740840435028,0.005533833056688309,1.2468701601028442,-0.07451492547988892,0.6151894927024841,-0.02931271120905876,-0.05427975952625275,-0.023114077746868134,-0.0013522745575755835,1.6025371551513672,-0.014772189781069756,-0.00025234048371203244,-0.013674439862370491,-0.04016526788473129,-0.05498088523745537,0.8080084323883057,3.733531951904297,-21.626310348510742,0.0002601229352876544,-0.0034357367549091578,0.021818626672029495,0.6240370273590088,0.10401248931884766,135023.0,0.0930471420288086,1001.0,1001.0,139.55955505371094,136.62518310546875
917,-0.5514706373214722,-0.009496312588453293,-0.010135199874639511,0.43794339895248413,-0.05961956828832626,-2.079604564642068e-05,-0.01132868230342865,-0.004353536292910576,-0.011087100021541119,-0.40586966276168823,0.005079347174614668,1.0913007259368896,-0.0642370730638504,0.5383645296096802,-0.025628164410591125,-0.0427999310195446,-0.019962288439273834,-0.0011843909742310643,1.4009431600570679,-0.011365710757672787,-0.00022126447584014386,-0.011359686963260174,-0.035207122564315796,-0.047332763671875,0.7055540084838867,3.2750518321990967,-21.619430541992188,0.0002601229352876544,-0.002095884643495083,0.019342130050063133,0.6141495704650879,0.10403108596801758,136879.0,0.09306764602661133,1001.0,1001.0,140.17019653320312,136.795166015625
918,-0.599970817565918,-0.010316088795661926,-0.011101710610091686,0.4796522557735443,-0.06614534556865692,-2.3076228899299167e-05,-0.011582322418689728,-0.004743659868836403,-0.011888237670063972,-0.4470512866973877,0.005449187010526657,1.1978434324264526,-0.06988475471735,0.5896493196487427,-0.028065603226423264,-0.047435373067855835,-0.02220471203327179,-0.0012825115118175745,1.5348466634750366,-0.013494647108018398,-0.00023612342192791402,-0.013291317038238049,-0.038438163697719574,-0.052831411361694336,0.7724418640136719,3.585871696472168,-21.618139266967773,0.0002601229352876544,-0.0022797423880547285,0.01989101991057396,0.6208271980285645,0.10400605201721191,135622.0,0.0931008830666542,1001.0,1001.0,140.39488220214844,135.95693969726562
919,-0.6031259894371033,-0.010405872948467731,-0.01112393569201231,0.4796522557735443,-0.06777051836252213,-2.3663878891966306e-05,-0.01243622601032257,-0.004819244146347046,-0.012139497324824333,-0.4535260796546936,0.005227248650044203,1.195460319519043,-0.07321230322122574,0.5907504558563232,-0.027759697288274765,-0.05045149475336075,-0.022154495120048523,-0.001312241773121059,1.535975694656372,-0.013693949207663536,-0.00023908645380288363,-0.01343967579305172,-0.03860200196504593,-0.05448317527770996,0.7697358131408691,3.5824599266052246,-21.615867614746094,0.00017341530474368483,-0.0004204231081530452,0.019808094948530197,0.6268417835235596,0.10357213020324707,134586.0,0.09297264367341995,1001.0,1001.0,139.62425231933594,136.61802673339844
920,-0.6021105051040649,-0.010374258272349834,-0.011138233356177807,0.4796522557735443,-0.06578780710697174,-2.3309976313612424e-05,-0.011893647722899914,-0.004750122781842947,-0.012031881138682365,-0.439889520406723,0.005582141689956188,1.1959147453308105,-0.07071120291948318,0.5895563364028931,-0.02809145674109459,-0.04795433208346367,-0.0215148888528347,-0.0012874309904873371,1.5349223613739014,-0.014028184115886688,-0.00023959140526130795,-0.012651549652218819,-0.03847426176071167,-0.051943063735961914,0.77421635389328,3.591935873031616,-21.649879455566406,0.00017341530474368483,-0.002834984101355076,0.019420964643359184,0.6205148696899414,0.10416960716247559,135650.0,0.09295327961444855,1001.0,1001.0,139.83407592773438,136.30682373046875
921,-0.6269369125366211,-0.010778154246509075,-0.011586952023208141,0.5005067586898804,-0.06952904909849167,-2.4076009140117094e-05,-0.012474513612687588,-0.004991116933524609,-0.01245059072971344,-0.47126537561416626,0.005403919145464897,1.2472455501556396,-0.0740380510687828,0.6149968504905701,-0.029366228729486465,-0.05038776621222496,-0.023087788373231888,-0.0013492254074662924,1.6015822887420654,-0.012642051093280315,-0.0002455798094160855,-0.013771637342870235,-0.0402337983250618,-0.055625706911087036,0.8058247566223145,3.735452175140381,-21.649097442626953,0.00017341530474368483,-0.003035426838323474,0.016940969973802567,0.6236662864685059,0.1040804386138916,135079.0,0.09288498759269714,1001.0,1001.0,139.83126831054688,136.57569885253906
922,-0.627277672290802,-0.01082555204629898,-0.0115962540730834,0.5005067586898804,-0.06894823908805847,-2.4198874598369002e-05,-0.012812327593564987,-0.005001290701329708,-0.012580223381519318,-0.46889764070510864,0.005817200522869825,1.248584270477295,-0.0747896358370781,0.6168467402458191,-0.02885235846042633,-0.04937697947025299,-0.022805150598287582,-0.0013588996371254325,1.6023869514465332,-0.011989335529506207,-0.0002514891675673425,-0.012890012934803963,-0.04036049544811249,-0.05578354001045227,0.8054602146148682,3.7440123558044434,-21.646194458007812,0.0002601229352876544,-0.0012986137298867106,0.01908096857368946,0.620570182800293,0.10383081436157227,135703.0,0.0929504930973053,1001.0,1001.0,140.016357421875,136.1059112548828
923,-0.629856526851654,-0.010886043310165405,-0.011615614406764507,0.5005067586898804,-0.06958729028701782,-2.5167217245325446e-05,-0.012974212877452374,-0.004988656844943762,-0.012733962386846542,-0.4712643623352051,0.005718500819057226,1.2511709928512573,-0.07762417197227478,0.6163564920425415,-0.028988569974899292,-0.05268499255180359,-0.022837534546852112,-0.0013597881188616157,1.6027326583862305,-0.012828478589653969,-0.00025233658379875124,-0.013218062929809093,-0.04033523425459862,-0.05469697713851929,0.8049678802490234,3.742593288421631,-21.64914894104004,0.00017341530474368483,-0.001022820477373898,0.020336871966719627,0.6199448108673096,0.10373163223266602,135839.0,0.09298507869243622,1001.0,1001.0,139.85450744628906,136.2211456298828
924,-0.628693699836731,-0.010821579024195671,-0.01164514385163784,0.5005067586898804,-0.0701594427227974,-2.4793696866254322e-05,-0.012577155604958534,-0.0050153061747550964,-0.012483278289437294,-0.4692542552947998,0.005625545978546143,1.2477025985717773,-0.0752045065164566,0.6164013147354126,-0.028976095840334892,-0.048311978578567505,-0.022740811109542847,-0.0013561740051954985,1.6017640829086304,-0.014515705406665802,-0.0002466128207743168,-0.013380596414208412,-0.04025989770889282,-0.055877696722745895,0.8053597211837769,3.7434024810791016,-21.6373348236084,0.0002601229352876544,-0.002697902964428067,0.018761474639177322,0.620391845703125,0.10407733917236328,135691.0,0.09298336505889893,1001.0,1001.0,139.90267944335938,136.11972045898438
925,-0.6267053484916687,-0.010799508541822433,-0.011619831435382366,0.5005067586898804,-0.069093257188797,-2.450951978971716e-05,-0.012262391857802868,-0.004974007606506348,-0.012464366853237152,-0.46959540247917175,0.005819745361804962,1.2439836263656616,-0.07275962829589844,0.6149894595146179,-0.029368288815021515,-0.05218704044818878,-0.02275775372982025,-0.001345374621450901,1.6003339290618896,-0.012065086513757706,-0.0002479078830219805,-0.012716061435639858,-0.040206171572208405,-0.05472984537482262,0.8057820200920105,3.736441135406494,-21.637863159179688,0.0002601229352876544,-0.001272614928893745,0.01855475641787052,0.622063159942627,0.10444188117980957,135310.0,0.09298154711723328,1001.0,1001.0,140.2069091796875,135.98965454101562
