step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
206,-0.16093896329402924,-0.019608695060014725,-0.029368329793214798,0.01745333895087242,-0.0305531844496727,-2.2997897758614272e-05,-0.00033095869002863765,-0.013003597036004066,-0.0024319870863109827,-0.5839349627494812,0.0031197452917695045,-0.005337861366569996,0.012370025739073753,-0.003545218612998724,-0.004840001463890076,-0.0004385595675557852,-0.000529270269908011,-6.111399852670729e-05,-0.02269924059510231,-0.0014547578757628798,-0.461669921875,0.015476375818252563,0.08292488008737564,23.809844970703125,0.0019753086380660534,-0.008077237755060196,35.4166259765625,0.7181575298309326,0.10458111763000488,119483.0,0.7289485335350037,34.470001220703125,17.030000686645508,-23.840017318725586,-11.69697093963623
207,-0.15773974359035492,-0.01946660503745079,-0.02917259745299816,0.017095712944865227,-0.030581112951040268,-2.1896606995142065e-05,-0.0003219389182049781,-0.012805953621864319,-0.002380063757300377,-0.5638953447341919,0.0030984911136329174,-0.005330304615199566,0.012055343016982079,-0.0034895800054073334,-0.004712394438683987,-0.0004297020786907524,-0.0005196603015065193,-6.077429134165868e-05,-0.022540753707289696,-0.0014211535453796387,-0.4527147710323334,0.015297534875571728,0.08100919425487518,23.842775344848633,0.0019753086380660534,-0.008741488680243492,33.331520080566406,0.7171518802642822,0.1051781177520752,119543.0,0.7301657795906067,33.779998779296875,16.520000457763672,-23.289283752441406,-11.132319450378418
208,-0.15539076924324036,-0.01907462254166603,-0.028549209237098694,0.01683989353477955,-0.030677448958158493,-2.1044505047029816e-05,-0.00031962382490746677,-0.012620373629033566,-0.0023593560326844454,-0.5334912538528442,0.003015199676156044,-0.00519525958225131,0.011984448879957199,-0.0034069446846842766,-0.00457396823912859,-0.00042285118252038956,-0.0005006007268093526,-6.0916347138118e-05,-0.02213915064930916,-0.0014002646785229445,-0.44525858759880066,0.015279433690011501,0.07956334948539734,23.878582000732422,0.0019753086380660534,-0.008334971964359283,31.888973236083984,0.7116284370422363,0.1045076847076416,120450.0,0.7312330007553101,33.0,16.579999923706055,-21.98209571838379,-11.17033863067627
209,-0.1503443419933319,-0.018432946875691414,-0.02753361687064171,0.01630702242255211,-0.030888071283698082,-2.0829244022024795e-05,-0.0003096518630627543,-0.01226797979325056,-0.0023081095423549414,-0.525115966796875,0.002951615257188678,-0.005145810078829527,0.011646062135696411,-0.003287792904302478,-0.004509005695581436,-0.0004094048053957522,-0.00047810349497012794,-6.0168800700921565e-05,-0.0219285748898983,-0.0013628320302814245,-0.43108701705932617,0.014753974042832851,0.07575921714305878,23.912336349487305,0.0019753086380660534,-0.009124139323830605,32.16950607299805,0.7102377414703369,0.10391402244567871,120744.0,0.7325705289840698,32.060001373291016,16.1299991607666,-21.410219192504883,-11.200404167175293
210,-0.1458752155303955,-0.017979517579078674,-0.026844244450330734,0.015820622444152832,-0.03064560890197754,-1.9500690541462973e-05,-0.0003039527218788862,-0.011933229863643646,-0.0022451570257544518,-0.4928147792816162,0.002905429108068347,-0.005070480052381754,0.01128778513520956,-0.0031927539967000484,-0.004407733213156462,-0.00039720581844449043,-0.0004419592150952667,-6.021032459102571e-05,-0.021719790995121002,-0.0013197551015764475,-0.4185294806957245,0.014471426606178284,0.07260903716087341,23.95823860168457,0.001316872425377369,-0.007861562073230743,30.803937911987305,0.7093479633331299,0.10486006736755371,120735.0,0.7345132827758789,31.1299991607666,15.779999732971191,-21.172544479370117,-10.540337562561035
211,-0.14359374344348907,-0.017924314364790916,-0.026769593358039856,0.015582680702209473,-0.03094562143087387,-1.978571162908338e-05,-0.0003005183534696698,-0.011883655562996864,-0.002228471450507641,-0.49779343605041504,0.0028575945179909468,-0.005054375156760216,0.011095928028225899,-0.003150870790705085,-0.004379725083708763,-0.0003919668379239738,-0.00045977727859281003,-6.04325468884781e-05,-0.021534975618124008,-0.0013101999647915363,-0.41324591636657715,0.014157474040985107,0.0710667297244072,24.011110305786133,0.0019753086380660534,-0.009090051054954529,29.124670028686523,0.7110371589660645,0.10387611389160156,120631.0,0.7361340522766113,29.790000915527344,16.110000610351562,-19.59563446044922,-11.062419891357422
212,-0.13922815024852753,-0.01748848520219326,-0.026144515722990036,0.015103485435247421,-0.030989058315753937,-1.8822092897607945e-05,-0.0002901454863604158,-0.01158350519835949,-0.0021710097789764404,-0.4669923186302185,0.0028001763857901096,-0.004928219597786665,0.01086676400154829,-0.0030228495597839355,-0.004231918603181839,-0.00038036564365029335,-0.00042478027171455324,-6.034370744600892e-05,-0.02115570567548275,-0.0012690592557191849,-0.4013957381248474,0.013943111523985863,0.06863249838352203,24.052473068237305,0.001316872425377369,-0.006236412096768618,28.480531692504883,0.7361047267913818,0.1045827865600586,116932.0,0.7376810908317566,29.010000228881836,15.6899995803833,-19.087034225463867,-10.829078674316406
213,-0.13702714443206787,-0.017071792855858803,-0.02543758414685726,0.014860957860946655,-0.03135775774717331,-1.8753464246401563e-05,-0.00029032095335423946,-0.011427018791437149,-0.002161826938390732,-0.45493727922439575,0.002749334555119276,-0.004950368776917458,0.010639213025569916,-0.0029890472069382668,-0.004205747507512569,-0.00037370919017121196,-0.0003972878330387175,-5.9440277254907414e-05,-0.020829975605010986,-0.0012543471530079842,-0.39412474632263184,0.013814962469041348,0.06672123074531555,24.080116271972656,0.0019753086380660534,-0.005836098454892635,28.06970977783203,0.7423105239868164,0.10503196716308594,116014.0,0.7385517358779907,28.860000610351562,15.4399995803833,-19.41002655029297,-10.324060440063477
214,-0.13108396530151367,-0.016418147832155228,-0.02438897266983986,0.014240195974707603,-0.03160291910171509,-1.7884489352582023e-05,-0.00027967646019533277,-0.011003232561051846,-0.002090830123052001,-0.4551883637905121,0.002687951549887657,-0.004816513508558273,0.010198471136391163,-0.002863170113414526,-0.004107656888663769,-0.0003585725207813084,-0.0003992317651864141,-6.0268110246397555e-05,-0.020389530807733536,-0.0012074988335371017,-0.3784864842891693,0.012956681661307812,0.06374990940093994,24.10824203491211,0.0019753086380660534,-0.005588378291577101,26.018657684326172,0.734992504119873,0.10428810119628906,117128.0,0.7401891946792603,29.549999237060547,15.569999694824219,-20.726099014282227,-10.617051124572754
215,-0.13059522211551666,-0.01647973619401455,-0.024471834301948547,0.014158964157104492,-0.032147929072380066,-1.884982702904381e-05,-0.0002791295701172203,-0.011062925681471825,-0.0020960329566150904,-0.4485466480255127,0.0026404294185340405,-0.004759050905704498,0.010128731839358807,-0.0028500498738139868,-0.004122540354728699,-0.00035733473487198353,-0.00038427766412496567,-5.9791153034893796e-05,-0.02026323787868023,-0.0012145622167736292,-0.3776102066040039,0.01294568832963705,0.06345690786838531,24.14459991455078,0.0019753086380660534,-0.008469855412840843,24.3444881439209,0.7393190860748291,0.10378766059875488,116597.0,0.7411004304885864,26.940000534057617,14.989999771118164,-18.788684844970703,-10.047419548034668
216,-0.12902337312698364,-0.016340157017111778,-0.024252375587821007,0.013971248641610146,-0.03225374221801758,-1.7961840057978407e-05,-0.00027603324269875884,-0.010972023010253906,-0.002080686390399933,-0.42919644713401794,0.0025952039286494255,-0.004766644444316626,0.009926294907927513,-0.00283119548112154,-0.004065174143761396,-0.00035273144021630287,-0.00036101677687838674,-5.979966226732358e-05,-0.02002471499145031,-0.0012000941205769777,-0.3727971017360687,0.012981439009308815,0.061739444732666016,24.18940544128418,0.0019753086380660534,-0.008049902506172657,22.120498657226562,0.7357513904571533,0.10430455207824707,117020.0,0.7428411245346069,27.8799991607666,15.25,-18.975603103637695,-9.88455867767334
217,-0.12607035040855408,-0.016143798828125,-0.02396894060075283,0.013640044257044792,-0.03259781748056412,-1.8545020793681033e-05,-0.0002768264675978571,-0.010863075964152813,-0.002057877369225025,-0.4215628504753113,0.002522139810025692,-0.004649527370929718,0.009727155789732933,-0.0027540307492017746,-0.003988216631114483,-0.00034561892971396446,-0.00035972599289380014,-5.961479837424122e-05,-0.019764631986618042,-0.0011830870062112808,-0.36587852239608765,0.01267124991863966,0.05994175001978874,24.23150634765625,0.0019753086380660534,-0.007951184175908566,20.344205856323242,0.7383017539978027,0.10422158241271973,116678.0,0.7444512844085693,26.6299991607666,14.899999618530273,-18.61711883544922,-9.620307922363281
218,-0.12328122556209564,-0.015713457018136978,-0.023278702050447464,0.013354117050766945,-0.03285389393568039,-1.7462407413404435e-05,-0.000271619763225317,-0.010707488283514977,-0.0020484018605202436,-0.4316558539867401,0.002513918559998274,-0.004658904392272234,0.00951024517416954,-0.002699912991374731,-0.0039595430716872215,-0.00033840848482213914,-0.00034479645546525717,-5.9600042732199654e-05,-0.01947880908846855,-0.0011601797305047512,-0.35827016830444336,0.012135359458625317,0.05799068138003349,24.26831817626953,0.0019753086380660534,-0.008476129733026028,19.638439178466797,0.7040927410125732,0.1045386791229248,121568.0,0.7459008693695068,27.389999389648438,14.3100004196167,-19.784730911254883,-9.070143699645996
219,-0.12071600556373596,-0.015377473086118698,-0.022770237177610397,0.013097947463393211,-0.033395685255527496,-1.8656766769709066e-05,-0.0002755165915004909,-0.010555054992437363,-0.0020186484325677156,-0.40767702460289,0.00247719488106668,-0.004678118042647839,0.009304202161729336,-0.0026546786539256573,-0.003903283504769206,-0.00033194106072187424,-0.00032859330531209707,-5.9500318457139656e-05,-0.019263917580246925,-0.0011446637799963355,-0.3514580726623535,0.012082144618034363,0.05626755952835083,24.298437118530273,0.001316872425377369,-0.007954610511660576,17.974531173706055,0.7068133354187012,0.10397148132324219,121245.0,0.747177004814148,25.450000762939453,14.420000076293945,-17.496294021606445,-9.236353874206543
220,-0.11960957944393158,-0.015410665422677994,-0.02286483161151409,0.012957624159753323,-0.033805638551712036,-1.90474256669404e-05,-0.00027386267902329564,-0.010583391413092613,-0.0020288361702114344,-0.3943825662136078,0.002430085791274905,-0.004676453303545713,0.009035211056470871,-0.0026732690166682005,-0.0039188917726278305,-0.0003290088789071888,-0.0003189575800206512,-5.8564746723277494e-05,-0.019157318398356438,-0.001142219640314579,-0.34857267141342163,0.01219617947936058,0.05484917014837265,24.340251922607422,0.0008779149502515793,-0.00738955894485116,16.865352630615234,0.7057499885559082,0.1037282943725586,121441.0,0.748598039150238,27.68000030517578,14.149999618530273,-18.790271759033203,-8.785204887390137
221,-0.11812156438827515,-0.015317276120185852,-0.02269168756902218,0.012787364423274994,-0.033735744655132294,-1.8377806554781273e-05,-0.0002693131100386381,-0.01050390861928463,-0.002011001342907548,-0.3844299018383026,0.002395795425400138,-0.004533379804342985,0.008938930928707123,-0.0026319099124521017,-0.003912079147994518,-0.00032521787215955555,-0.0003308106679469347,-5.861690078745596e-05,-0.0189944077283144,-0.0011267097434028983,-0.34488028287887573,0.012059563770890236,0.0546746663749218,24.37847137451172,0.001316872425377369,-0.007727234158664942,15.637619972229004,0.7007865905761719,0.10393404960632324,122159.0,0.7503848671913147,25.040000915527344,14.0600004196167,-16.371797561645508,-9.08780288696289
222,-0.11555014550685883,-0.015139742754399776,-0.022444671019911766,0.012498658150434494,-0.0342889279127121,-1.8536284187575802e-05,-0.00026922376127913594,-0.010389590635895729,-0.00198806868866086,-0.3743683099746704,0.0023629465140402317,-0.004593272693455219,0.008805451914668083,-0.0025535046588629484,-0.0038581001572310925,-0.00031866077915765345,-0.0003174976445734501,-5.8822330174734816e-05,-0.01869639754295349,-0.0011088079772889614,-0.33843785524368286,0.011826597154140472,0.05265301093459129,24.41522979736328,0.0019753086380660534,-0.007489883806556463,15.25395393371582,0.7050027847290039,0.1036992073059082,121557.0,0.7515237331390381,24.719999313354492,13.9399995803833,-17.38019371032715,-8.785075187683105
223,-0.11403995007276535,-0.014937578700482845,-0.02210215851664543,0.012355640530586243,-0.034346289932727814,-1.837136733229272e-05,-0.0002679604513105005,-0.010304400697350502,-0.001971079735085368,-0.3726603388786316,0.0023521841503679752,-0.004525932017713785,0.008719922974705696,-0.0025200555101037025,-0.003824785351753235,-0.0003149900585412979,-0.00030547622009180486,-5.9132155001861975e-05,-0.018642988055944443,-0.0011015476193279028,-0.33440232276916504,0.011658355593681335,0.05183921754360199,24.439945220947266,0.001316872425377369,-0.008316352032124996,13.400066375732422,0.7041888236999512,0.10439205169677734,121575.0,0.7527447938919067,24.049999237060547,14.039999961853027,-16.366609573364258,-8.813780784606934
224,-0.11109326779842377,-0.01467081718146801,-0.021635210141539574,0.012030113488435745,-0.034925878047943115,-1.9056329620070755e-05,-0.0002618214348331094,-0.010188113898038864,-0.0019446881487965584,-0.3655150830745697,0.0023146106395870447,-0.004484522622078657,0.008437788113951683,-0.0024682157672941685,-0.0037757139652967453,-0.0003072965773753822,-0.0002990582142956555,-5.944632721366361e-05,-0.018263068050146103,-0.001083075301721692,-0.3266361951828003,0.011303594335913658,0.050204046070575714,24.497846603393555,0.001316872425377369,-0.007123694755136967,12.56379222869873,0.7020316123962402,0.10442018508911133,121896.0,0.7550095319747925,23.34000015258789,14.149999618530273,-15.880805969238281,-8.543408393859863
225,-0.10848814249038696,-0.014315998181700706,-0.02112620882689953,0.01175743993371725,-0.03492600843310356,-1.706675175228156e-05,-0.00025538529735058546,-0.009998740628361702,-0.001930257654748857,-0.34611770510673523,0.0022660985123366117,-0.004426662810146809,0.008368181064724922,-0.002378481440246105,-0.003720395965501666,-0.0003003520250786096,-0.0002814396866597235,-5.9814072301378474e-05,-0.017936088144779205,-0.0010556131601333618,-0.3193374574184418,0.011089506559073925,0.04828101396560669,24.549964904785156,0.0019753086380660534,-0.006923825480043888,11.953179359436035,0.692594051361084,0.10457420349121094,123316.0,0.7567660212516785,23.1299991607666,14.0,-15.880487442016602,-8.692178726196289
226,-0.10736732184886932,-0.014354005455970764,-0.021241238340735435,0.011641152203083038,-0.03533842787146568,-1.876223541330546e-05,-0.0002585322072263807,-0.01004806812852621,-0.001927204430103302,-0.3369930386543274,0.0022671925835311413,-0.004443713929504156,0.008216895163059235,-0.0023739896714687347,-0.0037319425027817488,-0.0002981264842674136,-0.0002769057755358517,-5.930031693424098e-05,-0.017879553139209747,-0.001061471295543015,-0.3172841966152191,0.011179573833942413,0.04755350202322006,24.596988677978516,0.001316872425377369,-0.006827943492680788,10.649038314819336,0.697437047958374,0.10386180877685547,122680.0,0.7584179043769836,23.84000015258789,13.65999984741211,-15.729272842407227,-8.512804985046387
227,-0.10515022277832031,-0.014064380899071693,-0.020760156214237213,0.01138082705438137,-0.03571216017007828,-1.768127185641788e-05,-0.000257867737673223,-0.009876573458313942,-0.001904506585560739,-0.32909640669822693,0.0022301103454083204,-0.004378277808427811,0.008082844316959381,-0.0023070964962244034,-0.0036639682948589325,-0.00029204448219388723,-0.00026992085622623563,-5.946833698544651e-05,-0.017509061843156815,-0.0010375792626291513,-0.3111759126186371,0.010891850106418133,0.046348631381988525,24.62042236328125,0.0019753086380660534,-0.007456925697624683,9.868663787841797,0.6946139335632324,0.1048882007598877,122956.0,0.7594496011734009,21.540000915527344,13.779999732971191,-14.6524658203125,-8.315535545349121
228,-0.10360442101955414,-0.013753173872828484,-0.02021360583603382,0.011205071583390236,-0.03590409457683563,-1.826322841225192e-05,-0.00025558192282915115,-0.009811796247959137,-0.0019014689605683088,-0.3195596933364868,0.0022233519703149796,-0.0044114249758422375,0.00790177471935749,-0.0022870912216603756,-0.0036166037898510695,-0.00028726825257763267,-0.0002558454289101064,-5.936016532359645e-05,-0.017509527504444122,-0.001030160579830408,-0.30594491958618164,0.01085682213306427,0.04556533694267273,24.64507484436035,0.001316872425377369,-0.005698924418538809,9.1915922164917,0.6924459934234619,0.10502004623413086,123270.0,0.7599606513977051,21.09000015258789,13.670000076293945,-14.229867935180664,-8.247753143310547
229,-0.10325390100479126,-0.013780748471617699,-0.020255984738469124,0.011177420616149902,-0.03602017089724541,-1.794005584088154e-05,-0.0002497988170944154,-0.00980853009968996,-0.0018914316315203905,-0.31452804803848267,0.002215641550719738,-0.004379650577902794,0.007897700183093548,-0.0022771628573536873,-0.0035880771465599537,-0.0002868490410037339,-0.000251182442298159,-5.915536530665122e-05,-0.01745419204235077,-0.0010277990950271487,-0.30571579933166504,0.01087526511400938,0.04521720111370087,24.661571502685547,0.001316872425377369,-0.008139864541590214,7.527161121368408,0.6934113502502441,0.10387635231018066,123298.0,0.7608606815338135,22.3799991607666,13.520000457763672,-15.258657455444336,-8.2594575881958
230,-0.10324744880199432,-0.013957284390926361,-0.020614758133888245,0.011153198778629303,-0.03607479855418205,-1.799556048354134e-05,-0.00025329500203952193,-0.009874335490167141,-0.0019010229734703898,-0.3132168650627136,0.0022031711414456367,-0.004311583936214447,0.00782057549804449,-0.0022888972889631987,-0.0036033603828400373,-0.0002867219736799598,-0.0002703240606933832,-5.93559343542438e-05,-0.01746000349521637,-0.001029973616823554,-0.30575376749038696,0.010860639624297619,0.04517505690455437,24.680866241455078,0.0019753086380660534,-0.008948619477450848,6.9034833908081055,0.7001368999481201,0.10488486289978027,122113.0,0.7609813809394836,21.31999969482422,13.039999961853027,-14.627020835876465,-7.651318550109863
231,-0.10242464393377304,-0.013794477097690105,-0.02027338743209839,0.011074374429881573,-0.03625793755054474,-1.81482573680114e-05,-0.00024838943500071764,-0.009861316531896591,-0.0018910052021965384,-0.31280896067619324,0.002169924322515726,-0.004307905212044716,0.007767310366034508,-0.0022721632849425077,-0.003604772500693798,-0.00028478476451709867,-0.00025646176072768867,-5.9648689784808084e-05,-0.017353346571326256,-0.0010239188559353352,-0.30367037653923035,0.010711434297263622,0.04506939649581909,24.694082260131836,0.0019753086380660534,-0.009514336474239826,6.203158378601074,0.6933181285858154,0.10390043258666992,123308.0,0.7620205879211426,22.81999969482422,13.630000114440918,-15.536783218383789,-8.238480567932129
232,-0.10046987235546112,-0.013601606711745262,-0.019949067384004593,0.010856199078261852,-0.03693731874227524,-1.8100583474733867e-05,-0.00025036040460690856,-0.009769333526492119,-0.0018763061380013824,-0.32045504450798035,0.002126921433955431,-0.0042025065049529076,0.007612106390297413,-0.0022280055563896894,-0.0035133359488099813,-0.0002796709886752069,-0.00024280286743305624,-5.9535508626140654e-05,-0.01706387847661972,-0.0010041913483291864,-0.29857999086380005,0.010350309312343597,0.04386720806360245,24.69844627380371,0.0008779149502515793,-0.007474507205188274,5.619567394256592,0.6910531520843506,0.10431027412414551,123596.0,0.7617070078849792,21.959999084472656,13.109999656677246,-15.397902488708496,-7.649211406707764
233,-0.09801539033651352,-0.013213112950325012,-0.01935826987028122,0.010619563981890678,-0.03733864054083824,-1.894597153295763e-05,-0.0002510509511921555,-0.009630631655454636,-0.0018661277135834098,-0.2953631281852722,0.0020959607791155577,-0.004214419052004814,0.007375658489763737,-0.002199031412601471,-0.0035334087442606688,-0.0002737795002758503,-0.00023223031894303858,-5.970254278508946e-05,-0.016919225454330444,-0.0009969302918761969,-0.292400062084198,0.010425761342048645,0.042226359248161316,24.675203323364258,0.0008779149502515793,-0.009237883612513542,4.6566386222839355,0.6912868022918701,0.10384488105773926,123632.0,0.7606802582740784,20.719999313354492,13.550000190734863,-13.98210334777832,-8.11375617980957
234,-0.09596511721611023,-0.012995127588510513,-0.019042417407035828,0.01039139088243246,-0.03782050311565399,-1.849203181336634e-05,-0.0002455755602568388,-0.009512309916317463,-0.0018455167300999165,-0.28144752979278564,0.0020622198935598135,-0.004146454390138388,0.007247023284435272,-0.002143494552001357,-0.003494866890832782,-0.00026809892733581364,-0.00023318734019994736,-6.0380014474503696e-05,-0.016576310619711876,-0.0009758025407791138,-0.2865065932273865,0.010347792878746986,0.041253454983234406,24.640871047973633,0.001316872425377369,-0.008927187882363796,4.541096210479736,0.6902577877044678,0.10429859161376953,123721.0,0.7606409192085266,20.649999618530273,12.84000015258789,-13.8806734085083,-7.132174968719482
235,-0.09443744271993637,-0.012792561203241348,-0.018698707222938538,0.010234665125608444,-0.03783976286649704,-1.7988848412642255e-05,-0.00024175725411623716,-0.009389707818627357,-0.0018259298522025347,-0.27646201848983765,0.0020333388820290565,-0.004110329784452915,0.007134556770324707,-0.0021120444871485233,-0.0034665996208786964,-0.0002639689191710204,-0.00023817061446607113,-6.0160797147545964e-05,-0.016420237720012665,-0.0009607597603462636,-0.2821381092071533,0.010183793492615223,0.04023859649896622,24.634489059448242,0.0019753086380660534,-0.009310008957982063,4.1670942306518555,0.683945894241333,0.10462570190429688,124660.0,0.7606753706932068,20.56999969482422,13.529999732971191,-13.714605331420898,-7.787717342376709
236,-0.09365025162696838,-0.012754799798130989,-0.018691934645175934,0.01013688649982214,-0.03795846551656723,-1.7601931176614016e-05,-0.00023990843328647316,-0.009360531345009804,-0.001820676028728485,-0.2728893756866455,0.0020048629958182573,-0.004073103424161673,0.0071098278276622295,-0.0020798025652766228,-0.003424380673095584,-0.0002619728329591453,-0.0002329266135348007,-6.069890514481813e-05,-0.016403423622250557,-0.0009496848797425628,-0.28026750683784485,0.010075518861413002,0.03994020074605942,24.634286880493164,0.001316872425377369,-0.008284877985715866,3.898813486099243,0.6951651573181152,0.10488533973693848,122872.0,0.7604652643203735,19.90999984741211,13.010000228881836,-13.195707321166992,-7.411715507507324
237,-0.09188766777515411,-0.01245764922350645,-0.018180936574935913,0.009953713044524193,-0.03891613334417343,-1.8519756849855185e-05,-0.0002444472338538617,-0.009312346577644348,-0.0018111559329554439,-0.2673740088939667,0.0019922072533518076,-0.00413796491920948,0.00691192876547575,-0.002061505103483796,-0.0034020054154098034,-0.0002574184909462929,-0.00022081709175836295,-6.019233842380345e-05,-0.016116758808493614,-0.0009365171426907182,-0.2754836082458496,0.009937169030308723,0.0388404056429863,24.613311767578125,0.001316872425377369,-0.008487355895340443,3.4474072456359863,0.6839802265167236,0.10436177253723145,124697.0,0.7600479125976562,19.739999771118164,13.180000305175781,-13.92606258392334,-7.593387603759766
238,-0.09000544250011444,-0.012162427417933941,-0.017698651179671288,0.009768657386302948,-0.03923698514699936,-1.9162309399689548e-05,-0.00023736929870210588,-0.009176140651106834,-0.0017941578989848495,-0.26654815673828125,0.001968666212633252,-0.004033692181110382,0.006710605230182409,-0.0020434055477380753,-0.003416292369365692,-0.0002525921445339918,-0.00021417746029328555,-5.993567901896313e-05,-0.01591559313237667,-0.0009262956446036696,-0.2703181505203247,0.00971792172640562,0.03793565183877945,24.596111297607422,0.001316872425377369,-0.008160860277712345,3.4265637397766113,0.6836495399475098,0.10462307929992676,124708.0,0.7596423029899597,19.540000915527344,13.289999961853027,-13.30331039428711,-7.63190221786499
239,-0.08840726315975189,-0.01190445851534605,-0.017255933955311775,0.009614097885787487,-0.0401269868016243,-2.1309544536052272e-05,-0.00023550032346975058,-0.009100683033466339,-0.001778540201485157,-0.25163429975509644,0.001970939803868532,-0.004046415910124779,0.006520388647913933,-0.002034420147538185,-0.003456388134509325,-0.00024846848100423813,-0.0002093228104058653,-5.855355993844569e-05,-0.015695517882704735,-0.0009277045610360801,-0.26597878336906433,0.00979869719594717,0.0369151309132576,24.57266616821289,0.001316872425377369,-0.007748078554868698,2.9327306747436523,0.6751654148101807,0.10423421859741211,126127.0,0.7585570812225342,20.010000228881836,12.880000114440918,-13.497526168823242,-7.303896903991699
240,-0.0866665467619896,-0.011761879548430443,-0.017032047733664513,0.009420838207006454,-0.04018062353134155,-1.9476136003504507e-05,-0.0002347911213291809,-0.009024322032928467,-0.0017587681068107486,-0.25300833582878113,0.0019022615160793066,-0.003944277297705412,0.006593446247279644,-0.0019368225475773215,-0.0033575657289475203,-0.00024407243472523987,-0.00020643658353947103,-5.997961852699518e-05,-0.015531882643699646,-0.0009031579829752445,-0.2615330219268799,0.009451737627387047,0.03606627508997917,24.52271842956543,0.001316872425377369,-0.008311409503221512,2.879767894744873,0.6821889877319336,0.10415840148925781,125013.0,0.7571243643760681,19.770000457763672,12.75,-13.830337524414062,-7.386277198791504
241,-0.08511026203632355,-0.011613729409873486,-0.01680678129196167,0.00926532968878746,-0.040674708783626556,-2.0310229956521653e-05,-0.00023390317801386118,-0.00894162617623806,-0.00172727822791785,-0.25261059403419495,0.0018815830117091537,-0.00392170250415802,0.006483252160251141,-0.0019052287098020315,-0.0033356191124767065,-0.00024042045697569847,-0.0002056678495137021,-5.974647865514271e-05,-0.015320437960326672,-0.0008946500020101666,-0.25787627696990967,0.009208770468831062,0.035483747720718384,24.493602752685547,0.001316872425377369,-0.0070042917504906654,2.7493624687194824,0.6808946132659912,0.10478615760803223,125119.0,0.7559310793876648,18.040000915527344,12.930000305175781,-12.123063087463379,-7.159591197967529
242,-0.08400681614875793,-0.011514242738485336,-0.01671484485268593,0.00913321878761053,-0.04164580628275871,-2.3087812223820947e-05,-0.00023388238332699984,-0.008891279809176922,-0.001725445268675685,-0.24455760419368744,0.0019025288056582212,-0.0040015289559960365,0.0062154075130820274,-0.001926785334944725,-0.0034115936141461134,-0.0002371703158132732,-0.00019590008014347404,-5.826129563502036e-05,-0.015145501121878624,-0.0008995108073577285,-0.2544803321361542,0.009252293035387993,0.03460477292537689,24.451229095458984,0.001316872425377369,-0.00933059211820364,2.502868890762329,0.6809036731719971,0.10467195510864258,125136.0,0.7548981308937073,17.600000381469727,12.720000267028809,-12.029742240905762,-6.986087799072266
243,-0.08198590576648712,-0.011153104715049267,-0.016125235706567764,0.008925755508244038,-0.04206591099500656,-2.23845818254631e-05,-0.000227427197387442,-0.008756740018725395,-0.0017035964410752058,-0.23575374484062195,0.0018530705710873008,-0.0038858416955918074,0.006061182823032141,-0.0018866404425352812,-0.0033582723699510098,-0.0002317631006008014,-0.00018889259081333876,-5.78860635869205e-05,-0.014903582632541656,-0.0008828409481793642,-0.24877813458442688,0.009059655480086803,0.03371565416455269,24.41621208190918,0.001316872425377369,-0.007942929863929749,2.3377676010131836,0.6776828765869141,0.10431146621704102,125709.0,0.7537365555763245,17.790000915527344,12.75,-12.05436897277832,-6.950109958648682
244,-0.08087235689163208,-0.011011260561645031,-0.015903322026133537,0.008817525580525398,-0.04258420318365097,-2.2567819542018697e-05,-0.0002253612910863012,-0.008667170070111752,-0.001688614720478654,-0.23127037286758423,0.0018214306328445673,-0.00382896326482296,0.00602981960400939,-0.0018520602025091648,-0.003329681698232889,-0.0002286629460286349,-0.00018109599477611482,-5.821873128297739e-05,-0.0147255165502429,-0.0008709426037967205,-0.24542753398418427,0.009038913063704967,0.033221568912267685,24.378829956054688,0.001316872425377369,-0.008130408823490143,2.403703451156616,0.6719117164611816,0.10445976257324219,126619.0,0.7530549168586731,17.649999618530273,12.510000228881836,-12.30432415008545,-6.64444637298584
245,-0.08031678199768066,-0.010918766260147095,-0.015755545347929,0.008756324648857117,-0.04288681596517563,-2.1971180103719234e-05,-0.00022015278227627277,-0.00863552000373602,-0.0016740483697503805,-0.22352218627929688,0.0018009627237915993,-0.0037669348530471325,0.005962650291621685,-0.0018462383886799216,-0.003299479139968753,-0.0002273216814501211,-0.0001869910047389567,-5.748725016019307e-05,-0.014634957537055016,-0.0008667265065014362,-0.244004487991333,0.009054715745151043,0.03310786187648773,24.363189697265625,0.001316872425377369,-0.007532263640314341,2.2589409351348877,0.6726951599121094,0.1045539379119873,126476.0,0.7522962093353271,18.110000610351562,12.649999618530273,-12.40680980682373,-6.735376834869385
