step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
13,-1.2882001399993896,-0.07179887592792511,-0.10782584547996521,0.1555623710155487,-0.08059411495923996,-1.5879166312515736e-05,-0.0019055427983403206,-0.0463707260787487,-0.014090446755290031,-7.277604103088379,0.019210681319236755,-0.004858781583607197,0.10672244429588318,-0.032579824328422546,-0.007303883787244558,-0.003044409677386284,-0.01198381744325161,-0.0001677781983744353,-0.0035637142136693,-0.0059584565460681915,-2.884162664413452,0.1164909154176712,0.9474753737449646,16.66126823425293,0.009999999776482582,-0.0054413145408034325,27.796470642089844,0.7486855983734131,0.1048269271850586,115175.0,0.515521764755249,323.2099914550781,251.52999877929688,-217.05218505859375,-177.36026000976562
14,-1.3853991031646729,-0.0773613452911377,-0.1161021739244461,0.16677069664001465,-0.08694042265415192,-1.6737030819058418e-05,-0.002124881837517023,-0.05010237544775009,-0.015193028375506401,-7.818185329437256,0.020524725317955017,-0.005077854730188847,0.11593248695135117,-0.03450477868318558,-0.007909838110208511,-0.0032764719799160957,-0.013382239267230034,-0.0001804012863431126,-0.003899877890944481,-0.0064150444231927395,-3.110316753387451,0.1246338039636612,1.0126146078109741,16.704452514648438,0.009999999776482582,-0.006101304665207863,27.138681411743164,0.7485880851745605,0.10481858253479004,115190.0,0.516728937625885,348.29998779296875,277.42999267578125,-236.87039184570312,-193.9357452392578
15,-1.5463426113128662,-0.08658944070339203,-0.12998995184898376,0.18624985218048096,-0.09607714414596558,-1.9066450477112085e-05,-0.0023216428235173225,-0.05599113553762436,-0.016964998096227646,-8.431612014770508,0.022981684654951096,-0.005701621528714895,0.12849554419517517,-0.03880668431520462,-0.008815704844892025,-0.0036647566594183445,-0.016744088381528854,-0.0002007925941143185,-0.0043228487484157085,-0.007184881251305342,-3.4790172576904297,0.14077527821063995,1.153414249420166,16.73918914794922,0.009999999776482582,-0.0056337094865739346,26.813955307006836,0.7270629405975342,0.10413360595703125,118268.0,0.517935574054718,372.8599853515625,298.8599853515625,-248.4268341064453,-205.18736267089844
16,-1.6473033428192139,-0.09270119667053223,-0.13941237330436707,0.19824986159801483,-0.1019517034292221,-1.9445918951532803e-05,-0.002455811481922865,-0.05967272073030472,-0.018010666593909264,-9.090235710144043,0.024490829557180405,-0.006087929010391235,0.13676953315734863,-0.04130832478404045,-0.009380387142300606,-0.0038996448274701834,-0.01556272991001606,-0.0002111075446009636,-0.004542473703622818,-0.007639752235263586,-3.699266195297241,0.15013620257377625,1.2138588428497314,16.751882553100586,0.009999999776482582,-0.005356739740818739,25.013078689575195,0.7267050743103027,0.10388588905334473,118354.0,0.5184448957443237,396.3900146484375,323.2099914550781,-265.0784912109375,-217.05218505859375
17,-1.6730177402496338,-0.09435944259166718,-0.1417096108198166,0.2015625685453415,-0.10288306325674057,-2.1065203327452764e-05,-0.0025142179802060127,-0.061039164662361145,-0.01839211769402027,-9.529717445373535,0.025001224130392075,-0.006303963717073202,0.1393287628889084,-0.04192241281270981,-0.009559675119817257,-0.003977562766522169,-0.015677858144044876,-0.00021413786453194916,-0.004668254405260086,-0.007780482992529869,-3.777888298034668,0.1502654254436493,1.2499442100524902,16.781286239624023,0.009999999776482582,-0.006180762313306332,24.657394409179688,0.7243647575378418,0.10441088676452637,118613.0,0.5193299055099487,421.4800109863281,348.29998779296875,-287.46783447265625,-236.87039184570312
18,-1.847426176071167,-0.10462906956672668,-0.1572805941104889,0.22225037217140198,-0.11362810432910919,-2.2334890672937036e-05,-0.0027331593446433544,-0.06761938333511353,-0.02035794034600258,-10.250123977661133,0.02739517018198967,-0.0069190580397844315,0.1530378758907318,-0.046389296650886536,-0.010635752230882645,-0.00439282925799489,-0.01846383512020111,-0.0002375273033976555,-0.0051544783636927605,-0.008608879521489143,-4.17466926574707,0.16724316775798798,1.3798751831054688,16.81675148010254,0.006666666828095913,-0.005515176337212324,23.070615768432617,0.7269330024719238,0.10444283485412598,118242.0,0.5205702185630798,443.92999267578125,396.3900146484375,-300.390625,-265.0784912109375
19,-1.8697847127914429,-0.10594668984413147,-0.15940406918525696,0.22445893287658691,-0.1157136783003807,-2.3988293833099306e-05,-0.0028022490441799164,-0.06832768768072128,-0.020510656759142876,-10.234516143798828,0.02778756618499756,-0.0071280039846897125,0.1550246775150299,-0.0467207133769989,-0.010737873613834381,-0.004431941546499729,-0.017364567145705223,-0.0002462842094246298,-0.005399018060415983,-0.008706066757440567,-4.211647033691406,0.1709410399198532,1.371091365814209,16.893049240112305,0.006666666828095913,-0.007539314217865467,24.029857635498047,0.7239141464233398,0.10383200645446777,118761.0,0.5219170451164246,467.1300048828125,421.4800109863281,-311.19940185546875,-287.46783447265625
20,-2.053544759750366,-0.11639118194580078,-0.17512796819210052,0.24625089764595032,-0.1270107626914978,-2.440697790007107e-05,-0.0030385167337954044,-0.07503253221511841,-0.022593190893530846,-10.70311164855957,0.030406039208173752,-0.007648840080946684,0.16923949122428894,-0.05148879811167717,-0.01181039772927761,-0.004870000761002302,-0.01770820841193199,-0.0002651838003657758,-0.005636842455714941,-0.009559283964335918,-4.631543159484863,0.19100534915924072,1.4743942022323608,16.922443389892578,0.004444444552063942,-0.00560286920517683,21.788747787475586,0.7259318828582764,0.10417461395263672,118423.0,0.5226070880889893,489.5299987792969,443.92999267578125,-320.2953796386719,-300.390625
21,-2.1547703742980957,-0.1225922554731369,-0.18455341458320618,0.2582511901855469,-0.13347667455673218,-2.6208741473965347e-05,-0.003218533005565405,-0.07913365215063095,-0.02369244210422039,-11.500463485717773,0.03189031779766083,-0.008003786206245422,0.17848996818065643,-0.05371920391917229,-0.01250932551920414,-0.005109607242047787,-0.01774001494050026,-0.00027814641362056136,-0.005964383482933044,-0.010049229487776756,-4.859938621520996,0.1981854885816574,1.5764720439910889,16.983196258544922,0.006666666828095913,-0.006526779383420944,20.56082534790039,0.7253167629241943,0.10496807098388672,118397.0,0.524264931678772,516.27001953125,467.1300048828125,-335.4764404296875,-311.19940185546875
22,-2.2623631954193115,-0.12883827090263367,-0.19382551312446594,0.27025145292282104,-0.14151929318904877,-2.8351845685392618e-05,-0.003368949517607689,-0.08337303251028061,-0.02500499039888382,-12.016745567321777,0.03338644653558731,-0.008540642447769642,0.1861652135848999,-0.056387171149253845,-0.013257525861263275,-0.0053708809427917,-0.022579936310648918,-0.0002957488177344203,-0.0064066192135214806,-0.010596184059977531,-5.111114025115967,0.20751135051250458,1.6365995407104492,17.039119720458984,0.006666666828095913,-0.006041209679096937,19.761539459228516,0.7272889614105225,0.10583281517028809,117994.0,0.5254629850387573,540.6199951171875,489.5299987792969,-349.40887451171875,-320.2953796386719
23,-2.3595361709594727,-0.1351071298122406,-0.20349332690238953,0.2822517454624176,-0.14566373825073242,-2.9452330636559054e-05,-0.003496522782370448,-0.08724600076675415,-0.026042118668556213,-12.32441234588623,0.03488551825284958,-0.009001584723591805,0.1949138045310974,-0.0587569996714592,-0.013735957443714142,-0.0056024338118731976,-0.02399918995797634,-0.00030884851003065705,-0.006635779049247503,-0.011035483330488205,-5.335182189941406,0.21947811543941498,1.7311620712280273,17.115089416503906,0.006666666828095913,-0.004271636717021465,19.444543838500977,0.721369743347168,0.10565733909606934,118864.0,0.52737957239151,564.489990234375,540.6199951171875,-364.9163818359375,-349.40887451171875
24,-2.456589460372925,-0.14108222723007202,-0.21240198612213135,0.2942520081996918,-0.1535460352897644,-3.0869974580127746e-05,-0.003582639154046774,-0.09117835760116577,-0.02722148597240448,-12.615724563598633,0.03638877719640732,-0.009432045742869377,0.20309829711914062,-0.06128351017832756,-0.014478955417871475,-0.005844606086611748,-0.023870056495070457,-0.00031501296325586736,-0.0070446450263261795,-0.01158844493329525,-5.565761089324951,0.22688612341880798,1.8095778226852417,17.164167404174805,0.006666666828095913,-0.006164273247122765,18.50136375427246,0.7229831218719482,0.10421395301818848,118839.0,0.5288986563682556,586.2000122070312,564.489990234375,-375.4666748046875,-364.9163818359375
25,-2.5643985271453857,-0.1477820724248886,-0.2226746380329132,0.30625230073928833,-0.15863315761089325,-3.177389589836821e-05,-0.003836372634395957,-0.09536701440811157,-0.028340263292193413,-13.21479606628418,0.03791006654500961,-0.009903201833367348,0.21047507226467133,-0.06403439491987228,-0.01509152352809906,-0.006091543473303318,-0.02277122065424919,-0.00033549717045389116,-0.00728109385818243,-0.012044195085763931,-5.802756309509277,0.23854398727416992,1.8678081035614014,17.241317749023438,0.006666666828095913,-0.00688093900680542,18.517316818237305,0.7212433815002441,0.1045675277709961,119039.0,0.5307361483573914,611.02001953125,586.2000122070312,-390.3904113769531,-375.4666748046875
26,-2.5518529415130615,-0.1474316567182541,-0.22196011245250702,0.30512744188308716,-0.15927979350090027,-3.159424522891641e-05,-0.0037809833884239197,-0.09508161246776581,-0.028209500014781952,-12.891756057739258,0.0378430001437664,-0.009864560328423977,0.2100648581981659,-0.06369834393262863,-0.015050123445689678,-0.006077490746974945,-0.02234795317053795,-0.00032942192046903074,-0.007360263727605343,-0.012007830664515495,-5.7940673828125,0.24105386435985565,1.8537051677703857,17.2864933013916,0.006666666828095913,-0.007127673830837011,18.369403839111328,0.723358154296875,0.10427260398864746,118777.0,0.5315651297569275,636.6799926757812,611.02001953125,-401.64434814453125,-390.3904113769531
27,-2.7740678787231445,-0.16050229966640472,-0.24191038310527802,0.33025282621383667,-0.16907909512519836,-3.48457797372248e-05,-0.004118477925658226,-0.1033700555562973,-0.030623560771346092,-14.12257194519043,0.040853891521692276,-0.010639658197760582,0.22823679447174072,-0.06870054453611374,-0.01641230657696724,-0.006581482943147421,-0.024029184132814407,-0.00036271961289457977,-0.007786177098751068,-0.013049161061644554,-6.2782721519470215,0.25843381881713867,2.023491621017456,17.36977195739746,0.006666666828095913,-0.005867454223334789,17.34443473815918,0.7480182647705078,0.10744833946228027,114912.0,0.5337536334991455,659.3400268554688,636.6799926757812,-421.30889892578125,-401.64434814453125
28,-2.7537636756896973,-0.16013091802597046,-0.24127015471458435,0.3278779685497284,-0.1704334318637848,-3.594179725041613e-05,-0.004073223099112511,-0.10340186208486557,-0.03057025372982025,-13.683966636657715,0.040708497166633606,-0.010801318101584911,0.22487865388393402,-0.06868337094783783,-0.016397226601839066,-0.006560764275491238,-0.024406572803854942,-0.0003592217981349677,-0.007931659929454327,-0.013003101572394371,-6.266929626464844,0.2577086389064789,2.024803638458252,17.408567428588867,0.006666666828095913,-0.007059211377054453,18.521427154541016,0.7435126304626465,0.10427498817443848,115953.0,0.5345064997673035,683.02001953125,683.02001953125,-431.3591003417969,-431.3591003417969
29,-2.9757258892059326,-0.17395001649856567,-0.26238176226615906,0.3542533814907074,-0.1815631091594696,-3.6226971133146435e-05,-0.004467366263270378,-0.11191819608211517,-0.032910317182540894,-14.963908195495605,0.04387872666120529,-0.011630997061729431,0.24342475831508636,-0.07408162951469421,-0.017775963991880417,-0.007092708256095648,-0.027714204043149948,-0.00037852436071261764,-0.008334963582456112,-0.01404622197151184,-6.778832912445068,0.2785772979259491,2.1612844467163086,17.45775032043457,0.006666666828095913,-0.00835033692419529,16.690582275390625,0.7445888519287109,0.10407280921936035,115834.0,0.536042332649231,709.6199951171875,709.6199951171875,-451.1145935058594,-451.1145935058594
30,-3.082850933074951,-0.17993132770061493,-0.27136242389678955,0.36625367403030396,-0.18861782550811768,-3.816506068687886e-05,-0.004553765989840031,-0.11580464243888855,-0.03415585309267044,-15.277212142944336,0.045351769775152206,-0.01202333252876997,0.2520231604576111,-0.07649318873882294,-0.018410051241517067,-0.007336825132369995,-0.028215503320097923,-0.00039772779564373195,-0.008647025562822819,-0.014537548646330833,-7.015585899353027,0.2902401089668274,2.226210117340088,17.521028518676758,0.006666666828095913,-0.006868576630949974,16.557981491088867,0.744163990020752,0.104278564453125,115864.0,0.5375906229019165,732.4199829101562,732.4199829101562,-465.2386474609375,-465.2386474609375
31,-3.0571417808532715,-0.17916297912597656,-0.27028393745422363,0.3624829649925232,-0.18801423907279968,-3.982423368142918e-05,-0.004470535553991795,-0.11551319807767868,-0.03408040106296539,-15.031990051269531,0.04499496519565582,-0.012125678360462189,0.24818384647369385,-0.07605132460594177,-0.01842837780714035,-0.00727609870955348,-0.027033573016524315,-0.0003990072291344404,-0.008754458278417587,-0.014491292648017406,-6.958585262298584,0.2890653610229492,2.211469888687134,17.54555320739746,0.006666666828095913,-0.005408028140664101,15.82466983795166,0.7433474063873291,0.1042332649230957,115981.0,0.5383085012435913,753.2000122070312,753.2000122070312,-477.37091064453125,-477.37091064453125
32,-3.288410186767578,-0.19373628497123718,-0.29231053590774536,0.3902541995048523,-0.2021990269422531,-4.215638546156697e-05,-0.004840200301259756,-0.12479043006896973,-0.036649420857429504,-15.965459823608398,0.04839788004755974,-0.013105032965540886,0.2678270936012268,-0.08170317113399506,-0.01994919404387474,-0.00785611942410469,-0.030911888927221298,-0.0004236223758198321,-0.009393671527504921,-0.015587757341563702,-7.519528865814209,0.30794596672058105,2.4028592109680176,17.62560272216797,0.004444444552063942,-0.006333240773528814,15.06967544555664,0.7430260181427002,0.10605812072753906,115776.0,0.5395846962928772,778.9299926757812,778.9299926757812,-486.3432922363281,-486.3432922363281
33,-3.3872499465942383,-0.20003637671470642,-0.30190110206604004,0.40225446224212646,-0.20896832644939423,-4.490570427151397e-05,-0.004971735179424286,-0.12877434492111206,-0.03771373629570007,-16.799108505249023,0.05002143234014511,-0.013539135456085205,0.2768748998641968,-0.08398987352848053,-0.02042629010975361,-0.008089842274785042,-0.03223419934511185,-0.0004393501440063119,-0.00982519518584013,-0.016099151223897934,-7.742946624755859,0.32016968727111816,2.4454505443573,17.670000076293945,0.006666666828095913,-0.008012160658836365,13.980232238769531,0.72507643699646,0.10550141334533691,118356.0,0.5410870909690857,804.0599975585938,804.0599975585938,-505.2135925292969,-505.2135925292969
34,-3.3448486328125,-0.19872236251831055,-0.3001239001750946,0.3972128629684448,-0.2034870684146881,-4.212764906696975e-05,-0.004897568374872208,-0.12746399641036987,-0.037179481238126755,-15.890174865722656,0.049307726323604584,-0.013328798115253448,0.2739037871360779,-0.08279850333929062,-0.02030186727643013,-0.008000073954463005,-0.03256892412900925,-0.0004289710777811706,-0.00955130159854889,-0.015907403081655502,-7.664670467376709,0.31859976053237915,2.4265713691711426,17.715648651123047,0.004444444552063942,-0.00571791548281908,13.797754287719727,0.7165634632110596,0.1043097972869873,119755.0,0.5423789620399475,829.4199829101562,853.8699951171875,-513.2550048828125,-528.9905395507812
35,-3.602576732635498,-0.21356579661369324,-0.32240918278694153,0.4262549877166748,-0.21831922233104706,-4.6103272325126454e-05,-0.005292680114507675,-0.137517511844635,-0.040160514414310455,-17.053466796875,0.05273588001728058,-0.014205791056156158,0.29474514722824097,-0.08862586319446564,-0.021761169657111168,-0.008594232611358166,-0.03228418156504631,-0.00047422503121197224,-0.010090998373925686,-0.01710292510688305,-8.234858512878418,0.343205064535141,2.6151721477508545,17.780826568603516,0.004444444552063942,-0.008039590902626514,14.681011199951172,0.7137784957885742,0.10483527183532715,120085.0,0.5437566637992859,853.8699951171875,874.8599853515625,-528.9905395507812,-531.9012451171875
36,-3.7121846675872803,-0.22110716998577118,-0.33418792486190796,0.43825528025627136,-0.2273004949092865,-4.727943451143801e-05,-0.005484671797603369,-0.14187276363372803,-0.04139301925897598,-17.02582550048828,0.05436194688081741,-0.014927573502063751,0.30090877413749695,-0.09171372652053833,-0.022731907665729523,-0.00884216371923685,-0.033678337931632996,-0.0004913085722364485,-0.010748643428087234,-0.01768370345234871,-8.472105026245117,0.3573705554008484,2.741387367248535,17.83384132385254,0.004444444552063942,-0.007162259425967932,13.242280006408691,0.7345354557037354,0.10876107215881348,116571.0,0.5447445511817932,874.8599853515625,900.469970703125,-531.9012451171875,-545.8592529296875
37,-3.8089358806610107,-0.2277129590511322,-0.3439982831478119,0.4502555727958679,-0.23719756305217743,-4.9604794185142964e-05,-0.005636976566165686,-0.1463615745306015,-0.042503997683525085,-17.36845588684082,0.05590489134192467,-0.015431040897965431,0.30925482511520386,-0.09419536590576172,-0.023386245593428612,-0.009101774543523788,-0.03570286184549332,-0.00049343187129125,-0.01119346171617508,-0.01817408949136734,-8.729548454284668,0.3698154091835022,2.7564563751220703,17.875009536743164,0.004444444552063942,-0.006331948563456535,13.13261890411377,0.7258145809173584,0.09911370277404785,119166.0,0.5464444160461426,900.469970703125,924.5800170898438,-545.8592529296875,-565.6181030273438
38,-3.910674571990967,-0.23498988151550293,-0.3552611768245697,0.4622558355331421,-0.23892152309417725,-5.141185101820156e-05,-0.005736193619668484,-0.15060770511627197,-0.043596651405096054,-17.966657638549805,0.057451874017715454,-0.015831727534532547,0.3173457086086273,-0.09674789756536484,-0.02392968162894249,-0.00935504399240017,-0.03685867041349411,-0.0005075592780485749,-0.011281147599220276,-0.018655795603990555,-8.980419158935547,0.3757767379283905,2.790032148361206,17.91280746459961,0.004444444552063942,-0.009027768857777119,12.375798225402832,0.7195377349853516,0.10280632972717285,119541.0,0.5469204187393188,924.5800170898438,972.8800048828125,-565.6181030273438,-592.8801879882812
