step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.0359253883361816,-0.056641437113285065,-0.08490641415119171,0.12624990940093994,-0.06520276516675949,-3.811177066381788e-06,-0.008031297475099564,-0.03668241202831268,-0.011279968544840813,-1.3330044746398926,-0.01520327478647232,0.23051613569259644,-0.003868793835863471,0.08746057748794556,-0.026205386966466904,-0.6772311925888062,-0.00594151159748435,-0.002446735044941306,-0.010274024680256844,-0.00013690725609194487,-0.0030105793848633766,-0.004810097627341747,-2.3086724281311035,0.08940945565700531,0.7840894460678101,16.17317008972168,0.009999999776482582,-0.006633272394537926,7.629469871520996,0.7667148113250732,0.10470986366271973,112808.0,0.5051007270812988,251.52999877929688,157.94000244140625,-86.79578399658203,-54.30857849121094
11,-1.1370844841003418,-0.062207452952861786,-0.09339210391044617,0.13824990391731262,-0.07006675004959106,-4.1907383092620876e-06,-0.008555494248867035,-0.040110208094120026,-0.012391025200486183,-1.4663833379745483,-0.01682369038462639,0.25300049781799316,-0.004234808497130871,0.09502580761909485,-0.028903929516673088,-0.6904856562614441,-0.006531901657581329,-0.0026826129760593176,-0.011761557310819626,-0.00014894914056640118,-0.003206615336239338,-0.0052787247113883495,-2.5336005687713623,0.09941542148590088,0.8516049385070801,16.209558486938477,0.009999999776482582,-0.00588960712775588,7.197873592376709,0.7646243572235107,0.1048593521118164,113060.0,0.5052922964096069,277.42999267578125,180.33999633789062,-95.51558685302734,-64.80049133300781
12,-1.235546350479126,-0.06732113659381866,-0.10112118721008301,0.1502498835325241,-0.07590626180171967,-4.416548108565621e-06,-0.009265640750527382,-0.043378397822380066,-0.013472507707774639,-1.5456538200378418,-0.018128719180822372,0.27367305755615234,-0.004447480197995901,0.10266387462615967,-0.03158222511410713,-0.8769830465316772,-0.006936827674508095,-0.0029087676666677,-0.012430901639163494,-0.00016151244926732033,-0.0033224760554730892,-0.0057284533977508545,-2.740619659423828,0.10661177337169647,0.9242646098136902,16.20606231689453,0.009999999776482582,-0.005453008692711592,6.951630115509033,0.76676344871521,0.1045677661895752,112820.0,0.505664050579071,298.8599853515625,201.9600067138672,-104.4186782836914,-69.34952545166016
13,-1.2813098430633545,-0.06991419196128845,-0.10497337579727173,0.1555623710155487,-0.08075334131717682,-4.642895873985253e-06,-0.009713320061564445,-0.04517047107219696,-0.013977749273180962,-1.5831921100616455,-0.018677284941077232,0.2836945056915283,-0.004831899888813496,0.10669555515050888,-0.032587289810180664,-0.814527690410614,-0.007334358058869839,-0.003016160801053047,-0.011969885788857937,-0.00016552674060221761,-0.0036349964793771505,-0.005941992159932852,-2.84607195854187,0.11342071741819382,0.9457654356956482,16.25238037109375,0.009999999776482582,-0.004960433579981327,6.720355987548828,0.7620697021484375,0.10423970222473145,113474.0,0.506649374961853,323.2099914550781,229.50999450683594,-110.82103729248047,-80.38459014892578
14,-1.3765592575073242,-0.07521854341030121,-0.11287188529968262,0.16677069664001465,-0.08670160174369812,-4.95149379275972e-06,-0.010499308817088604,-0.04872235655784607,-0.015062130987644196,-1.7182042598724365,-0.020184336230158806,0.30444300174713135,-0.005077897571027279,0.11557533591985703,-0.034603994339704514,-1.063383936882019,-0.007907761260867119,-0.0032448123674839735,-0.01395481824874878,-0.00017906271386891603,-0.003883539466187358,-0.006395250093191862,-3.0659384727478027,0.12162840366363525,1.0118358135223389,16.272920608520508,0.009999999776482582,-0.0052200485952198505,6.562248706817627,0.7650847434997559,0.10424327850341797,113080.0,0.5069103837013245,348.29998779296875,277.42999267578125,-122.70431518554688,-95.51558685302734
15,-1.5388730764389038,-0.08405709266662598,-0.12618696689605713,0.18624985218048096,-0.09556145966053009,-5.585570306720911e-06,-0.011399256996810436,-0.05429607629776001,-0.01678881049156189,-1.8786234855651855,-0.02211860381066799,0.34018397331237793,-0.005655219778418541,0.12856978178024292,-0.038786064833402634,-1.0936315059661865,-0.008797505870461464,-0.0036224264185875654,-0.01666313409805298,-0.00020010500156786293,-0.00431379210203886,-0.007151580415666103,-3.421741008758545,0.13608792424201965,1.1529169082641602,16.295289993286133,0.009999999776482582,-0.005111845210194588,6.302387237548828,0.7672629356384277,0.10462522506713867,112748.0,0.5076308250427246,372.8599853515625,298.8599853515625,-130.53126525878906,-104.4186782836914
16,-1.6357426643371582,-0.08978118747472763,-0.13500718772411346,0.19824986159801483,-0.10074295103549957,-5.604349553323118e-06,-0.012273820117115974,-0.05778275057673454,-0.01782594621181488,-2.0072078704833984,-0.024170203134417534,0.36121219396591187,-0.006033021956682205,0.13625836372375488,-0.041450317949056625,-1.226248025894165,-0.009355166926980019,-0.00385417602956295,-0.015200371854007244,-0.00020950821635778993,-0.004500641953200102,-0.007602598052471876,-3.6381139755249023,0.1453564167022705,1.2155742645263672,16.29220962524414,0.009999999776482582,-0.00719998124986887,6.10648250579834,0.7669789791107178,0.10490751266479492,112748.0,0.5073097944259644,396.3900146484375,323.2099914550781,-141.26429748535156,-110.82103729248047
17,-1.6603940725326538,-0.09123058617115021,-0.13699117302894592,0.2015625685453415,-0.10165953636169434,-6.1335463215073105e-06,-0.012490250170230865,-0.059002265334129333,-0.01818377524614334,-2.085371255874634,-0.024266745895147324,0.3679393231868744,-0.006273869425058365,0.13936564326286316,-0.04191216826438904,-1.2609248161315918,-0.009532298892736435,-0.003930091392248869,-0.015529817901551723,-0.00021155747526790947,-0.004681004211306572,-0.0077437288127839565,-3.711432933807373,0.14584359526634216,1.2485013008117676,16.29228973388672,0.009999999776482582,-0.0068490453995764256,5.842752456665039,0.7618534564971924,0.10456967353820801,113459.0,0.5076216459274292,421.4800109863281,348.29998779296875,-150.0863494873047,-122.70431518554688
18,-1.8351914882659912,-0.10099028050899506,-0.15177565813064575,0.22225037217140198,-0.11297675222158432,-6.561103418789571e-06,-0.013740083202719688,-0.06525222957134247,-0.020123736932873726,-2.2813382148742676,-0.02671821415424347,0.4057084321975708,-0.006856556981801987,0.15280160307884216,-0.04645492881536484,-1.4164659976959229,-0.010551932267844677,-0.004339158069342375,-0.01958942785859108,-0.00023882962705101818,-0.005175768863409758,-0.008558845147490501,-4.102923393249512,0.16139179468154907,1.3777321577072144,16.289796829223633,0.009999999776482582,-0.005790690425783396,5.155083656311035,0.7666447162628174,0.10519647598266602,112754.0,0.5076058506965637,443.92999267578125,372.8599853515625,-159.71397399902344,-130.53126525878906
19,-1.8530820608139038,-0.10208450257778168,-0.1535860002040863,0.22445893287658691,-0.1146661639213562,-6.94368554832181e-06,-0.013995847664773464,-0.06578761339187622,-0.02024174854159355,-2.2434022426605225,-0.026677433401346207,0.4109797477722168,-0.007048625033348799,0.15459871292114258,-0.04683903977274895,-1.2908318042755127,-0.0106591721996665,-0.004372906871140003,-0.018458208069205284,-0.000244180322624743,-0.005395613610744476,-0.008655233308672905,-4.131747245788574,0.1656556874513626,1.374132513999939,16.294300079345703,0.009999999776482582,-0.00653418991714716,5.283944606781006,0.7702317237854004,0.10562419891357422,112237.0,0.5077395439147949,467.1300048828125,396.3900146484375,-162.93504333496094,-141.26429748535156
20,-2.0359742641448975,-0.11186390370130539,-0.16828672587871552,0.24625089764595032,-0.12496170401573181,-7.196732440206688e-06,-0.01531163603067398,-0.0721328854560852,-0.022300509735941887,-2.366389751434326,-0.029411762952804565,0.44926774501800537,-0.007647784426808357,0.1694437861442566,-0.0514320507645607,-1.3300025463104248,-0.011712881736457348,-0.00479907589033246,-0.01792473904788494,-0.000264227157458663,-0.005695760250091553,-0.00949125736951828,-4.534240245819092,0.1850355863571167,1.4750525951385498,16.291603088378906,0.009999999776482582,-0.005598102696239948,4.924203872680664,0.772313117980957,0.10430693626403809,112139.0,0.5077986717224121,489.5299987792969,421.4800109863281,-168.4963836669922,-150.0863494873047
21,-2.1347427368164062,-0.11760171502828598,-0.17701320350170135,0.2582511901855469,-0.1321040838956833,-7.656130946998019e-06,-0.016357731074094772,-0.07580842822790146,-0.02333207242190838,-2.5682859420776367,-0.030787598341703415,0.4722000062465668,-0.007908445782959461,0.17810294032096863,-0.0538267120718956,-1.608375906944275,-0.01233846228569746,-0.005032563116401434,-0.019160881638526917,-0.00027873722137883306,-0.006044903304427862,-0.009960055351257324,-4.754648208618164,0.19077080488204956,1.5797761678695679,16.296836853027344,0.009999999776482582,-0.006064615212380886,4.676794052124023,0.7660806179046631,0.1047050952911377,112891.0,0.5080446600914001,516.27001953125,467.1300048828125,-180.28573608398438,-162.93504333496094
22,-2.2400715351104736,-0.1233178973197937,-0.1854722499847412,0.27025145292282104,-0.13971592485904694,-8.22279616841115e-06,-0.016839688643813133,-0.07974635064601898,-0.024627909064292908,-2.671884059906006,-0.03226977586746216,0.4947039484977722,-0.008461947552859783,0.1862153708934784,-0.056373246014118195,-1.8520011901855469,-0.013043626211583614,-0.0052867173217237,-0.02313103899359703,-0.0002913023345172405,-0.0063625662587583065,-0.010500028729438782,-4.994776725769043,0.2000373899936676,1.6383378505706787,16.320110321044922,0.009999999776482582,-0.0059828017838299274,4.691969394683838,0.7650818824768066,0.10487890243530273,112998.0,0.508345901966095,540.6199951171875,489.5299987792969,-191.66055297851562,-168.4963836669922
23,-2.334716320037842,-0.12898650765419006,-0.19420555233955383,0.2822517454624176,-0.14282284677028656,-8.532095307600684e-06,-0.017465481534600258,-0.08320074528455734,-0.025605380535125732,-2.7026820182800293,-0.033625468611717224,0.5170589685440063,-0.00882820412516594,0.1950264424085617,-0.05872570723295212,-1.6100162267684937,-0.013509586453437805,-0.005507699679583311,-0.024970151484012604,-0.0003052114334423095,-0.006482211407274008,-0.010922412388026714,-5.206079483032227,0.2114112377166748,1.733197569847107,16.326251983642578,0.006666666828095913,-0.005855225957930088,4.554121017456055,0.7661845684051514,0.10635519027709961,112664.0,0.5091996788978577,564.489990234375,516.27001953125,-192.81044006347656,-180.28573608398438
24,-2.4335274696350098,-0.1343996673822403,-0.20226651430130005,0.2942520081996918,-0.15069594979286194,-8.99955557542853e-06,-0.018155302852392197,-0.08671963214874268,-0.026747465133666992,-2.853219985961914,-0.034694891422986984,0.5387710928916931,-0.009243227541446686,0.20251159369945526,-0.06144648790359497,-1.7482964992523193,-0.014146177098155022,-0.005743981804698706,-0.026098651811480522,-0.00031296038650907576,-0.006939792074263096,-0.011438409797847271,-5.427815914154053,0.2180599570274353,1.809679388999939,16.373178482055664,0.009999999776482582,-0.005001626443117857,4.285200595855713,0.7693312168121338,0.10555481910705566,112362.0,0.5095294713973999,586.2000122070312,540.6199951171875,-203.7056884765625,-191.66055297851562
25,-2.5351908206939697,-0.1403302550315857,-0.2113063782453537,0.30625230073928833,-0.1557299941778183,-9.156516171060503e-06,-0.01912716031074524,-0.09049028158187866,-0.027792230248451233,-2.9660892486572266,-0.03690783306956291,0.5601183772087097,-0.009649871848523617,0.21139264106750488,-0.06377951055765152,-1.957300066947937,-0.014726236462593079,-0.00598111841827631,-0.025328386574983597,-0.00032625714084133506,-0.007227706722915173,-0.011882226914167404,-5.652408123016357,0.2281012237071991,1.8644587993621826,16.386795043945312,0.009999999776482582,-0.006256171967834234,4.271334648132324,0.7702395915985107,0.10453677177429199,112376.0,0.5102698802947998,611.02001953125,564.489990234375,-211.287353515625,-192.81044006347656
26,-2.5223264694213867,-0.13962136209011078,-0.21006521582603455,0.30512744188308716,-0.15442965924739838,-8.862618415150791e-06,-0.01899287849664688,-0.08982604742050171,-0.02756991609930992,-2.885329008102417,-0.036239564418792725,0.5569361448287964,-0.009542184881865978,0.21000707149505615,-0.0637143924832344,-1.6575517654418945,-0.014583379030227661,-0.005958687514066696,-0.023981276899576187,-0.0003242392558604479,-0.007091382052749395,-0.011813383549451828,-5.631049156188965,0.22991573810577393,1.8559317588806152,16.389781951904297,0.009999999776482582,-0.006873629987239838,4.045390605926514,0.7519888877868652,0.11050629615783691,113976.0,0.5104164481163025,636.6799926757812,586.2000122070312,-215.38365173339844,-203.7056884765625
27,-2.738284111022949,-0.15166601538658142,-0.22844700515270233,0.33025282621383667,-0.16554176807403564,-9.948201295628678e-06,-0.02036987990140915,-0.0974806547164917,-0.02991659566760063,-3.1348495483398438,-0.03937388211488724,0.6044042110443115,-0.010264668613672256,0.2284754514694214,-0.06863424181938171,-2.0824055671691895,-0.01587919518351555,-0.006446024402976036,-0.025502383708953857,-0.0003602405486162752,-0.007603784557431936,-0.01282515935599804,-6.093575954437256,0.24941790103912354,2.0296778678894043,16.425790786743164,0.009999999776482582,-0.007114161737263203,3.7809464931488037,0.7453007698059082,0.10527467727661133,115573.0,0.5111567378044128,659.3400268554688,611.02001953125,-230.2330780029297,-211.287353515625
28,-2.716893196105957,-0.15085560083389282,-0.22711698710918427,0.3278779685497284,-0.1661386787891388,-1.0247400496155024e-05,-0.020527413114905357,-0.0973675474524498,-0.02989390306174755,-3.1328437328338623,-0.03919869661331177,0.5999743938446045,-0.010550482198596,0.2248232215642929,-0.06869876384735107,-1.9529441595077515,-0.01593059115111828,-0.0064195431768894196,-0.02655704878270626,-0.0003533837152644992,-0.0076741608791053295,-0.012794090434908867,-6.078397274017334,0.24652263522148132,2.025712728500366,16.433570861816406,0.006666666828095913,-0.006903997156769037,3.725590229034424,0.7403333187103271,0.10455894470214844,116350.0,0.51146399974823,683.02001953125,659.3400268554688,-236.19430541992188,-230.2330780029297
29,-2.935849666595459,-0.16350513696670532,-0.24640601873397827,0.3542533814907074,-0.1779366135597229,-1.034334854921326e-05,-0.02227567695081234,-0.10498106479644775,-0.032072313129901886,-3.3702056407928467,-0.042787618935108185,0.6460443735122681,-0.011192436330020428,0.2432226836681366,-0.07413776963949203,-2.2551193237304688,-0.017137497663497925,-0.00693565234541893,-0.030525092035531998,-0.00037370016798377037,-0.008129579946398735,-0.013777146115899086,-6.566371440887451,0.2648518681526184,2.1653616428375244,16.456077575683594,0.006666666828095913,-0.0080647524446249,3.4444146156311035,0.7376623153686523,0.10415172576904297,116776.0,0.5118193626403809,709.6199951171875,683.02001953125,-247.21189880371094,-236.19430541992188
30,-3.037599563598633,-0.16866561770439148,-0.25414085388183594,0.36625367403030396,-0.1837986707687378,-1.0956539881590288e-05,-0.022750576958060265,-0.10842610895633698,-0.03329441696405411,-3.4471683502197266,-0.044116973876953125,0.6690516471862793,-0.011654671281576157,0.2524954080581665,-0.0763619989156723,-2.2962069511413574,-0.017786554992198944,-0.007164770271629095,-0.030404552817344666,-0.0003910807427018881,-0.008437024429440498,-0.014275887981057167,-6.779611110687256,0.27700942754745483,2.227843761444092,16.483530044555664,0.006666666828095913,-0.005805619992315769,3.2303872108459473,0.7355568408966064,0.10406851768493652,117080.0,0.5123493671417236,732.4199829101562,709.6199951171875,-257.1304016113281,-247.21189880371094
31,-3.011291027069092,-0.16743028163909912,-0.2523343563079834,0.3624829649925232,-0.18514764308929443,-1.1526011803653091e-05,-0.022550730034708977,-0.10767605155706406,-0.03314070403575897,-3.408903121948242,-0.04272639751434326,0.6644169092178345,-0.0116970743983984,0.24912594258785248,-0.07578961551189423,-2.1854825019836426,-0.017761914059519768,-0.00710098585113883,-0.028969593346118927,-0.00039015011861920357,-0.008584762923419476,-0.014201882295310497,-6.721986293792725,0.27285438776016235,2.214277744293213,16.45555877685547,0.006666666828095913,-0.006426872685551643,3.074108123779297,0.740666389465332,0.10411763191223145,116365.0,0.5116987824440002,753.2000122070312,732.4199829101562,-261.1300354003906,-257.1304016113281
32,-3.2388577461242676,-0.18051999807357788,-0.2720392048358917,0.3902541995048523,-0.19555817544460297,-1.186158897326095e-05,-0.02430643141269684,-0.11598934978246689,-0.03560319542884827,-3.614413022994995,-0.0464833527803421,0.7132932543754578,-0.012566453777253628,0.26839426159858704,-0.08154561370611191,-2.405151605606079,-0.019176393747329712,-0.007659179624170065,-0.03304530680179596,-0.00041963718831539154,-0.009064297191798687,-0.01526613812893629,-7.25087833404541,0.29562270641326904,2.4067673683166504,16.502002716064453,0.006666666828095913,-0.0049898261204361916,2.923656940460205,0.7384293079376221,0.10544943809509277,116490.0,0.5126782059669495,778.9299926757812,753.2000122070312,-269.4142761230469,-261.1300354003906
33,-3.336639881134033,-0.1858234852552414,-0.2800329923629761,0.40225446224212646,-0.20343360304832458,-1.252095535164699e-05,-0.024792274460196495,-0.11943918466567993,-0.03662194311618805,-3.9059150218963623,-0.04754311963915825,0.7373743057250977,-0.013002157211303711,0.27725154161453247,-0.08388523757457733,-2.912518262863159,-0.019572019577026367,-0.007885513827204704,-0.03616354241967201,-0.0004282433073967695,-0.009520127438008785,-0.015750659629702568,-7.46090841293335,0.3002416789531708,2.449308156967163,16.491397857666016,0.006666666828095913,-0.007102039642632008,2.5643131732940674,0.7342581748962402,0.10458803176879883,117189.0,0.5126994848251343,804.0599975585938,804.0599975585938,-286.5444641113281,-286.5444641113281
34,-3.293564558029175,-0.1841716468334198,-0.27775704860687256,0.3972128629684448,-0.19843296706676483,-1.1962574717472307e-05,-0.024490995332598686,-0.11795120686292648,-0.03610298037528992,-3.5917186737060547,-0.04726982116699219,0.7262786626815796,-0.012861981987953186,0.2744501233100891,-0.08264675736427307,-2.3242690563201904,-0.019449546933174133,-0.007784494664520025,-0.03597091883420944,-0.0004218621179461479,-0.009241011925041676,-0.015562969259917736,-7.37018346786499,0.307997465133667,2.4320130348205566,16.50960922241211,0.006666666828095913,-0.006266935262829065,2.516033887863159,0.7318596839904785,0.10692191123962402,117198.0,0.512935996055603,829.4199829101562,829.4199829101562,-284.8885498046875,-284.8885498046875
35,-3.5411791801452637,-0.19736377894878387,-0.2974838316440582,0.4262549877166748,-0.21159079670906067,-1.2952512406627648e-05,-0.026459526270627975,-0.12688204646110535,-0.03891318291425705,-3.8882577419281006,-0.050353698432445526,0.7810613512992859,-0.013645604252815247,0.29505473375320435,-0.08853986859321594,-2.6219100952148438,-0.020873911678791046,-0.008351007476449013,-0.03577107936143875,-0.0004594228230416775,-0.009841607883572578,-0.016736090183258057,-7.905564785003662,0.3278260827064514,2.617921829223633,16.510013580322266,0.006666666828095913,-0.008553887717425823,2.447054147720337,0.7395036220550537,0.1040487289428711,116535.0,0.5132138729095459,853.8699951171875,853.8699951171875,-294.4834899902344,-294.4834899902344
36,-3.6496458053588867,-0.20367753505706787,-0.307309627532959,0.43825528025627136,-0.22051796317100525,-1.331736257270677e-05,-0.02719752863049507,-0.13045284152030945,-0.04010219871997833,-3.9005961418151855,-0.051989130675792694,0.8025974035263062,-0.01426500640809536,0.30173012614250183,-0.09148555994033813,-2.666067361831665,-0.021664699539542198,-0.008580699563026428,-0.037990689277648926,-0.00047972373431548476,-0.010351352393627167,-0.017269687727093697,-8.113557815551758,0.33877214789390564,2.7437491416931152,16.5155029296875,0.006666666828095913,-0.0077146808616817,2.222076654434204,0.7399663925170898,0.10498833656311035,116342.0,0.5135202407836914,874.8599853515625,874.8599853515625,-297.203369140625,-297.203369140625
