step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_knee_swing_flexion,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.0456691980361938,-0.05522969365119934,-0.08255952596664429,0.12624990940093994,-0.06340357661247253,-3.915365596185438e-06,-0.007954209111630917,-0.035638026893138885,-0.011462691240012646,-1.5625503063201904,-0.015248743817210197,0.23123757541179657,-0.008815841749310493,0.08724747598171234,-0.026264581829309464,-0.7981557846069336,-0.005943446420133114,-0.002411987166851759,0.03548674285411835,-0.016499433666467667,-0.00013506492541637272,-0.0030278670601546764,-0.004901582840830088,-4.804632186889648,0.06457813084125519,0.7140692472457886,15.900132179260254,0.009999999776482582,-0.006540173664689064,19.574926376342773,0.741358757019043,0.10558962821960449,116068.0,0.4984757602214813,252.50999450683594,154.1999969482422,-145.14683532714844,-85.67147827148438
11,-1.0975110530853271,-0.05767010897397995,-0.08636455982923508,0.13233323395252228,-0.06839858740568161,-3.767117959796451e-06,-0.008320054039359093,-0.03695210441946983,-0.012003264389932156,-1.5145816802978516,-0.01577811688184738,0.24193307757377625,-0.008836476132273674,0.09137588739395142,-0.02755112573504448,-0.7747886180877686,-0.006111930124461651,-0.0025174645707011223,0.03773050755262375,-0.018039561808109283,-0.00013859070895705372,-0.0032456638291478157,-0.005097275134176016,-5.001852989196777,0.07146931439638138,0.7849683165550232,15.874287605285645,0.009999999776482582,-0.006573350168764591,19.07697296142578,0.7424161434173584,0.10470771789550781,116044.0,0.4981605112552643,275.20001220703125,181.22999572753906,-154.28985595703125,-100.5274658203125
12,-1.2490800619125366,-0.06574097275733948,-0.09845435619354248,0.1502498835325241,-0.07656164467334747,-4.553915459837299e-06,-0.009218267165124416,-0.04211368411779404,-0.013658817857503891,-1.7216997146606445,-0.01759611815214157,0.27552926540374756,-0.010150628164410591,0.10377266258001328,-0.031274229288101196,-0.78624027967453,-0.006900403648614883,-0.0028663594275712967,0.04301021993160248,-0.01786108687520027,-0.00015982154582161456,-0.003727239090949297,-0.005802702158689499,-5.701146602630615,0.08196170628070831,0.8853070139884949,15.876572608947754,0.009999999776482582,-0.00632559834048152,17.834434509277344,0.7447960376739502,0.10401415824890137,115813.0,0.49822813272476196,299.4100036621094,204.97999572753906,-166.44369506835938,-113.47941589355469
13,-1.294585108757019,-0.06803010404109955,-0.10184519737958908,0.1556873768568039,-0.07912618666887283,-4.715789145848248e-06,-0.00960107147693634,-0.04380428418517113,-0.014193417504429817,-1.8225610256195068,-0.01846066489815712,0.28548663854599,-0.010824330151081085,0.10760100185871124,-0.03238578513264656,-0.9473546743392944,-0.007291596382856369,-0.0029699429869651794,0.04571501538157463,-0.019153881818056107,-0.0001645908341743052,-0.0037869156803935766,-0.006043327506631613,-5.903604030609131,0.08129794150590897,0.8989518880844116,15.870529174804688,0.009999999776482582,-0.006510523147881031,17.549541473388672,0.7460765838623047,0.10396647453308105,115645.0,0.4977326989173889,325.5,228.99000549316406,-183.55104064941406,-127.62228393554688
14,-1.4497849941253662,-0.07623555511236191,-0.11412259936332703,0.17424987256526947,-0.08691740036010742,-5.2553564273694064e-06,-0.01075692381709814,-0.049025848507881165,-0.015876542776823044,-2.034132480621338,-0.020548991858959198,0.3198469877243042,-0.011970180086791515,0.12009423226118088,-0.03634041175246239,-1.0966180562973022,-0.008069481700658798,-0.0033289704006165266,0.05042105168104172,-0.021874766796827316,-0.0001858962932601571,-0.004124105907976627,-0.006739846896380186,-6.619012355804443,0.093824103474617,1.0077407360076904,15.841533660888672,0.009999999776482582,-0.0060747847892344,16.6728458404541,0.7546420097351074,0.10518908500671387,114329.0,0.49716928601264954,347.4599914550781,275.20001220703125,-196.6815643310547,-154.28985595703125
15,-1.4845131635665894,-0.07815580070018768,-0.1171361654996872,0.17833320796489716,-0.08828388154506683,-5.2182472245476674e-06,-0.011004689149558544,-0.050133369863033295,-0.016243860125541687,-1.9704631567001343,-0.021246161311864853,0.3273633122444153,-0.012091088108718395,0.12271936237812042,-0.0372445210814476,-1.03599214553833,-0.008266467601060867,-0.003400032175704837,0.05161319300532341,-0.02090594731271267,-0.00019166141282767057,-0.0041670240461826324,-0.0069189853966236115,-6.749599456787109,0.09822766482830048,1.0429556369781494,15.834717750549316,0.009999999776482582,-0.0069471681490540504,16.36455535888672,0.7615261077880859,0.10452580451965332,113508.0,0.49733713269233704,373.1400146484375,299.4100036621094,-207.36097717285156,-166.44369506835938
16,-1.6493275165557861,-0.08697444200515747,-0.13029679656028748,0.19824986159801483,-0.09977510571479797,-5.843699000251945e-06,-0.012297130189836025,-0.05584436655044556,-0.01808812841773033,-2.149843692779541,-0.02335214428603649,0.36322021484375,-0.013577665202319622,0.13651004433631897,-0.04138040542602539,-1.1090478897094727,-0.009265690110623837,-0.0037840399891138077,0.054704200476408005,-0.02574235200881958,-0.00021205583470873535,-0.004727434366941452,-0.007717184256762266,-7.520236015319824,0.10874012112617493,1.1842559576034546,15.840510368347168,0.009999999776482582,-0.005905585829168558,15.0160551071167,0.7644197940826416,0.10469436645507812,113108.0,0.49715656042099,396.4200134277344,325.5,-221.97232055664062,-183.55104064941406
17,-1.753175139427185,-0.09231294691562653,-0.13838447630405426,0.21025007963180542,-0.10575272142887115,-6.3066681832424365e-06,-0.013050248846411705,-0.05912649631500244,-0.01925058662891388,-2.281402111053467,-0.024911215528845787,0.386074960231781,-0.014401916414499283,0.14591580629348755,-0.04356766864657402,-1.2613263130187988,-0.009723011404275894,-0.004013180732727051,0.061754725873470306,-0.02849666401743889,-0.000225079245865345,-0.005055789835751057,-0.008194247260689735,-7.974843502044678,0.11441992223262787,1.2383487224578857,15.81718635559082,0.009999999776482582,-0.006217803806066513,14.440682411193848,0.7654178142547607,0.10376548767089844,113099.0,0.4965935945510864,421.6000061035156,347.4599914550781,-234.4512481689453,-196.6815643310547
18,-1.8489396572113037,-0.09714914858341217,-0.1455032080411911,0.22225037217140198,-0.1107318326830864,-6.552928425662685e-06,-0.013856319710612297,-0.062493905425071716,-0.020326625555753708,-2.4536008834838867,-0.026476945728063583,0.40732038021087646,-0.015528051182627678,0.15420100092887878,-0.04606619477272034,-1.3128011226654053,-0.010569768026471138,-0.004242365714162588,0.06357099115848541,-0.02838774584233761,-0.0002364640822634101,-0.0051505547016859055,-0.008677493780851364,-8.43334674835205,0.11925151199102402,1.2872135639190674,15.799808502197266,0.009999999776482582,-0.006585267372429371,14.706522941589355,0.7648911476135254,0.10418939590454102,113112.0,0.4963701069355011,445.07000732421875,373.1400146484375,-248.41973876953125,-207.36097717285156
19,-1.946173906326294,-0.1028633713722229,-0.1542302966117859,0.23425063490867615,-0.11668860912322998,-7.032518169580726e-06,-0.014396513812243938,-0.06582926958799362,-0.021248817443847656,-2.6236815452575684,-0.02744375169277191,0.42877376079559326,-0.016228245571255684,0.16140761971473694,-0.04886433482170105,-1.4478137493133545,-0.010911185294389725,-0.004471878055483103,0.06659262627363205,-0.034090399742126465,-0.00024630475672893226,-0.00566307594999671,-0.009092120453715324,-8.89230728149414,0.1272677779197693,1.3733152151107788,15.797483444213867,0.009999999776482582,-0.0060029043816030025,14.303848266601562,0.7641792297363281,0.10480189323425293,113125.0,0.4965411126613617,466.0799865722656,396.4200134277344,-259.1000671386719,-221.97232055664062
20,-2.044672966003418,-0.10799519717693329,-0.1618361622095108,0.24625089764595032,-0.12242241203784943,-7.4104295890720095e-06,-0.015260666608810425,-0.06905490159988403,-0.022344058379530907,-2.776637554168701,-0.029000062495470047,0.45121681690216064,-0.017163237556815147,0.17058128118515015,-0.05111607536673546,-1.5443198680877686,-0.011649887077510357,-0.0047009726986289024,0.07088672369718552,-0.03253304213285446,-0.00026048184372484684,-0.005857063457369804,-0.009593459777534008,-9.337318420410156,0.133456289768219,1.4634813070297241,15.809690475463867,0.009999999776482582,-0.005906091071665287,12.759050369262695,0.7559404373168945,0.10401010513305664,114313.0,0.49669453501701355,491.19000244140625,445.07000732421875,-276.1400451660156,-248.41973876953125
21,-1.967811942100525,-0.10370570421218872,-0.15552054345607758,0.23685525357723236,-0.11841404438018799,-7.049699888739269e-06,-0.014652805402874947,-0.06632902473211288,-0.0215244572609663,-2.5662598609924316,-0.028304222971200943,0.43471914529800415,-0.016297630965709686,0.1632762849330902,-0.04938691481947899,-1.397001028060913,-0.010959021747112274,-0.0045131053775548935,0.06927317380905151,-0.032174527645111084,-0.00024708439013920724,-0.005595299415290356,-0.009222276508808136,-8.965740203857422,0.13207274675369263,1.4158656597137451,15.819717407226562,0.009999999776482582,-0.005022283643484116,13.751694679260254,0.73641037940979,0.10398316383361816,116973.0,0.49665677547454834,516.9000244140625,466.0799865722656,-286.1659851074219,-259.1000671386719
22,-2.247885227203369,-0.11846780776977539,-0.17770956456661224,0.27025145292282104,-0.1354193240404129,-8.47359660838265e-06,-0.01705629751086235,-0.07585936784744263,-0.024644561111927032,-3.0858535766601562,-0.031827449798583984,0.49703511595726013,-0.0189763642847538,0.1875566840171814,-0.05600064992904663,-1.8548201322555542,-0.012646956369280815,-0.005158464424312115,0.0800885483622551,-0.03547034412622452,-0.00028625456616282463,-0.006542679853737354,-0.010578734800219536,-10.25228500366211,0.14595717191696167,1.5453922748565674,15.794380187988281,0.009999999776482582,-0.004554850980639458,13.181048393249512,0.7419753074645996,0.10462784767150879,116115.0,0.49648910760879517,539.780029296875,491.19000244140625,-306.1855773925781,-276.1400451660156
23,-2.344092845916748,-0.12380969524383545,-0.18573306500911713,0.2822517454624176,-0.14437738060951233,-8.429090485151391e-06,-0.01752156764268875,-0.07904404401779175,-0.025592898949980736,-3.079698324203491,-0.033863674849271774,0.5183417797088623,-0.01954834908246994,0.19536003470420837,-0.058633044362068176,-1.8048360347747803,-0.01319967769086361,-0.00538696488365531,0.08328260481357574,-0.04032395780086517,-0.0002984364691656083,-0.006998279597610235,-0.011006176471710205,-10.703852653503418,0.15496663749217987,1.6957387924194336,15.766532897949219,0.009999999776482582,-0.006388185080140829,11.923295974731445,0.7439403533935547,0.10533881187438965,115749.0,0.4957622289657593,564.510009765625,516.9000244140625,-316.2010498046875,-286.1659851074219
24,-2.452275276184082,-0.1290055215358734,-0.1933886706829071,0.2942520081996918,-0.14728489518165588,-9.403089279658161e-06,-0.01816769316792488,-0.08256937563419342,-0.026857051998376846,-3.1258344650268555,-0.03432896360754967,0.5419747829437256,-0.020891016349196434,0.20292262732982635,-0.06133231148123741,-1.7288622856140137,-0.013731404207646847,-0.0056145526468753815,0.08607417345046997,-0.034780099987983704,-0.0003154260921292007,-0.007245039101690054,-0.01149364560842514,-11.162031173706055,0.16353167593479156,1.7644517421722412,15.7417631149292,0.009999999776482582,-0.006336250342428684,10.910496711730957,0.74273681640625,0.10433268547058105,116051.0,0.4954758286476135,588.7100219726562,539.780029296875,-322.7726745605469,-306.1855773925781
25,-2.5480968952178955,-0.13392095267772675,-0.2010282278060913,0.30625230073928833,-0.15306776762008667,-9.516241334495135e-06,-0.01866798847913742,-0.08546245098114014,-0.02783934399485588,-3.309131622314453,-0.03579229116439819,0.5629522800445557,-0.021223274990916252,0.21128706634044647,-0.06380884349346161,-1.9961497783660889,-0.014477398246526718,-0.005828343331813812,0.0926574319601059,-0.04230310767889023,-0.00033152004471048713,-0.007393102161586285,-0.011982465162873268,-11.569721221923828,0.16932551562786102,1.7861077785491943,15.73180103302002,0.009999999776482582,-0.0059309168718755245,11.441716194152832,0.7438929080963135,0.10437250137329102,115888.0,0.49511322379112244,612.3400268554688,564.510009765625,-342.0736083984375,-316.2010498046875
26,-2.5339508056640625,-0.13410219550132751,-0.20136019587516785,0.3047941327095032,-0.15267173945903778,-9.364539437228814e-06,-0.01879340410232544,-0.08549365401268005,-0.02775636874139309,-3.2761895656585693,-0.03591201826930046,0.5591791868209839,-0.021337520331144333,0.21054115891456604,-0.06343269348144531,-1.8292564153671265,-0.014431013725697994,-0.0058197081089019775,0.0905078649520874,-0.04073506221175194,-0.0003213543095625937,-0.007604600396007299,-0.01198334526270628,-11.560782432556152,0.16787418723106384,1.7928125858306885,15.70366382598877,0.009999999776482582,-0.006571901962161064,11.313998222351074,0.7558622360229492,0.10425639152526855,114291.0,0.4943361282348633,636.3200073242188,612.3400268554688,-351.7246398925781,-342.0736083984375
27,-2.634807586669922,-0.1390525996685028,-0.20872175693511963,0.31669020652770996,-0.15912728011608124,-9.470313671045005e-06,-0.01966729387640953,-0.08871355652809143,-0.028829973191022873,-3.3083887100219727,-0.03720299154520035,0.5819541215896606,-0.022254562005400658,0.21965746581554413,-0.06565870344638824,-1.7815220355987549,-0.014929252676665783,-0.006035508122295141,0.09433960169553757,-0.040529340505599976,-0.00033812731271609664,-0.007923109456896782,-0.01243875827640295,-11.988521575927734,0.1770302951335907,1.8451865911483765,15.664082527160645,0.009999999776482582,-0.006227315869182348,10.916435241699219,0.7613785266876221,0.10461640357971191,113515.0,0.4938390552997589,660.8900146484375,636.3200073242188,-361.72222900390625,-351.7246398925781
28,-2.8452467918395996,-0.15033350884914398,-0.2256162017583847,0.34225308895111084,-0.17174574732780457,-1.0940372703771573e-05,-0.020898032933473587,-0.0958632379770279,-0.031202491372823715,-3.5437941551208496,-0.040044933557510376,0.6301915049552917,-0.024100538343191147,0.2372293919324875,-0.07100259512662888,-1.891927719116211,-0.016147209331393242,-0.00653474684804678,0.10289789736270905,-0.04370696470141411,-0.0003624071250669658,-0.0083791334182024,-0.013473241589963436,-12.990893363952637,0.19149765372276306,1.986950397491455,15.648012161254883,0.009999999776482582,-0.005697463173419237,10.508755683898926,0.7633416652679443,0.10372447967529297,113375.0,0.49325376749038696,685.6099853515625,660.8900146484375,-375.78680419921875,-361.72222900390625
29,-2.9419970512390137,-0.15518777072429657,-0.23302707076072693,0.3542533814907074,-0.17548124492168427,-1.109583809011383e-05,-0.022061800584197044,-0.09895235300064087,-0.03219832479953766,-3.7149789333343506,-0.04161394387483597,0.6524317264556885,-0.02537168376147747,0.2458002269268036,-0.07342177629470825,-2.094576835632324,-0.016757605597376823,-0.006767889019101858,0.10307272523641586,-0.04788131266832352,-0.00037656555650755763,-0.008593885228037834,-0.013923123478889465,-13.44227123260498,0.19728419184684753,2.1128969192504883,15.635062217712402,0.009999999776482582,-0.006333083845674992,9.605185508728027,0.764101505279541,0.10402894020080566,113236.0,0.4929056167602539,707.2899780273438,685.6099853515625,-388.9234924316406,-375.78680419921875
30,-3.0429110527038574,-0.1606050431728363,-0.2411910742521286,0.36625367403030396,-0.1837959885597229,-1.1085448022640776e-05,-0.022335689514875412,-0.10202979296445847,-0.0332188680768013,-3.8598384857177734,-0.04291543364524841,0.6730053424835205,-0.02619919739663601,0.25312697887420654,-0.07618653774261475,-2.2812938690185547,-0.01731651835143566,-0.00697424216195941,0.10780950635671616,-0.0484236441552639,-0.00038555683568120003,-0.009137444198131561,-0.014402924105525017,-13.837200164794922,0.20531457662582397,2.1856813430786133,15.590803146362305,0.009999999776482582,-0.005617630667984486,10.377894401550293,0.7657794952392578,0.10434389114379883,112977.0,0.4919833242893219,732.5900268554688,707.2899780273438,-405.7753601074219,-388.9234924316406
31,-3.1409225463867188,-0.16588366031646729,-0.2491350620985031,0.3782539367675781,-0.18699276447296143,-1.150010029959958e-05,-0.02332049235701561,-0.10568368434906006,-0.03439277410507202,-3.9503555297851562,-0.043704867362976074,0.6942262649536133,-0.02610090747475624,0.2616236209869385,-0.078626349568367,-2.3434600830078125,-0.017796892672777176,-0.007211487740278244,0.11204813420772552,-0.048016201704740524,-0.00040105736115947366,-0.009289386682212353,-0.014860071241855621,-14.321401596069336,0.21306049823760986,2.238171339035034,15.560420036315918,0.009999999776482582,-0.006360610481351614,9.51617431640625,0.7659757137298584,0.1045064926147461,112930.0,0.49145612120628357,754.9600219726562,732.5900268554688,-417.58636474609375,-405.7753601074219
32,-3.240469455718994,-0.17083975672721863,-0.2565878629684448,0.3902541995048523,-0.19854652881622314,-1.2193791917525232e-05,-0.023996304720640182,-0.10887275636196136,-0.035537224262952805,-4.047558784484863,-0.04553748667240143,0.7188558578491211,-0.02787594124674797,0.27129215002059937,-0.08074064552783966,-2.559096097946167,-0.018508292734622955,-0.007433444261550903,0.11926907300949097,-0.053383421152830124,-0.0004112133174203336,-0.009912090376019478,-0.01537211611866951,-14.748517990112305,0.2210608720779419,2.237525463104248,15.536144256591797,0.009999999776482582,-0.007173112593591213,9.327657699584961,0.7496819496154785,0.10425305366516113,115118.0,0.4910891652107239,781.4299926757812,781.4299926757812,-436.4632568359375,-436.4632568359375
33,-3.3384196758270264,-0.17631356418132782,-0.26481133699417114,0.40225446224212646,-0.1997581422328949,-1.21564298751764e-05,-0.02476373314857483,-0.11225715279579163,-0.036515578627586365,-4.203519821166992,-0.04674282670021057,0.739151656627655,-0.0288978423923254,0.279055655002594,-0.08338409662246704,-2.5553901195526123,-0.01904146559536457,-0.007669517770409584,0.12300463020801544,-0.05398688465356827,-0.00042201796895824373,-0.01021904032677412,-0.015881218016147614,-15.227572441101074,0.22523364424705505,2.3445870876312256,15.500303268432617,0.009999999776482582,-0.006430479232221842,8.96622371673584,0.7462389469146729,0.10458707809448242,115539.0,0.4904754161834717,805.0700073242188,805.0700073242188,-445.819580078125,-445.819580078125
34,-3.4427011013031006,-0.18114066123962402,-0.27186447381973267,0.414254754781723,-0.20819829404354095,-1.2694345059571788e-05,-0.02548963576555252,-0.11511310189962387,-0.03760138899087906,-4.205638408660889,-0.04863409325480461,0.7637593150138855,-0.029619470238685608,0.2871493101119995,-0.08593583106994629,-2.625988006591797,-0.019696492701768875,-0.007883884012699127,0.12625752389431,-0.05589471384882927,-0.0004441342316567898,-0.010343115776777267,-0.016312621533870697,-15.641581535339355,0.2365594357252121,2.4755449295043945,15.483134269714355,0.009999999776482582,-0.005759187042713165,8.725922584533691,0.7496554851531982,0.10414505004882812,115136.0,0.4897187650203705,826.0,826.0,-454.3428955078125,-454.3428955078125
35,-3.391505718231201,-0.17826561629772186,-0.26766228675842285,0.40840062499046326,-0.20244497060775757,-1.2208443877170794e-05,-0.02500680647790432,-0.11324306577444077,-0.037025317549705505,-4.15580415725708,-0.04798439145088196,0.7499949336051941,-0.02899237535893917,0.28292548656463623,-0.08476745337247849,-2.4925060272216797,-0.019226688891649246,-0.0077688321471214294,0.12211696803569794,-0.05307909846305847,-0.0004284852766431868,-0.010167665779590607,-0.016096698120236397,-15.408512115478516,0.231909841299057,2.383347272872925,15.439483642578125,0.009999999776482582,-0.005975345615297556,8.008610725402832,0.7459063529968262,0.09680867195129395,116651.0,0.48900794982910156,851.7899780273438,851.7899780273438,-466.3537292480469,-466.3537292480469
