step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_knee_swing_flexion,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
0,-0.043934088200330734,-0.0026205822359770536,-0.0037576723843812943,0.006125000771135092,-0.0025208466686308384,-1.1264641841535195e-07,-0.0003609678824432194,-0.0015318350633606315,-0.00045195966958999634,-0.06176454946398735,-0.0008985119638964534,0.009964292868971825,-0.00017966683662962168,0.004025071859359741,-0.0013319248100742698,-0.0028047598898410797,-0.00022002744663041085,-0.00010314275277778506,0.00091749825514853,-0.00011331138375680894,-5.699255325453123e-06,-0.00010515126632526517,-0.0001964376715477556,-0.09610903263092041,0.004517395980656147,0.03724947199225426,15.939018249511719,0.001500000013038516,-0.007035661023110151,7.115101337432861,5.363879203796387,0.24362564086914062,17530.0,0.49947208166122437,12.494253158569336,,-3.136939525604248,
1,-0.13337036967277527,-0.007489912211894989,-0.011079655960202217,0.01679166406393051,-0.007703173905611038,-4.4786742137148394e-07,-0.0009961368050426245,-0.004692422226071358,-0.0014269794337451458,-0.1825391948223114,-0.002229307545349002,0.029497813433408737,-0.0006196284666657448,0.011535806581377983,-0.0035122763365507126,-0.02829773537814617,-0.000712841167114675,-0.0003121917543467134,0.004467526450753212,-0.0006382031715475023,-1.756476194714196e-05,-0.00032211490906775,-0.0006053453544154763,-0.2943306863307953,0.012267361395061016,0.10466176271438599,15.973865509033203,0.003375000087544322,-0.007178198546171188,9.053266525268555,0.7419402599334717,0.10467767715454102,116113.0,0.4997893273830414,34.95000076293945,,-10.43952751159668,
2,-0.2310013473033905,-0.012556220404803753,-0.01868165284395218,0.028770819306373596,-0.014630740508437157,-8.512285489814531e-07,-0.0017971027409657836,-0.008007068186998367,-0.0024846603628247976,-0.3134528398513794,-0.0035860061179846525,0.05170082300901413,-0.001079356879927218,0.019577648490667343,-0.006070097908377647,-0.055755823850631714,-0.0013131482992321253,-0.0005409402074292302,0.006935364566743374,-0.0012578454334288836,-3.1064264476299286e-05,-0.000625926535576582,-0.0010632878402248025,-0.5091961622238159,0.020220911130309105,0.17651180922985077,15.99934196472168,0.007593750022351742,-0.005547749809920788,9.53710651397705,0.7461855411529541,0.10391664505004883,115637.0,0.5005822777748108,56.279998779296875,,-17.143054962158203,
3,-0.34207671880722046,-0.018683593720197678,-0.027897849678993225,0.042249977588653564,-0.02200714312493801,-1.2511222848843317e-06,-0.0025731134228408337,-0.011916178278625011,-0.003690031822770834,-0.46897920966148376,-0.005367029458284378,0.07611668854951859,-0.001587033737450838,0.028876878321170807,-0.008878650143742561,-0.13394853472709656,-0.0019180311355739832,-0.0008040270768105984,0.011059935204684734,-0.0025935773737728596,-4.5022006815997884e-05,-0.0009727244032546878,-0.001570846769027412,-0.7565854787826538,0.030068358406424522,0.262681245803833,16.01210594177246,0.009999999776482582,-0.006131079513579607,9.242147445678711,0.750786304473877,0.104522705078125,114933.0,0.5011042952537537,85.41000366210938,,-27.694740295410156,
4,-0.44082969427108765,-0.02396484836935997,-0.03576755151152611,0.05424996837973595,-0.02753598988056183,-1.5585956134600565e-06,-0.003496126038953662,-0.015398314222693443,-0.004777963273227215,-0.6430307626724243,-0.006726072169840336,0.09804318845272064,-0.0019891320262104273,0.03710122033953667,-0.011394116096198559,-0.2531437277793884,-0.002432525157928467,-0.0010366453789174557,0.014435585588216782,-0.0027847490273416042,-5.7302386267110705e-05,-0.0012312745675444603,-0.0020304550416767597,-0.9760047793388367,0.03655121475458145,0.3210242688655853,16.0544376373291,0.009999999776482582,-0.006637084763497114,9.394071578979492,0.7482893466949463,0.1037745475769043,115371.0,0.5015537738800049,108.3499984741211,,-37.55323791503906,
5,-0.5382572412490845,-0.02920874021947384,-0.04366285353899002,0.06624995917081833,-0.03281404823064804,-1.8034515960607678e-06,-0.004225774668157101,-0.01880251243710518,-0.005817774683237076,-0.7390679121017456,-0.008268244564533234,0.12010088562965393,-0.0025239845272153616,0.04605744406580925,-0.013706274330615997,-0.29823529720306396,-0.003073084633797407,-0.0012678469065576792,0.016894731670618057,-0.003536281641572714,-6.901676533743739e-05,-0.001439412939362228,-0.002481763018295169,-1.192416787147522,0.045827411115169525,0.4026583135128021,16.038530349731445,0.009999999776482582,-0.006894213147461414,8.908650398254395,0.7510890960693359,0.1039576530456543,114969.0,0.5016950368881226,131.3300018310547,12.494253158569336,-44.81608963012695,-3.136939525604248
6,-0.6397625207901001,-0.03467395901679993,-0.0518694631755352,0.07824994623661041,-0.04009425640106201,-2.401528035989031e-06,-0.0049393149092793465,-0.022391146048903465,-0.0069662462919950485,-0.8533894419670105,-0.009541628882288933,0.14255329966545105,-0.0030271783471107483,0.053755294531583786,-0.01636798121035099,-0.3723848760128021,-0.0036007787566632032,-0.0015061184531077743,0.020764963701367378,-0.005762879736721516,-8.534755033906549e-05,-0.0018149975221604109,-0.002949427580460906,-1.4200193881988525,0.05531115457415581,0.4807053506374359,16.062679290771484,0.009999999776482582,-0.006298190448433161,8.793926239013672,0.7451016902923584,0.1052103042602539,115609.0,0.5021246075630188,157.94000244140625,34.95000076293945,-54.0380744934082,-10.43952751159668
7,-0.740686297416687,-0.03993462026119232,-0.059780292212963104,0.0902499407529831,-0.04695235192775726,-2.622694410092663e-06,-0.005598792806267738,-0.025854011997580528,-0.008087120950222015,-1.0573210716247559,-0.010958850383758545,0.16404840350151062,-0.0034034880809485912,0.06239316612482071,-0.018768567591905594,-0.619053840637207,-0.00417585764080286,-0.001743187545798719,0.02287863753736019,-0.006437279284000397,-9.883881284622476e-05,-0.0021136885043233633,-0.0034235797356814146,-1.6415669918060303,0.0618026964366436,0.5458647608757019,16.081905364990234,0.009999999776482582,-0.006600016262382269,8.743088722229004,0.7543606758117676,0.10484647750854492,114412.0,0.5026670694351196,180.33999633789062,56.279998779296875,-64.99849700927734,-17.143054962158203
8,-0.8014696836471558,-0.04344993829727173,-0.06504345685243607,0.09779159724712372,-0.04979472607374191,-2.8444690087781055e-06,-0.006102689541876316,-0.027987349778413773,-0.008709135465323925,-1.053645133972168,-0.011924783699214458,0.17856380343437195,-0.0036980598233640194,0.06745921075344086,-0.020377997308969498,-0.5304890871047974,-0.004527628421783447,-0.001886723330244422,0.026687271893024445,-0.006980306468904018,-0.00010593053593765944,-0.0022789109498262405,-0.0036933133378624916,-1.7769826650619507,0.06954121589660645,0.5819377303123474,16.0943603515625,0.009999999776482582,-0.00516608776524663,8.463683128356934,0.7508363723754883,0.10570979118347168,114767.0,0.5028609037399292,201.9600067138672,85.41000366210938,-70.3294448852539,-27.694740295410156
9,-0.9384626150131226,-0.05096001923084259,-0.07643797993659973,0.11424992978572845,-0.059860825538635254,-3.3810911190812476e-06,-0.007021883502602577,-0.03295385465025902,-0.010255731642246246,-1.2284778356552124,-0.013675084337592125,0.2093522995710373,-0.004362819250673056,0.07892550528049469,-0.02377624437212944,-0.5872243642807007,-0.005335153546184301,-0.002206528326496482,0.03151189908385277,-0.007861968129873276,-0.00012180118210380897,-0.0027567120268940926,-0.004346756264567375,-2.080427646636963,0.08074944466352463,0.7066258192062378,16.113323211669922,0.009999999776482582,-0.006425021681934595,7.870730400085449,0.7503178119659424,0.10428094863891602,115029.0,0.5033384561538696,229.50999450683594,131.3300018310547,-79.14680480957031,-44.81608963012695
