step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
10,-1.035757303237915,-0.056751102209091187,-0.0850643515586853,0.12624990940093994,-0.0651586651802063,-1.2711420822597574e-05,-0.0016085341339930892,-0.03677232190966606,-0.011290356516838074,-1.3159070014953613,0.015544879250228405,-0.003877716138958931,0.08764912188053131,-0.026153013110160828,-0.612648069858551,-0.0059585412964224815,-0.002448498038575053,-0.0096843671053648,-0.00013672099157702178,-0.0030165226198732853,-0.004811907187104225,-2.310606002807617,0.09135722368955612,0.7820694446563721,16.193492889404297,0.009999999776482582,-0.00637276004999876,8.246475219726562,0.7306926250457764,0.09813070297241211,118606.0,0.5051699876785278,251.52999877929688,157.94000244140625,-89.81941223144531,-57.00566101074219
11,-1.1383123397827148,-0.062319934368133545,-0.09355674684047699,0.13824990391731262,-0.07086680829524994,-1.3729276361118536e-05,-0.001730503048747778,-0.040221355855464935,-0.012406868860125542,-1.475719690322876,0.0170462504029274,-0.004161176271736622,0.09527038782835007,-0.02883598953485489,-0.7351977229118347,-0.006539472844451666,-0.002686101943254471,-0.010949583724141121,-0.0001473050651839003,-0.0032177527900785208,-0.005280186887830496,-2.536740779876709,0.09944678843021393,0.8504431247711182,16.217849731445312,0.009999999776482582,-0.005517587065696716,7.7631754875183105,0.726367712020874,0.09832215309143066,119201.0,0.5058889985084534,277.42999267578125,180.33999633789062,-101.18733215332031,-67.3507308959961
12,-1.2361299991607666,-0.06743218004703522,-0.10128187388181686,0.1502498835325241,-0.07642672955989838,-1.53144992509624e-05,-0.001903489581309259,-0.0434747189283371,-0.013484823517501354,-1.5380210876464844,0.018548911437392235,-0.004517869558185339,0.1034964919090271,-0.03135094419121742,-0.8508288264274597,-0.006931278854608536,-0.0029103613924235106,-0.01206266786903143,-0.00016349766519851983,-0.003369041485711932,-0.0057247295044362545,-2.7431373596191406,0.10823880881071091,0.9242075681686401,16.23892593383789,0.009999999776482582,-0.005913919769227505,7.507226943969727,0.7307150363922119,0.09838509559631348,118567.0,0.506401538848877,298.8599853515625,201.9600067138672,-108.61968994140625,-73.62845611572266
13,-1.2824161052703857,-0.07004939019680023,-0.10516848415136337,0.1555623710155487,-0.08110353350639343,-1.6084661183413118e-05,-0.0019570644944906235,-0.04537089914083481,-0.014027799479663372,-1.5687803030014038,0.01924031414091587,-0.004840250592678785,0.10662206262350082,-0.03260771185159683,-0.7776052355766296,-0.00734716048464179,-0.0030193328857421875,-0.012016156688332558,-0.00016805021732579917,-0.0036860299296677113,-0.005951796658337116,-2.850553035736084,0.11349179595708847,0.9466067552566528,16.27821922302246,0.009999999776482582,-0.005092658568173647,7.457425594329834,0.722883939743042,0.0983281135559082,119705.0,0.506962776184082,323.2099914550781,229.50999450683594,-116.00283813476562,-84.92237854003906
14,-1.3764193058013916,-0.07536549121141434,-0.11308212578296661,0.16677069664001465,-0.0859842523932457,-1.6594634871580638e-05,-0.0021082512103021145,-0.04883307218551636,-0.01507306843996048,-1.7455031871795654,0.020558688789606094,-0.005024236626923084,0.11599451303482056,-0.03448755294084549,-1.1155424118041992,-0.007919774390757084,-0.003248713444918394,-0.01322318147867918,-0.0001772842078935355,-0.0039026550948619843,-0.00639661168679595,-3.071366310119629,0.12018507719039917,1.0089267492294312,16.299936294555664,0.009999999776482582,-0.005778373684734106,7.240006923675537,0.7278561592102051,0.10508394241333008,118020.0,0.5074052810668945,348.29998779296875,277.42999267578125,-130.14645385742188,-101.18733215332031
15,-1.5382941961288452,-0.08420524001121521,-0.12639634311199188,0.18624985218048096,-0.09635351598262787,-1.922146839206107e-05,-0.002306666923686862,-0.05446331948041916,-0.016809936612844467,-1.8661630153656006,0.023000692948698997,-0.005674629472196102,0.12872716784477234,-0.03874234855175018,-1.139979600906372,-0.008786298334598541,-0.003628314007073641,-0.016382412984967232,-0.00020262235193513334,-0.004400042816996574,-0.007156518753618002,-3.428133487701416,0.13626275956630707,1.1532530784606934,16.298315048217773,0.009999999776482582,-0.005139360670000315,6.826504230499268,0.7255902290344238,0.10401153564453125,118495.0,0.5078741312026978,372.8599853515625,298.8599853515625,-137.9091796875,-108.61968994140625
16,-1.6355032920837402,-0.08992113918066025,-0.13518860936164856,0.19824986159801483,-0.1006772369146347,-1.9385828636586666e-05,-0.0025071133859455585,-0.05799192190170288,-0.01785891503095627,-1.9836812019348145,0.024523770436644554,-0.00604011956602335,0.13706094026565552,-0.04122738540172577,-1.1683474779129028,-0.009363099932670593,-0.003857981413602829,-0.015037264674901962,-0.0002112904330715537,-0.0045298002660274506,-0.007610525004565716,-3.643920421600342,0.14607352018356323,1.2150654792785645,16.309947967529297,0.009999999776482582,-0.006539301015436649,6.519834995269775,0.7275276184082031,0.1044914722442627,118151.0,0.5079324841499329,396.3900146484375,323.2099914550781,-146.7126922607422,-116.00283813476562
17,-1.661627173423767,-0.09139429777860641,-0.13721327483654022,0.2015625685453415,-0.10255253314971924,-2.0876337657682598e-05,-0.0025011994875967503,-0.059121713042259216,-0.01818814128637314,-2.0891284942626953,0.024995509535074234,-0.006250231526792049,0.13927094638347626,-0.041938476264476776,-1.2701935768127441,-0.009512919001281261,-0.003933995962142944,-0.01539679616689682,-0.00021159746393095702,-0.004693944472819567,-0.007743602618575096,-3.7173256874084473,0.146185040473938,1.2487831115722656,16.330644607543945,0.009999999776482582,-0.006241770461201668,6.172709941864014,0.7232215404510498,0.10384678840637207,118858.0,0.5084393620491028,421.4800109863281,348.29998779296875,-155.56954956054688,-130.14645385742188
18,-1.836327314376831,-0.10116785764694214,-0.1520220786333084,0.22225037217140198,-0.1136961281299591,-2.2525313397636637e-05,-0.0027660175692290068,-0.06542166322469711,-0.02015533298254013,-2.2789952754974365,0.027430063113570213,-0.006876109167933464,0.15283291041851044,-0.04644623026251793,-1.426890254020691,-0.010596117004752159,-0.00434415927156806,-0.018716488033533096,-0.00023941729159560055,-0.005155012011528015,-0.00856420025229454,-4.108591556549072,0.16214001178741455,1.380449652671814,16.337078094482422,0.009999999776482582,-0.006655767560005188,5.869392395019531,0.7261135578155518,0.10443258285522461,118360.0,0.5088409781455994,443.92999267578125,372.8599853515625,-167.30775451660156,-137.9091796875
19,-1.8542652130126953,-0.10224267095327377,-0.15377666056156158,0.22445893287658691,-0.1150437444448471,-2.3552154743811116e-05,-0.002829229226335883,-0.06599019467830658,-0.020281629636883736,-2.2615163326263428,0.02783602476119995,-0.007007766515016556,0.15531906485557556,-0.04663894325494766,-1.2435133457183838,-0.010687812231481075,-0.0043781837448477745,-0.017239879816770554,-0.0002462490228936076,-0.0053557418286800385,-0.008658230304718018,-4.138617038726807,0.16461381316184998,1.3712880611419678,16.364723205566406,0.009999999776482582,-0.006445901468396187,5.992672443389893,0.7205178737640381,0.10459733009338379,119139.0,0.5094079971313477,467.1300048828125,421.4800109863281,-169.63673400878906,-155.56954956054688
20,-2.037290096282959,-0.11207383126020432,-0.16854476928710938,0.24625089764595032,-0.12636145949363708,-2.4040542484726757e-05,-0.0030945702455937862,-0.07236647605895996,-0.022342754527926445,-2.3910140991210938,0.03041665069758892,-0.007528851740062237,0.1700289249420166,-0.05126950144767761,-1.3769958019256592,-0.011710656806826591,-0.00480408500880003,-0.017441755160689354,-0.00026651538792066276,-0.005688216537237167,-0.009493086487054825,-4.539589881896973,0.18394631147384644,1.4752531051635742,16.369489669799805,0.009999999776482582,-0.006213339511305094,5.798516273498535,0.7300214767456055,0.10402607917785645,117863.0,0.5099254846572876,489.5299987792969,443.92999267578125,-177.292236328125,-167.30775451660156
21,-2.1363730430603027,-0.11784496158361435,-0.17732618749141693,0.2582511901855469,-0.13190636038780212,-2.592881901364308e-05,-0.003242251230403781,-0.0760863870382309,-0.02336251549422741,-2.5541462898254395,0.03189758583903313,-0.00786271970719099,0.1780146360397339,-0.053851231932640076,-1.6247018575668335,-0.012373395264148712,-0.00504037830978632,-0.018186606466770172,-0.00027962372405454516,-0.006057651713490486,-0.009963608346879482,-4.764342784881592,0.18924576044082642,1.5784043073654175,16.389427185058594,0.009999999776482582,-0.0061091030947864056,5.460464954376221,0.7294573783874512,0.10462355613708496,117859.0,0.5102285146713257,516.27001953125,467.1300048828125,-187.75572204589844,-169.63673400878906
22,-2.2436270713806152,-0.12362675368785858,-0.18587863445281982,0.27025145292282104,-0.14002728462219238,-2.7788042643805966e-05,-0.0033878646790981293,-0.08001448214054108,-0.02466641366481781,-2.709247589111328,0.03337877243757248,-0.008394619449973106,0.18706652522087097,-0.05613681674003601,-1.8516311645507812,-0.01305648498237133,-0.005291792564094067,-0.02228124998509884,-0.00029599267872981727,-0.006376378238201141,-0.010503286495804787,-5.004711151123047,0.19930773973464966,1.636646032333374,16.41615104675293,0.009999999776482582,-0.005306181497871876,5.231873512268066,0.7262043952941895,0.10386371612548828,118428.0,0.5104209780693054,540.6199951171875,489.5299987792969,-200.35589599609375,-177.292236328125
23,-2.336686134338379,-0.1293240636587143,-0.19466689229011536,0.2822517454624176,-0.14356493949890137,-2.897217927966267e-05,-0.0034981516655534506,-0.08361411094665527,-0.025684814900159836,-2.7038397789001465,0.034910526126623154,-0.008854376152157784,0.1949925422668457,-0.05873512476682663,-1.6564903259277344,-0.013559585437178612,-0.005518226884305477,-0.024050403386354446,-0.0003095402498729527,-0.006542048417031765,-0.010940168052911758,-5.22200870513916,0.21183255314826965,1.7342631816864014,16.428613662719727,0.006666666828095913,-0.0054029603488743305,5.106328010559082,0.723416805267334,0.10461664199829102,118719.0,0.5112929940223694,564.489990234375,540.6199951171875,-203.24131774902344,-200.35589599609375
24,-2.436476469039917,-0.1347690224647522,-0.20275840163230896,0.2942520081996918,-0.15068989992141724,-2.9771799745503813e-05,-0.0036173618864268064,-0.08713334798812866,-0.026829078793525696,-2.8745460510253906,0.03636813908815384,-0.00919136218726635,0.20374009013175964,-0.061105236411094666,-1.717912197113037,-0.01422667782753706,-0.00575237488374114,-0.0250009223818779,-0.0003129496762994677,-0.00688764825463295,-0.011457961052656174,-5.440682888031006,0.21686498820781708,1.8076074123382568,16.46548843383789,0.009999999776482582,-0.005581735633313656,4.632402420043945,0.725053071975708,0.10444498062133789,118510.0,0.5117576122283936,586.2000122070312,564.489990234375,-213.34481811523438,-203.24131774902344
25,-2.540092706680298,-0.14079183340072632,-0.21193186938762665,0.30625230073928833,-0.1568775177001953,-3.087256118305959e-05,-0.0038400180637836456,-0.09086684882640839,-0.02787105366587639,-2.990098476409912,0.03786718100309372,-0.009654064662754536,0.21193906664848328,-0.06362771987915039,-1.9549497365951538,-0.014768163673579693,-0.005986899137496948,-0.023236174136400223,-0.0003307595616206527,-0.0072804782539606094,-0.011900758370757103,-5.6619367599487305,0.22641894221305847,1.8678226470947266,16.472917556762695,0.009999999776482582,-0.006269295234233141,4.770909786224365,0.7247672080993652,0.10413312911987305,118595.0,0.5120947957038879,611.02001953125,586.2000122070312,-221.41973876953125,-213.34481811523438
26,-2.5250425338745117,-0.14009694755077362,-0.21071796119213104,0.30512744188308716,-0.15576167404651642,-3.0149660233291797e-05,-0.0038161445409059525,-0.09030621498823166,-0.027651887387037277,-2.9210638999938965,0.037757448852062225,-0.009530113078653812,0.21112404763698578,-0.06340412050485611,-1.6586021184921265,-0.014644322916865349,-0.00596901960670948,-0.022992584854364395,-0.00032781396294012666,-0.007148371543735266,-0.011834502220153809,-5.644813537597656,0.2284088134765625,1.8536345958709717,16.473608016967773,0.009999999776482582,-0.006624478381127119,4.368398666381836,0.7255291938781738,0.10462689399719238,118416.0,0.5124640464782715,636.6799926757812,611.02001953125,-225.61561584472656,-221.41973876953125
27,-2.741575241088867,-0.15218159556388855,-0.22912880778312683,0.33025282621383667,-0.16570886969566345,-3.329108585603535e-05,-0.004114305134862661,-0.09792964160442352,-0.02998463809490204,-3.139585494995117,0.04080650582909584,-0.01020187046378851,0.22874067723751068,-0.06856057047843933,-2.073202133178711,-0.015927698463201523,-0.006457358133047819,-0.024370675906538963,-0.000359643338015303,-0.007512789219617844,-0.012838783673942089,-6.10411262512207,0.24712209403514862,2.02345871925354,16.51984214782715,0.009999999776482582,-0.006375782657414675,3.894519567489624,0.7256441116333008,0.10426735877990723,118451.0,0.5128927826881409,659.3400268554688,636.6799926757812,-239.61912536621094,-225.61561584472656
28,-2.7202796936035156,-0.15141616761684418,-0.2278810441493988,0.3278779685497284,-0.1672515869140625,-3.473016113275662e-05,-0.004088413901627064,-0.09779258072376251,-0.02992839924991131,-3.1468214988708496,0.040649764239788055,-0.010421986691653728,0.22619549930095673,-0.06831757724285126,-1.8639811277389526,-0.015993380919098854,-0.006432583089917898,-0.025701284408569336,-0.0003532419796101749,-0.007750984281301498,-0.01280800998210907,-6.0944061279296875,0.2460668534040451,2.0257644653320312,16.511550903320312,0.006666666828095913,-0.005621136631816626,4.073386192321777,0.7306199073791504,0.10445547103881836,117718.0,0.5132350325584412,683.02001953125,683.02001953125,-245.80502319335938,-245.80502319335938
29,-2.943174362182617,-0.16412898898124695,-0.2472647875547409,0.3542533814907074,-0.17786702513694763,-3.481398744042963e-05,-0.004439414478838444,-0.10549311339855194,-0.032185349613428116,-3.3945415019989014,0.04381495714187622,-0.011109388433396816,0.24459543824195862,-0.07375644147396088,-2.23907470703125,-0.017222104594111443,-0.006950396578758955,-0.029054727405309677,-0.00037774184602312744,-0.008088578470051289,-0.013806000351905823,-6.584969997406006,0.26488733291625977,2.160947799682617,16.53266716003418,0.006666666828095913,-0.007761878427118063,3.7765629291534424,0.7249395847320557,0.1040654182434082,118580.0,0.5134278535842896,709.6199951171875,709.6199951171875,-259.42242431640625,-259.42242431640625
30,-3.044595241546631,-0.1693325936794281,-0.2550306022167206,0.36625367403030396,-0.1839871108531952,-3.6427067243494093e-05,-0.004548309370875359,-0.10896895825862885,-0.03337801992893219,-3.4971396923065186,0.04527243226766586,-0.011529437266290188,0.25280046463012695,-0.07627725601196289,-2.32511830329895,-0.01782878488302231,-0.0071813552640378475,-0.028628338128328323,-0.00038849207339808345,-0.008360601030290127,-0.01428385078907013,-6.801566123962402,0.2746318578720093,2.2281503677368164,16.58003044128418,0.006666666828095913,-0.005713466554880142,3.532567024230957,0.7305183410644531,0.10402512550354004,117793.0,0.5144065618515015,732.4199829101562,732.4199829101562,-269.47216796875,-269.47216796875
31,-3.0167794227600098,-0.16816751658916473,-0.25330981612205505,0.3624829649925232,-0.18423745036125183,-3.7704048736486584e-05,-0.004517677240073681,-0.10832693427801132,-0.03324129432439804,-3.4709670543670654,0.044894974678754807,-0.011578677222132683,0.250103235244751,-0.0755181536078453,-2.233671188354492,-0.017777232453227043,-0.007116187363862991,-0.028061872348189354,-0.0003940199385397136,-0.008453084155917168,-0.014203689992427826,-6.740348815917969,0.2730448842048645,2.212286949157715,16.551071166992188,0.009999999776482582,-0.0056584905833005905,3.572803258895874,0.7230308055877686,0.10399436950683594,118864.0,0.5143532156944275,753.2000122070312,753.2000122070312,-274.8283996582031,-274.8283996582031
32,-3.246762752532959,-0.18132106959819794,-0.2730993926525116,0.3902541995048523,-0.1974257230758667,-4.010818884125911e-05,-0.004826423712074757,-0.11669754981994629,-0.035746268928050995,-3.6528632640838623,0.04831280931830406,-0.01248144917190075,0.26930075883865356,-0.08129380643367767,-2.414882183074951,-0.01925426349043846,-0.007674065884202719,-0.030666088685393333,-0.0004201382107567042,-0.009099651128053665,-0.015302496030926704,-7.274495601654053,0.2931513786315918,2.404771566390991,16.58625602722168,0.006666666828095913,-0.006090790964663029,3.1487109661102295,0.7330582141876221,0.10403108596801758,117435.0,0.5146932005882263,778.9299926757812,778.9299926757812,-282.6781921386719,-282.6781921386719
33,-3.3443312644958496,-0.1867106854915619,-0.28123342990875244,0.40225446224212646,-0.20249459147453308,-4.2498373659327626e-05,-0.004974757321178913,-0.12025891989469528,-0.036781180649995804,-3.8449409008026123,0.049909498542547226,-0.012953120283782482,0.27845901250839233,-0.08354981988668442,-2.7825140953063965,-0.0196080282330513,-0.007900631055235863,-0.03210107237100601,-0.0004344263579696417,-0.009477708488702774,-0.015775954350829124,-7.483325481414795,0.3031409978866577,2.447737693786621,16.5931396484375,0.006666666828095913,-0.008228825405240059,2.8792285919189453,0.7502346038818359,0.10466647148132324,114988.0,0.5149520039558411,804.0599975585938,804.0599975585938,-296.35443115234375,-296.35443115234375
34,-3.302422046661377,-0.18508782982826233,-0.2790076732635498,0.3972128629684448,-0.19944028556346893,-4.061234722030349e-05,-0.004911569878458977,-0.11870180070400238,-0.036243267357349396,-3.5989863872528076,0.04920223355293274,-0.012772655114531517,0.2757999897003174,-0.08227177709341049,-2.279250383377075,-0.019460583105683327,-0.007801407482475042,-0.03311160206794739,-0.00042540853610262275,-0.009317325428128242,-0.015578895807266235,-7.390023231506348,0.30648738145828247,2.42807674407959,16.621601104736328,0.006666666828095913,-0.006797483656555414,2.9355807304382324,0.7466311454772949,0.10451507568359375,115496.0,0.5158536434173584,829.4199829101562,853.8699951171875,-296.50738525390625,-305.8403625488281
35,-3.5494461059570312,-0.1984117478132248,-0.29890960454940796,0.4262549877166748,-0.21265295147895813,-4.389539753901772e-05,-0.005306979175657034,-0.12769058346748352,-0.039044253528118134,-3.9086692333221436,0.05262976884841919,-0.013534283265471458,0.29634377360343933,-0.08818177878856659,-2.5670106410980225,-0.020931899547576904,-0.008373541757464409,-0.03311782330274582,-0.0004639200633391738,-0.009905415587127209,-0.01675250008702278,-7.934206962585449,0.32638150453567505,2.6173458099365234,16.637584686279297,0.006666666828095913,-0.0067900666035711765,2.6311206817626953,0.7497744560241699,0.10433721542358398,115095.0,0.516029953956604,853.8699951171875,874.8599853515625,-305.8403625488281,-313.6727294921875
36,-3.6600558757781982,-0.20485322177410126,-0.3089125156402588,0.43825528025627136,-0.2197457253932953,-4.46137273684144e-05,-0.00543341925367713,-0.13141414523124695,-0.040261756628751755,-3.925226926803589,0.05426807329058647,-0.014097209088504314,0.3028818964958191,-0.09116564691066742,-2.6913278102874756,-0.021772276610136032,-0.008607658557593822,-0.032733768224716187,-0.00048270204570144415,-0.0103306844830513,-0.017293699085712433,-8.14854907989502,0.3384109139442444,2.741763114929199,16.645753860473633,0.006666666828095913,-0.0077272276394069195,2.4259815216064453,0.7471704483032227,0.10401511192321777,115490.0,0.5162610411643982,874.8599853515625,900.469970703125,-313.6727294921875,-321.1533508300781
37,-3.752866506576538,-0.21058455109596252,-0.31742674112319946,0.4502555727958679,-0.2288026064634323,-4.604304558597505e-05,-0.005586414597928524,-0.13511937856674194,-0.041228361427783966,-4.071720123291016,0.055783532559871674,-0.014646556228399277,0.31133395433425903,-0.09361784160137177,-2.6031723022460938,-0.022418169304728508,-0.008855527266860008,-0.036552634090185165,-0.00048498003161512315,-0.01074516773223877,-0.017759978771209717,-8.397635459899902,0.34822285175323486,2.752345561981201,16.65739631652832,0.006666666828095913,-0.0070690312422811985,2.2741482257843018,0.7480669021606445,0.10386991500854492,115388.0,0.5160396695137024,900.469970703125,924.5800170898438,-321.1533508300781,-328.989013671875
