step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
249,-1.1743431091308594,-0.021183907985687256,-0.031186824664473534,0.4796522557735443,-0.048487238585948944,-1.13027117549791e-05,-0.0013984236866235733,-0.00949071254581213,-0.009765006601810455,-0.9203580617904663,0.05487873777747154,-0.011493167839944363,0.48233509063720703,-0.057875797152519226,-0.08737508952617645,-0.019539987668395042,-0.0017229890218004584,-0.01668967679142952,-0.00011138061381643638,-0.009195170365273952,-0.016758978366851807,-0.3040938973426819,0.6553862690925598,3.169099807739258,-11.094666481018066,0.0005852766335010529,-0.007026704028248787,0.037778716534376144,0.7902674674987793,0.10420465469360352,109901.0,0.1475292593240738,1001.0,1001.0,43.545066833496094,54.5057487487793
250,-1.1245486736297607,-0.02020973153412342,-0.0297471284866333,0.458797812461853,-0.047827109694480896,-1.1282803825451992e-05,-0.0013291573850437999,-0.009036618284881115,-0.009412789717316628,-0.8596245646476746,0.05227373540401459,-0.010840951465070248,0.4621090292930603,-0.05515248700976372,-0.08259542286396027,-0.018395982682704926,-0.0016399876913055778,-0.015509076416492462,-0.00010898848995566368,-0.008864657022058964,-0.015992220491170883,-0.28647947311401367,0.629265546798706,2.9809398651123047,-11.156542778015137,0.0008779149502515793,-0.008153539150953293,0.03675515577197075,0.8002989292144775,0.10380673408508301,108730.0,0.14710886776447296,1001.0,1001.0,43.42202377319336,54.79811096191406
251,-1.118410587310791,-0.020025767385959625,-0.029402337968349457,0.458797812461853,-0.04762612283229828,-1.1651944078039378e-05,-0.0013279160484671593,-0.008982518687844276,-0.009390785358846188,-0.8723354339599609,0.05204816162586212,-0.010557136498391628,0.4622354209423065,-0.055117398500442505,-0.08412757515907288,-0.01840689592063427,-0.001632479950785637,-0.014615245163440704,-0.0001104028633562848,-0.008437800221145153,-0.015995945781469345,-0.28459954261779785,0.6274360418319702,2.9973039627075195,-11.205409049987793,0.0005852766335010529,-0.007768074981868267,0.03734327107667923,0.7968239784240723,0.1041879653930664,109103.0,0.14681412279605865,1001.0,1001.0,43.32114791870117,55.7122688293457
252,-1.2090044021606445,-0.021699083968997,-0.03190144896507263,0.5005067586898804,-0.050948649644851685,-1.2380205589579418e-05,-0.001433291006833315,-0.009736761450767517,-0.010100701823830605,-0.9610114097595215,0.05697692185640335,-0.011488564312458038,0.5092467665672302,-0.05874195322394371,-0.08463864028453827,-0.020454473793506622,-0.001775458687916398,-0.015398679301142693,-0.00011442851973697543,-0.009013749659061432,-0.017482658848166466,-0.30292874574661255,0.6814017295837402,3.3046493530273438,-11.258333206176758,0.00039018443203531206,-0.007026166655123234,0.03964586928486824,0.8085088729858398,0.10438919067382812,107683.0,0.1463088095188141,1001.0,1001.0,44.522491455078125,54.93988037109375
253,-1.1509373188018799,-0.020634815096855164,-0.030327610671520233,0.4796522557735443,-0.048260398209095,-1.1589268979150802e-05,-0.0013631910551339388,-0.009274190291762352,-0.009647868573665619,-0.9084269404411316,0.05471032112836838,-0.01133577898144722,0.49080389738082886,-0.05552332103252411,-0.08466053009033203,-0.019494520500302315,-0.001694642473012209,-0.016427941620349884,-0.00010989222209900618,-0.009161731228232384,-0.01674918457865715,-0.2893776297569275,0.6562667489051819,3.1421751976013184,-11.317368507385254,0.0005852766335010529,-0.008309007622301579,0.03425252065062523,0.7962424755096436,0.10368871688842773,109235.0,0.1460716724395752,1001.0,1001.0,44.681461334228516,55.5108757019043
254,-1.1959844827651978,-0.021427925676107407,-0.03150685131549835,0.5005067586898804,-0.049593620002269745,-1.1952672139159404e-05,-0.0014340730849653482,-0.009618274867534637,-0.010035183280706406,-0.9395546317100525,0.05709829926490784,-0.011944092810153961,0.5107570290565491,-0.05832241475582123,-0.0882197842001915,-0.020515065640211105,-0.0017574457451701164,-0.016476016491651535,-0.00011387356789782643,-0.009412525221705437,-0.017632868140935898,-0.29319992661476135,0.6879309415817261,3.320740222930908,-11.386368751525879,0.0008779149502515793,-0.008801180869340897,0.032143667340278625,0.7940731048583984,0.10391569137573242,109471.0,0.14563696086406708,1001.0,1001.0,45.757564544677734,55.7743034362793
255,-1.1882312297821045,-0.021221159026026726,-0.03115743026137352,0.5005067586898804,-0.05023488402366638,-1.259916098206304e-05,-0.0014256872236728668,-0.00954467710107565,-0.010010993108153343,-0.933517336845398,0.05703417956829071,-0.01192337553948164,0.5115014910697937,-0.058115631341934204,-0.08476393669843674,-0.020360805094242096,-0.0017474580090492964,-0.016529876738786697,-0.00011610460205702111,-0.009683477692306042,-0.01760076731443405,-0.28999125957489014,0.6868063807487488,3.2867047786712646,-11.407004356384277,0.0008779149502515793,-0.0054725417867302895,0.03541823476552963,0.7682945728302002,0.10403752326965332,112691.0,0.1454295516014099,1001.0,1001.0,45.57094192504883,55.532833099365234
256,-1.182487964630127,-0.021055972203612328,-0.030927984043955803,0.5005067586898804,-0.049967601895332336,-1.202193379867822e-05,-0.0014202638994902372,-0.009443966671824455,-0.0099289920181036,-0.9251459836959839,0.05705465376377106,-0.011778373271226883,0.5125552415847778,-0.05782289430499077,-0.08747558295726776,-0.02055118978023529,-0.0017271097749471664,-0.01589616760611534,-0.00011567078036023304,-0.009547097608447075,-0.017574001103639603,-0.2797701358795166,0.6894330978393555,3.262404203414917,-11.460278511047363,0.001316872425377369,-0.006229408551007509,0.03530549630522728,0.7556746006011963,0.10428786277770996,114311.0,0.14493867754936218,1001.0,1001.0,45.46494674682617,55.61076354980469
257,-1.176518440246582,-0.02092372253537178,-0.030747925862669945,0.5005067586898804,-0.04899020493030548,-1.1959061339439359e-05,-0.0013962754746899009,-0.009388238191604614,-0.009864330291748047,-0.9308179616928101,0.056909725069999695,-0.01154961809515953,0.5140920281410217,-0.05739600211381912,-0.08707021176815033,-0.020275074988603592,-0.0017182286828756332,-0.01538475975394249,-0.00011291973351035267,-0.009400703944265842,-0.017522897571325302,-0.27407124638557434,0.6886310577392578,3.2521331310272217,-11.513350486755371,0.001316872425377369,-0.006089532282203436,0.03743835166096687,0.7578144073486328,0.10439920425415039,114013.0,0.14459925889968872,1001.0,1001.0,46.00040817260742,56.27240753173828
258,-1.1667779684066772,-0.020794425159692764,-0.030545197427272797,0.5005067586898804,-0.04860859364271164,-1.181587140308693e-05,-0.0014119558036327362,-0.009367747232317924,-0.009801574982702732,-0.9322894811630249,0.05704320967197418,-0.011715799570083618,0.5173196196556091,-0.05649943649768829,-0.08590453118085861,-0.020245760679244995,-0.0017210760852321982,-0.015746310353279114,-0.00011124149750685319,-0.009851685725152493,-0.01756882667541504,-0.271772563457489,0.6885882616043091,3.25828218460083,-11.576683044433594,0.001316872425377369,-0.008020104840397835,0.03977147117257118,0.7537486553192139,0.10416650772094727,114584.0,0.14434459805488586,1001.0,1001.0,46.55228042602539,57.348636627197266
259,-1.116334319114685,-0.019884921610355377,-0.029218321666121483,0.4796522557735443,-0.04720759391784668,-1.1527648894116282e-05,-0.0013448175741359591,-0.008924608118832111,-0.009399334900081158,-0.8726708292961121,0.05482679605484009,-0.01160220056772232,0.49554023146629333,-0.05420762300491333,-0.07735082507133484,-0.019460588693618774,-0.0016385302878916264,-0.014949585311114788,-0.00010683595610316843,-0.010037107393145561,-0.016918618232011795,-0.256578266620636,0.6626033782958984,3.183018445968628,-11.619922637939453,0.001316872425377369,-0.006470932625234127,0.035757970064878464,0.7565310001373291,0.10434699058532715,114190.0,0.14407074451446533,1001.0,1001.0,47.57231140136719,57.16727828979492
260,-1.1629905700683594,-0.020625527948141098,-0.03027571365237236,0.5005067586898804,-0.04889872297644615,-1.1899379387614317e-05,-0.0014128291513770819,-0.009251385927200317,-0.009804345667362213,-0.9229027032852173,0.056921955198049545,-0.011784735135734081,0.5187199711799622,-0.056110452860593796,-0.08316998183727264,-0.020465297624468803,-0.0016980040818452835,-0.01510147750377655,-0.00011322360660415143,-0.009912545792758465,-0.017667483538389206,-0.26179444789886475,0.6903064250946045,3.3137245178222656,-11.661687850952148,0.001316872425377369,-0.007355031091719866,0.03424995020031929,0.7612719535827637,0.10460853576660156,113530.0,0.14379504323005676,1001.0,1001.0,48.05868148803711,57.491668701171875
261,-1.1520287990570068,-0.020424731075763702,-0.029959892854094505,0.5005067586898804,-0.04816290736198425,-1.2284962394915055e-05,-0.0013878736644983292,-0.009213383309543133,-0.009723570197820663,-0.932146430015564,0.05704375356435776,-0.011974301189184189,0.5203282237052917,-0.05566371604800224,-0.0828787088394165,-0.020080719143152237,-0.0016967717092484236,-0.016076605767011642,-0.00011132769577670842,-0.01030347403138876,-0.01756756752729416,-0.26120829582214355,0.6878552436828613,3.276801586151123,-11.710886001586914,0.001316872425377369,-0.005927482154220343,0.036759331822395325,0.763664722442627,0.10440802574157715,113243.0,0.1434929072856903,1001.0,1001.0,46.9426155090332,58.039398193359375
262,-1.1525999307632446,-0.020364489406347275,-0.029852624982595444,0.5005067586898804,-0.049471914768218994,-1.270737629965879e-05,-0.0013842390617355704,-0.009144710376858711,-0.00977489072829485,-0.9265233874320984,0.05665765330195427,-0.011555108241736889,0.5190653204917908,-0.0560145378112793,-0.0869365781545639,-0.02015339769423008,-0.0016834167763590813,-0.014643644914031029,-0.00011221504246350378,-0.009755203500390053,-0.01768101379275322,-0.2544235587120056,0.6890654563903809,3.251676559448242,-11.76180648803711,0.001316872425377369,-0.0065857842564582825,0.033616382628679276,0.7528526782989502,0.10414361953735352,114707.0,0.14309796690940857,1001.0,1001.0,47.13017654418945,58.76064682006836
263,-1.0948154926300049,-0.019382130354642868,-0.028427887707948685,0.4796522557735443,-0.04604431986808777,-1.1468720913399011e-05,-0.0013141095405444503,-0.008703567087650299,-0.00926455482840538,-0.8909244537353516,0.05450503155589104,-0.011140811257064342,0.5000589489936829,-0.05295239016413689,-0.08660303056240082,-0.01984850876033306,-0.001603705226443708,-0.013775937259197235,-0.00010367272625444457,-0.009614614769816399,-0.01700473390519619,-0.23887798190116882,0.65873783826828,3.1900806427001953,-11.831686019897461,0.001316872425377369,-0.0051085310988128185,0.034594692289829254,0.7499492168426514,0.1039581298828125,115122.0,0.14279119670391083,1001.0,1001.0,48.74787521362305,58.93220901489258
264,-1.138589859008789,-0.020121078938245773,-0.029529765248298645,0.5005067586898804,-0.04777514934539795,-1.2019096175208688e-05,-0.0013727806508541107,-0.009022531099617481,-0.009652297012507915,-0.9013737440109253,0.056897781789302826,-0.0116764847189188,0.5228785276412964,-0.05495528504252434,-0.09034596383571625,-0.020521266385912895,-0.0016641634283587337,-0.015604856424033642,-0.00011018267105100676,-0.010504744946956635,-0.01774747669696808,-0.24643373489379883,0.6937521696090698,3.2987189292907715,-11.88947582244873,0.0008779149502515793,-0.008062983863055706,0.04030608385801315,0.7579200267791748,0.10412979125976562,114035.0,0.14232395589351654,1001.0,1001.0,48.618064880371094,58.6271858215332
265,-1.0840389728546143,-0.019126012921333313,-0.028049834072589874,0.4796522557735443,-0.045570097863674164,-1.1419869224482682e-05,-0.0013189089950174093,-0.008616691455245018,-0.009182099252939224,-0.892957866191864,0.0544864758849144,-0.011224068701267242,0.5024771094322205,-0.052280694246292114,-0.08586114645004272,-0.019656922668218613,-0.0015920766163617373,-0.015077921561896801,-0.00010265493619954214,-0.009700631722807884,-0.016892775893211365,-0.23072192072868347,0.6577972769737244,3.1466920375823975,-11.945480346679688,0.001316872425377369,-0.00558107253164053,0.039254721254110336,0.7432453632354736,0.10370278358459473,116068.0,0.1419137865304947,1001.0,1001.0,48.661685943603516,59.36077880859375
266,-1.129149079322815,-0.019853312522172928,-0.029085267335176468,0.5005067586898804,-0.04911046475172043,-1.2288607649679761e-05,-0.001390388235449791,-0.008922901935875416,-0.009642905555665493,-0.9029316902160645,0.056862711906433105,-0.011664341203868389,0.5221477746963501,-0.055158309638500214,-0.08463474363088608,-0.020307058468461037,-0.0016491662245243788,-0.015325750224292278,-0.0001151393516920507,-0.01008736900985241,-0.017689384520053864,-0.236201673746109,0.6937701106071472,3.295450210571289,-12.01132583618164,0.0008779149502515793,-0.00739479111507535,0.03331317752599716,0.7587323188781738,0.104278564453125,113908.0,0.14165259897708893,1001.0,1001.0,49.019500732421875,58.952301025390625
267,-1.0796674489974976,-0.01894453540444374,-0.027764659374952316,0.4796522557735443,-0.045937806367874146,-1.1344540325808339e-05,-0.0013291907962411642,-0.008499416522681713,-0.009178908541798592,-0.8483569622039795,0.05453936383128166,-0.01107083447277546,0.5001003742218018,-0.052940934896469116,-0.07865498214960098,-0.019770674407482147,-0.0015678794588893652,-0.013417629525065422,-0.00010718989506131038,-0.009463614784181118,-0.017010526731610298,-0.2241460531949997,0.6683065891265869,3.201592445373535,-12.019363403320312,0.001316872425377369,-0.005414171610027552,0.03661852329969406,0.750657320022583,0.10454607009887695,114948.0,0.14135897159576416,1001.0,1001.0,50.02080154418945,59.8043212890625
268,-1.1166226863861084,-0.019648253917694092,-0.02879999577999115,0.5005067586898804,-0.04720648378133774,-1.1980492672591936e-05,-0.001357479253783822,-0.008864440023899078,-0.009492600336670876,-0.9012535810470581,0.05692489445209503,-0.011620502918958664,0.5256940722465515,-0.05417320132255554,-0.08261813223361969,-0.020641863346099854,-0.0016424001660197973,-0.015122456476092339,-0.00010873383143916726,-0.009997754357755184,-0.017758335918188095,-0.23494133353233337,0.6933197975158691,3.306978225708008,-12.083107948303223,0.001316872425377369,-0.005648032296448946,0.03768949583172798,0.7518994808197021,0.10402727127075195,114850.0,0.1410135179758072,1001.0,1001.0,49.596858978271484,59.577606201171875
269,-1.0645644664764404,-0.018670223653316498,-0.027335848659276962,0.4796522557735443,-0.045209549367427826,-1.1111798812635243e-05,-0.0013048907276242971,-0.008418691344559193,-0.009090345352888107,-0.8651360273361206,0.054520636796951294,-0.010953354649245739,0.5058348178863525,-0.05134797841310501,-0.07992714643478394,-0.01969306729733944,-0.0015629356494173408,-0.014065961353480816,-0.00010257773101329803,-0.009481599554419518,-0.016988592222332954,-0.2159423679113388,0.664625883102417,3.170914649963379,-12.132370948791504,0.001316872425377369,-0.006910288240760565,0.03754220902919769,0.7511897087097168,0.1045081615447998,114881.0,0.14085282385349274,1001.0,1001.0,50.17604064941406,60.236263275146484
270,-1.1122725009918213,-0.01947716437280178,-0.028500450775027275,0.5005067586898804,-0.04761245474219322,-1.2732734830933623e-05,-0.0013798525324091315,-0.008774643763899803,-0.00954175740480423,-0.8983263969421387,0.056814976036548615,-0.011719449423253536,0.5276285409927368,-0.053635865449905396,-0.08356165885925293,-0.020516855642199516,-0.001629038481041789,-0.014122452586889267,-0.00011155407264595851,-0.009656477719545364,-0.017723102122545242,-0.22604265809059143,0.6934142112731934,3.2958502769470215,-12.161270141601562,0.001316872425377369,-0.005141347646713257,0.03296750783920288,0.7607197761535645,0.10425066947937012,113650.0,0.14056968688964844,1001.0,1001.0,50.45063018798828,61.075313568115234
271,-1.099503517150879,-0.019262012094259262,-0.02816317044198513,0.5005067586898804,-0.04642234370112419,-1.1509586329339072e-05,-0.0013505276292562485,-0.008722945116460323,-0.009386315010488033,-0.9181885719299316,0.0570019856095314,-0.011461308225989342,0.5275214910507202,-0.05366557091474533,-0.08926109969615936,-0.020722322165966034,-0.0016234799986705184,-0.015154431574046612,-0.00010612239566398785,-0.01001075841486454,-0.01776709035038948,-0.224516361951828,0.690737247467041,3.288510799407959,-12.214238166809082,0.001316872425377369,-0.006305173970758915,0.028623901307582855,0.7495520114898682,0.10417771339416504,115146.0,0.140176460146904,1001.0,1001.0,49.86384963989258,61.379947662353516
272,-1.0982584953308105,-0.019209597259759903,-0.028046464547514915,0.5005067586898804,-0.04737405106425285,-1.271895416721236e-05,-0.0013672513887286186,-0.008673613891005516,-0.00946733821183443,-0.8844113349914551,0.05679403990507126,-0.011553514748811722,0.5277117490768433,-0.05361272022128105,-0.08975870907306671,-0.020329153165221214,-0.0016153459437191486,-0.013601343147456646,-0.00010973832104355097,-0.010492916218936443,-0.01780303567647934,-0.2194899320602417,0.6958359479904175,3.2956466674804688,-12.256387710571289,0.0008779149502515793,-0.006236643996089697,0.03729791194200516,0.7572181224822998,0.10369420051574707,114185.0,0.1399700939655304,1001.0,1001.0,51.06766128540039,60.816505432128906
273,-1.0972250699996948,-0.019123904407024384,-0.02792160026729107,0.5005067586898804,-0.04699642211198807,-1.2265652912901714e-05,-0.0013429302489385009,-0.008604060858488083,-0.009469842538237572,-0.8755051493644714,0.05663836747407913,-0.011399725452065468,0.5286420583724976,-0.05335433408617973,-0.08640875667333603,-0.020382769405841827,-0.001600305549800396,-0.01385178230702877,-0.00011002272367477417,-0.009877849370241165,-0.017787259072065353,-0.21248917281627655,0.69963139295578,3.317692756652832,-12.31190013885498,0.0008779149502515793,-0.007417956832796335,0.036217331886291504,0.7582063674926758,0.10460400581359863,113934.0,0.13980695605278015,1001.0,1001.0,51.67333221435547,60.94795227050781
274,-1.0939290523529053,-0.019043872132897377,-0.02779758721590042,0.5005067586898804,-0.04657719284296036,-1.213515133713372e-05,-0.0013317090924829245,-0.00854742806404829,-0.009448109194636345,-0.8667370080947876,0.05658774822950363,-0.01127417292445898,0.5274000763893127,-0.0536993071436882,-0.08195239305496216,-0.020606279373168945,-0.0015894128009676933,-0.013712925836443901,-0.00011146086035296321,-0.009986691176891327,-0.01780974678695202,-0.20858192443847656,0.7020004987716675,3.3498058319091797,-12.364563941955566,0.0005852766335010529,-0.0076565914787352085,0.0326928086578846,0.7589163780212402,0.10401177406311035,113919.0,0.13950735330581665,1001.0,1001.0,52.651859283447266,61.02302551269531
275,-1.0891876220703125,-0.01901090145111084,-0.027776960283517838,0.5005067586898804,-0.04697544872760773,-1.2250906365807168e-05,-0.0013405364006757736,-0.008542723022401333,-0.00939994864165783,-0.8756327629089355,0.05659601092338562,-0.011176666244864464,0.5297437906265259,-0.0530482679605484,-0.08436840027570724,-0.02036096900701523,-0.0015912249218672514,-0.013264825567603111,-0.0001106478666770272,-0.0097531508654356,-0.01775032840669155,-0.20977777242660522,0.6980134844779968,3.339406967163086,-12.403322219848633,0.0008779149502515793,-0.008046859875321388,0.03140430152416229,0.7579524517059326,0.10397911071777344,114050.0,0.13921675086021423,1001.0,1001.0,51.878196716308594,61.57366180419922
276,-1.0347115993499756,-0.018080255016684532,-0.02639530599117279,0.4796522557735443,-0.04445585608482361,-1.1656133210635744e-05,-0.001295655034482479,-0.008166489191353321,-0.008940436877310276,-0.8486992120742798,0.05461340770125389,-0.01104520820081234,0.5103172659873962,-0.05010286718606949,-0.08009473979473114,-0.01971559040248394,-0.001527335844002664,-0.014544280245900154,-0.00010341580491513014,-0.009442050009965897,-0.01703621819615364,-0.2001597136259079,0.6688370704650879,3.1734213829040527,-12.478667259216309,0.00039018443203531206,-0.006896809209138155,0.03367500752210617,0.7520761489868164,0.10381126403808594,114856.0,0.1388411968946457,1001.0,1001.0,52.0417366027832,61.27440643310547
277,-1.0770673751831055,-0.018767215311527252,-0.027362044900655746,0.5005067586898804,-0.04590488597750664,-1.2329996025073342e-05,-0.0013486517127603292,-0.008503712713718414,-0.00935340952128172,-0.8720717430114746,0.05700155720114708,-0.011538228020071983,0.5344390273094177,-0.0517440065741539,-0.08369342982769012,-0.020297009497880936,-0.0015953003894537687,-0.01415462326258421,-0.00010683921573217958,-0.009804276749491692,-0.017767373472452164,-0.20834442973136902,0.6996936798095703,3.2920727729797363,-12.50817584991455,0.0005852766335010529,-0.007943897508084774,0.03204244375228882,0.7570590972900391,0.1038970947265625,114180.0,0.13855360448360443,1001.0,1001.0,51.78990173339844,62.57453155517578
278,-1.0280007123947144,-0.017912112176418304,-0.02613133192062378,0.4796522557735443,-0.0438968650996685,-1.1469681339804083e-05,-0.00128005666192621,-0.008111415430903435,-0.008879086002707481,-0.8350817561149597,0.0547165647149086,-0.011028571985661983,0.512895405292511,-0.04938669502735138,-0.0737680196762085,-0.01977156661450863,-0.0015185558004304767,-0.013451005332171917,-0.00010006030788645148,-0.009350130334496498,-0.017096158117055893,-0.1967702955007553,0.6712815165519714,3.1728906631469727,-12.529562950134277,0.0008779149502515793,-0.006485330406576395,0.031149404123425484,0.7508516311645508,0.10391044616699219,115007.0,0.13837331533432007,1001.0,1001.0,52.63765335083008,62.377071380615234
279,-1.0650899410247803,-0.018604792654514313,-0.027114471420645714,0.5005067586898804,-0.0460660420358181,-1.228878682013601e-05,-0.001356201944872737,-0.008462416008114815,-0.00926361232995987,-0.8892806768417358,0.057098448276519775,-0.011463899165391922,0.5381677150726318,-0.050708234310150146,-0.0837036594748497,-0.020717278122901917,-0.0015946058556437492,-0.013874459080398083,-0.00010382552864030004,-0.009629501029849052,-0.017833014950156212,-0.20447397232055664,0.6953195333480835,3.3318285942077637,-12.589728355407715,0.0005852766335010529,-0.00624363636597991,0.03128880262374878,0.7564876079559326,0.10439014434814453,114190.0,0.138047456741333,1001.0,1001.0,52.85145950317383,61.7293815612793
280,-1.0636472702026367,-0.018464047461748123,-0.026872199028730392,0.5005067586898804,-0.04631955921649933,-1.2571930710691959e-05,-0.0013300073333084583,-0.008363407105207443,-0.009288139641284943,-0.8656715750694275,0.056789807975292206,-0.01122935302555561,0.535029411315918,-0.051580026745796204,-0.08480244874954224,-0.020794587209820747,-0.0015714361798018217,-0.014796940609812737,-0.0001077331107808277,-0.00972757302224636,-0.017867106944322586,-0.19942352175712585,0.7010347247123718,3.371922016143799,-12.638445854187012,0.0008779149502515793,-0.006808046251535416,0.03291899338364601,0.7513649463653564,0.10345244407653809,115000.0,0.13775822520256042,1001.0,1001.0,53.955928802490234,62.15937042236328
281,-1.0193039178848267,-0.017702635377645493,-0.025777645409107208,0.4796522557735443,-0.04365066811442375,-1.1366664693923667e-05,-0.0012768310261890292,-0.00801905058324337,-0.00888243317604065,-0.8418253660202026,0.05452699959278107,-0.010720206424593925,0.5131435394287109,-0.04931775480508804,-0.08332604169845581,-0.01978098228573799,-0.0015068500069901347,-0.013432694599032402,-0.00010112178279086947,-0.009003281593322754,-0.017084678635001183,-0.1918536126613617,0.6688072681427002,3.2108335494995117,-12.67404556274414,0.0008779149502515793,-0.006890050135552883,0.03411724418401718,0.7540526390075684,0.10383105278015137,114588.0,0.13756631314754486,1001.0,1001.0,53.6619758605957,62.135440826416016
282,-1.0583643913269043,-0.018337421119213104,-0.02674098312854767,0.5005067586898804,-0.04475688934326172,-1.2140801118221134e-05,-0.00131756323389709,-0.008274138905107975,-0.009160436689853668,-0.855364978313446,0.05686216801404953,-0.01117564644664526,0.5357742309570312,-0.05137311667203903,-0.09338279813528061,-0.02099931240081787,-0.001550458837300539,-0.014568192884325981,-0.00010653020581230521,-0.009178797714412212,-0.01787196658551693,-0.19279710948467255,0.7016968727111816,3.3618552684783936,-12.709065437316895,0.0005852766335010529,-0.008148985914885998,0.03428267687559128,0.7483649253845215,0.10440707206726074,115275.0,0.1373208910226822,1001.0,1001.0,54.000091552734375,62.602943420410156
283,-1.0564701557159424,-0.018231980502605438,-0.026517599821090698,0.5005067586898804,-0.04601242393255234,-1.2293879990465939e-05,-0.0013205090072005987,-0.008224190212786198,-0.00923565961420536,-0.8503705859184265,0.05672600120306015,-0.010931416414678097,0.5346936583518982,-0.051673270761966705,-0.08161941170692444,-0.020715393126010895,-0.0015416312962770462,-0.01344894990324974,-0.00010760901204776019,-0.009084172546863556,-0.017847418785095215,-0.18630842864513397,0.7043401002883911,3.3540446758270264,-12.7496976852417,0.0008779149502515793,-0.007755441591143608,0.034427911043167114,0.7588701248168945,0.10397624969482422,113929.0,0.13711227476596832,1001.0,1001.0,54.97522735595703,62.3332405090332
284,-1.0075287818908691,-0.017461976036429405,-0.025407804176211357,0.4796522557735443,-0.04301242157816887,-1.1775015082093887e-05,-0.0012624990195035934,-0.007874645292758942,-0.00880945660173893,-0.827241063117981,0.05433584749698639,-0.010456344112753868,0.5157124400138855,-0.048604220151901245,-0.0787913054227829,-0.019924044609069824,-0.0014794885646551847,-0.013715745881199837,-0.00010320606816094369,-0.008909611031413078,-0.017132028937339783,-0.17850527167320251,0.6729153394699097,3.2187557220458984,-12.787736892700195,0.0008779149502515793,-0.007625478319823742,0.032326582819223404,0.7566938400268555,0.10416579246520996,114192.0,0.13685917854309082,1001.0,1001.0,54.35322570800781,63.449214935302734
285,-1.0461547374725342,-0.018132179975509644,-0.026385929435491562,0.5005067586898804,-0.04458063095808029,-1.2178716133348644e-05,-0.0013137124478816986,-0.00821456965059042,-0.009130943566560745,-0.8560306429862976,0.05684131383895874,-0.010679627768695354,0.5382134914398193,-0.05069553479552269,-0.08465087413787842,-0.020877351984381676,-0.001548822270706296,-0.014856326393783092,-0.00010418876627227291,-0.008753837086260319,-0.01786457560956478,-0.18738365173339844,0.7015172839164734,3.367008686065674,-12.811391830444336,0.0008779149502515793,-0.00619325740262866,0.03247914835810661,0.7712247371673584,0.10378241539001465,112346.0,0.1366608738899231,1001.0,1001.0,54.802059173583984,62.460182189941406
286,-1.0404566526412964,-0.0180827509611845,-0.026270588859915733,0.5005067586898804,-0.04456520825624466,-1.205248827318428e-05,-0.0013418322196230292,-0.008261342532932758,-0.009137739427387714,-0.8729292154312134,0.05706818401813507,-0.010883691720664501,0.541853666305542,-0.049684345722198486,-0.08168026059865952,-0.020789068192243576,-0.001566343940794468,-0.01496067550033331,-0.00010167995787924156,-0.009010352194309235,-0.017850276082754135,-0.19353467226028442,0.6990501284599304,3.350095510482788,-12.889326095581055,0.0008779149502515793,-0.0061468034982681274,0.02904408983886242,0.7533221244812012,0.10462832450866699,114580.0,0.1362103372812271,1001.0,1001.0,54.5057487487793,63.27030944824219
287,-1.041987657546997,-0.01801648736000061,-0.02616095170378685,0.5005067586898804,-0.045163266360759735,-1.2487059393606614e-05,-0.0013254794757813215,-0.00818549282848835,-0.009179219603538513,-0.8622894287109375,0.05666389688849449,-0.010937763378024101,0.5399875640869141,-0.05020271986722946,-0.08336865901947021,-0.02088400349020958,-0.0015488633653149009,-0.015717053785920143,-0.00010548530553933233,-0.00916835106909275,-0.017893444746732712,-0.1863352507352829,0.7016282081604004,3.3470170497894287,-12.95470905303955,0.00039018443203531206,-0.007219173014163971,0.029659617692232132,0.7524802684783936,0.10456085205078125,114701.0,0.13584883511066437,1001.0,1001.0,54.79811096191406,63.25343704223633
288,-1.0339192152023315,-0.017936522141098976,-0.02604464441537857,0.5005067586898804,-0.044740669429302216,-1.2309143130551092e-05,-0.0013296654215082526,-0.008166609331965446,-0.009126934222877026,-0.8575090169906616,0.056883059442043304,-0.01096879318356514,0.542779803276062,-0.04942706972360611,-0.07822485268115997,-0.02085655927658081,-0.001550113782286644,-0.014584044925868511,-0.00010250780906062573,-0.009208924137055874,-0.017913175746798515,-0.18639585375785828,0.7031499147415161,3.370025634765625,-12.987210273742676,0.0005852766335010529,-0.008374609053134918,0.033267755061388016,0.7487213611602783,0.10438728332519531,115230.0,0.13558298349380493,1001.0,1001.0,55.7122688293457,63.85630798339844
