step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_duty_balance,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_knee_swing_flexion,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
0,-0.04458092898130417,-0.0026460769586265087,-0.0038195166271179914,0.006125000771135092,-0.0026449132710695267,-9.906903386536214e-08,-4.536464984994382e-05,-0.00035129880416207016,-0.0015037552220746875,-0.0004473748558666557,-0.05834837257862091,-0.000879625033121556,0.010151739232242107,-0.0003029209328815341,0.004041902720928192,-0.0013272495707497,-0.0024894941598176956,-0.00022806802007835358,-0.00010354042751714587,0.0014581324066966772,-8.784628880675882e-05,-5.3454677981790155e-06,-0.00010958319762721658,-0.00020317797316238284,-0.20451149344444275,0.0036432675551623106,0.03874750807881355,15.935054779052734,0.001500000013038516,-0.007720416411757469,19.864225387573242,7.994244575500488,0.24724221229553223,11927.0,0.49920082092285156,13.25,,-5.598509311676025,
1,-0.1403798907995224,-0.00772513635456562,-0.011431604623794556,0.01770833134651184,-0.008235196582973003,-3.7479475167856435e-07,-0.0003740513348020613,-0.0010745963081717491,-0.004721614997833967,-0.0014488314045593143,-0.19810503721237183,-0.002248097211122513,0.03121829405426979,-0.0009218991617672145,0.012025877833366394,-0.003742811968550086,-0.021362200379371643,-0.0007341129239648581,-0.0003252261958550662,0.00495547940954566,-0.0005544177838601172,-1.6979898646241054e-05,-0.0003483300970401615,-0.0006428954657167196,-0.6458042860031128,0.009412931278347969,0.1118299588561058,15.940601348876953,0.005062500014901161,-0.005913327913731337,22.816951751708984,0.7557997703552246,0.10441160202026367,114278.0,0.49934226274490356,34.72999954223633,,-16.750797271728516,
2,-0.243259996175766,-0.013281246647238731,-0.019765609875321388,0.030249986797571182,-0.014639384113252163,-7.300693027900707e-07,-0.0010846394579857588,-0.0018733798060566187,-0.008377965539693832,-0.0026047572027891874,-0.3321326971054077,-0.0037947995588183403,0.05407038331031799,-0.001735444413498044,0.020994022488594055,-0.0062683275900781155,-0.058123551309108734,-0.0013209752505645156,-0.0005676589789800346,0.007847920060157776,-0.001235049101524055,-3.173107688780874e-05,-0.0006526187062263489,-0.0011441642418503761,-1.1298792362213135,0.01679704338312149,0.17015354335308075,15.934127807617188,0.007593750022351742,-0.005987462587654591,23.717111587524414,0.7555510997772217,0.10406637191772461,114357.0,0.49947381019592285,61.15999984741211,,-31.124372482299805,
3,-0.32667076587677,-0.017714135348796844,-0.02647804096341133,0.04035414382815361,-0.019672773778438568,-1.0328853932151105e-06,-0.001862645847722888,-0.0024950539227575064,-0.01129977311939001,-0.0035376562736928463,-0.48767709732055664,-0.004896746017038822,0.07304424047470093,-0.0023896757047623396,0.02775251492857933,-0.008432639762759209,-0.1388397067785263,-0.0017790738493204117,-0.0007666500750929117,0.011455528438091278,-0.0020600082352757454,-4.280222492525354e-05,-0.0009036222472786903,-0.001547122374176979,-1.5269274711608887,0.020932108163833618,0.22461143136024475,15.954093933105469,0.009999999776482582,-0.005858347285538912,23.210391998291016,0.7543354034423828,0.10449099540710449,114463.0,0.4995022416114807,85.47000122070312,,-46.46281433105469,
4,-0.44417476654052734,-0.023760510608553886,-0.035484541207551956,0.05424996465444565,-0.027073051780462265,-1.50283540278906e-06,-0.0023881415836513042,-0.00350848282687366,-0.01526669692248106,-0.004811318591237068,-0.612120509147644,-0.006728520151227713,0.09840512275695801,-0.0033215386793017387,0.03690861910581589,-0.011447615921497345,-0.22422800958156586,-0.0024562496691942215,-0.0010309319477528334,0.01492876373231411,-0.003186419140547514,-5.821754893986508e-05,-0.0011820950312539935,-0.002094578929245472,-2.0555810928344727,0.0288950577378273,0.3268587291240692,15.959731101989746,0.009999999776482582,-0.006577566731721163,23.267709732055664,0.757378339767456,0.10442543029785156,114067.0,0.49971622228622437,107.87000274658203,,-58.52041244506836,
5,-0.541835606098175,-0.029177449643611908,-0.043706342577934265,0.06624995917081833,-0.032733943313360214,-1.8452777794664144e-06,-0.004204049240797758,-0.004314986057579517,-0.01865275390446186,-0.005858741234987974,-0.790999174118042,-0.008184796199202538,0.12073497474193573,-0.004046967253088951,0.04587274789810181,-0.013757580891251564,-0.32068127393722534,-0.0029996202792972326,-0.001266836072318256,0.018084339797496796,-0.004231000319123268,-7.145599374780431e-05,-0.0014990183990448713,-0.0025563882663846016,-2.5268630981445312,0.03529424965381622,0.3783535957336426,15.955398559570312,0.009999999776482582,-0.006840456742793322,21.99031639099121,0.7574331760406494,0.10429739952087402,114077.0,0.49962860345840454,131.17999267578125,,-72.51611328125,
6,-0.6401882767677307,-0.0344017818570137,-0.051648661494255066,0.07824994623661041,-0.03993968665599823,-1.9615017663454637e-06,-0.004651627968996763,-0.005093204788863659,-0.021907059475779533,-0.006889961659908295,-0.9370073676109314,-0.00969972275197506,0.14198817312717438,-0.004659414291381836,0.05340121313929558,-0.016466334462165833,-0.4636933207511902,-0.003598463721573353,-0.0014861635863780975,0.02205207571387291,-0.004644961562007666,-8.314217848237604e-05,-0.001821094541810453,-0.0030250921845436096,-2.960585355758667,0.04095211625099182,0.49556964635849,15.944012641906738,0.009999999776482582,-0.006494359113276005,21.508419036865234,0.7563571929931641,0.10437679290771484,114209.0,0.49946191906929016,156.72999572753906,,-85.66043090820312,
7,-0.7396063804626465,-0.03979302570223808,-0.05971036106348038,0.0902499407529831,-0.04670589417219162,-2.344244421692565e-06,-0.0055521829053759575,-0.005805210210382938,-0.025492962449789047,-0.008015974424779415,-1.082504153251648,-0.010838313028216362,0.16429218649864197,-0.005543268285691738,0.06271137297153473,-0.018680177628993988,-0.4951176047325134,-0.004142267629504204,-0.0017312755808234215,0.025753404945135117,-0.006514705717563629,-9.388248872710392e-05,-0.0021039946004748344,-0.003507238579913974,-3.452070713043213,0.04753253981471062,0.5365135669708252,15.93858528137207,0.009999999776482582,-0.006839578039944172,20.74587631225586,0.7610669136047363,0.09921932220458984,114268.0,0.49975472688674927,181.52000427246094,,-102.290771484375,
8,-0.8400540351867676,-0.045293502509593964,-0.06791840493679047,0.10224992036819458,-0.05116763710975647,-2.7552596293389797e-06,-0.007681170012801886,-0.006514340173453093,-0.02919209562242031,-0.009166669100522995,-1.1739941835403442,-0.012296503409743309,0.18760648369789124,-0.006216391921043396,0.0706850215792656,-0.021265273913741112,-0.5948629379272461,-0.00470393244177103,-0.001964263617992401,0.02911418303847313,-0.006724686827510595,-0.0001111078163376078,-0.0023097072262316942,-0.0040045748464763165,-3.923305034637451,0.05429760366678238,0.62773597240448,15.935325622558594,0.009999999776482582,-0.00680369371548295,21.101619720458984,0.7593638896942139,0.10405182838439941,113854.0,0.4992815852165222,203.6999969482422,13.25,-114.65278625488281,-5.598509311676025
9,-0.939792811870575,-0.050644006580114365,-0.07596325874328613,0.11424992978572845,-0.05821166932582855,-3.0444039111898746e-06,-0.009201213717460632,-0.007539059035480022,-0.032587938010692596,-0.01021609641611576,-1.2863118648529053,-0.013649653643369675,0.20813904702663422,-0.006725001148879528,0.07818573713302612,-0.02398173324763775,-0.6076676845550537,-0.005212621297687292,-0.0022003217600286007,0.03139130398631096,-0.006727216765284538,-0.00011966832971666008,-0.002601536689326167,-0.004450739827007055,-4.39764404296875,0.06148547679185867,0.7036373019218445,15.926613807678223,0.009999999776482582,-0.006503403186798096,20.412439346313477,0.757763147354126,0.10490632057189941,113953.0,0.4994427263736725,229.1199951171875,61.15999984741211,-126.64429473876953,-31.124372482299805
