step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
21,-2.119746208190918,-0.11479714512825012,-0.17280970513820648,0.2582511901855469,-0.12882249057292938,-2.4407399905612692e-05,-0.0031805746257305145,-0.07340112328529358,-0.022905251011252403,-2.456156015396118,0.031791359186172485,-0.007629882078617811,0.17851696908473969,-0.05371169373393059,-0.012012447230517864,-0.004970370791852474,-0.018347427248954773,-0.0002715031150728464,-0.005777869373559952,-0.0098344711586833,-4.671988010406494,0.19351862370967865,1.5809030532836914,15.549373626708984,0.006666666828095913,-0.004893656354397535,2.462283134460449,0.7269213199615479,0.10377979278564453,118338.0,0.49153590202331543,516.27001953125,467.1300048828125,-152.4026336669922,-139.56459045410156
22,-2.2257027626037598,-0.12020548433065414,-0.18080630898475647,0.27025145292282104,-0.13640032708644867,-2.6405945391161367e-05,-0.003328216727823019,-0.07697172462940216,-0.02410244010388851,-2.6015491485595703,0.03326643258333206,-0.008084677159786224,0.18711408972740173,-0.05612359568476677,-0.012590538710355759,-0.005210570991039276,-0.02315027266740799,-0.0002852120087482035,-0.006125766783952713,-0.010348118841648102,-4.897340774536133,0.20300965011119843,1.640354871749878,15.545780181884766,0.009999999776482582,-0.004915193654596806,2.370455741882324,0.7287788391113281,0.10391616821289062,118055.0,0.4915691316127777,540.6199951171875,516.27001953125,-159.85287475585938,-152.4026336669922
23,-2.317277669906616,-0.12554790079593658,-0.18906131386756897,0.2822517454624176,-0.14096057415008545,-2.746222889982164e-05,-0.0034567236434668303,-0.08027645945549011,-0.025072550401091576,-2.6324427127838135,0.03479006886482239,-0.00851182546466589,0.19554731249809265,-0.058581020683050156,-0.013082511723041534,-0.005429666489362717,-0.024722471833229065,-0.0002966671600006521,-0.006310292985290289,-0.010769473388791084,-5.103894233703613,0.21548950672149658,1.73691725730896,15.521010398864746,0.009999999776482582,-0.005378344561904669,2.3421826362609863,0.7265455722808838,0.10413503646850586,118341.0,0.4903980791568756,564.489990234375,540.6199951171875,-165.3376007080078,-159.85287475585938
24,-2.414900779724121,-0.13053959608078003,-0.19647154211997986,0.2942520081996918,-0.14699038863182068,-2.8670194296864793e-05,-0.003550853580236435,-0.08340029418468475,-0.026153668761253357,-2.7260501384735107,0.03626514598727226,-0.00884103775024414,0.20384705066680908,-0.06107552349567413,-0.013674065470695496,-0.005658208392560482,-0.025356775149703026,-0.00030817947117611766,-0.006634095683693886,-0.01127042155712843,-5.312356472015381,0.22343771159648895,1.8110249042510986,15.458930015563965,0.006666666828095913,-0.005631092004477978,1.9740103483200073,0.7245862483978271,0.1039276123046875,118651.0,0.48917585611343384,586.2000122070312,564.489990234375,-171.45474243164062,-165.3376007080078
25,-2.5147509574890137,-0.13607315719127655,-0.2049010992050171,0.30625230073928833,-0.15174388885498047,-2.900401159422472e-05,-0.0037858213763684034,-0.08687937259674072,-0.02717696502804756,-2.8368778228759766,0.037744492292404175,-0.009179077111184597,0.21211056411266327,-0.06358008831739426,-0.01425539143383503,-0.005884127225726843,-0.02344360575079918,-0.00032220498542301357,-0.0069448379799723625,-0.011714676395058632,-5.525590896606445,0.2338181436061859,1.872262716293335,15.426631927490234,0.009999999776482582,-0.006166640669107437,1.9611718654632568,0.7306849956512451,0.1046442985534668,117682.0,0.48894375562667847,611.02001953125,586.2000122070312,-178.64288330078125,-171.45474243164062
26,-2.500704526901245,-0.13515709340572357,-0.20336845517158508,0.30512744188308716,-0.14972402155399323,-2.869026138796471e-05,-0.0037194080650806427,-0.08598997443914413,-0.02690013311803341,-2.7994019985198975,0.0376550517976284,-0.009120422415435314,0.21124319732189178,-0.06337101757526398,-0.01408333983272314,-0.005854829214513302,-0.02242702804505825,-0.00031953290454111993,-0.00673914048820734,-0.011631099507212639,-5.494203567504883,0.23430120944976807,1.8586938381195068,15.375121116638184,0.009999999776482582,-0.0069082449190318584,1.910286545753479,0.72585129737854,0.10376334190368652,118493.0,0.48772338032722473,636.6799926757812,611.02001953125,-184.5148468017578,-178.64288330078125
27,-2.7123162746429443,-0.14652633666992188,-0.22070197761058807,0.33025282621383667,-0.16042065620422363,-3.145799564663321e-05,-0.004027349408715963,-0.09309209883213043,-0.029124727472662926,-3.006410598754883,0.04067819193005562,-0.009755367413163185,0.22854766249656677,-0.06861419230699539,-0.015262691304087639,-0.006330118980258703,-0.024201884865760803,-0.0003522362094372511,-0.00719837611541152,-0.012614620849490166,-5.94257116317749,0.25487300753593445,2.0292320251464844,15.353708267211914,0.009999999776482582,-0.007014982867985964,1.7241556644439697,0.7333512306213379,0.10414338111877441,117378.0,0.48758479952812195,659.3400268554688,659.3400268554688,-191.11752319335938,-191.11752319335938
28,-2.6919400691986084,-0.14542897045612335,-0.21894657611846924,0.3278779685497284,-0.1613699495792389,-3.213536547264084e-05,-0.003995074890553951,-0.09268941730260849,-0.029071170836687088,-3.0195789337158203,0.040446896106004715,-0.009879517368972301,0.22618035972118378,-0.06832177937030792,-0.015280189923942089,-0.006298403721302748,-0.02601732313632965,-0.0003455248079262674,-0.007311755325645208,-0.012569233775138855,-5.915269374847412,0.2502043843269348,2.035200595855713,15.311318397521973,0.009999999776482582,-0.007287193089723587,1.7999991178512573,0.7265419960021973,0.10408854484558105,118348.0,0.48620086908340454,683.02001953125,683.02001953125,-198.22671508789062,-198.22671508789062
29,-2.9060606956481934,-0.15735851228237152,-0.23713016510009766,0.3542533814907074,-0.17202234268188477,-3.298671799711883e-05,-0.004379637539386749,-0.09973923861980438,-0.031168919056653976,-3.2571792602539062,0.043666571378707886,-0.010584428906440735,0.24557510018348694,-0.07348431646823883,-0.016425438225269318,-0.006800898816436529,-0.02820660173892975,-0.000364774459740147,-0.00777569180354476,-0.013542255386710167,-6.386758804321289,0.27058809995651245,2.1654086112976074,15.251269340515137,0.009999999776482582,-0.006820366717875004,1.4000391960144043,0.7299916744232178,0.10461974143981934,117784.0,0.48503321409225464,709.6199951171875,709.6199951171875,-206.12127685546875,-206.12127685546875
30,-3.0066077709198,-0.16196760535240173,-0.24402324855327606,0.36625367403030396,-0.1769777536392212,-3.439508145675063e-05,-0.004444582853466272,-0.10272744297981262,-0.03229125589132309,-3.2744548320770264,0.0451347753405571,-0.010971782729029655,0.2531646192073822,-0.07617610692977905,-0.016958195716142654,-0.007016339804977179,-0.028073180466890335,-0.0003792797797359526,-0.00805029459297657,-0.01399887353181839,-6.584804534912109,0.2832072377204895,2.234891653060913,15.196075439453125,0.009999999776482582,-0.0056834290735423565,1.5297070741653442,0.7304580211639404,0.10420727729797363,117776.0,0.48362040519714355,732.4199829101562,732.4199829101562,-211.8438262939453,-211.8438262939453
31,-2.9757423400878906,-0.16043168306350708,-0.24171333014965057,0.3624829649925232,-0.17521226406097412,-3.5822431527776644e-05,-0.004382173530757427,-0.101786307990551,-0.032080721110105515,-3.2818408012390137,0.04475872218608856,-0.011004244908690453,0.25033095479011536,-0.07545489072799683,-0.016853034496307373,-0.006940772291272879,-0.027530420571565628,-0.0003818118420895189,-0.008033792488276958,-0.01390584371984005,-6.509927272796631,0.27894842624664307,2.219484329223633,15.095767974853516,0.009999999776482582,-0.006485722493380308,1.4352434873580933,0.7339427471160889,0.09868240356445312,118065.0,0.48178228735923767,753.2000122070312,753.2000122070312,-217.42160034179688,-217.42160034179688
32,-3.200016975402832,-0.17264637351036072,-0.26011893153190613,0.3902541995048523,-0.1881651133298874,-3.690644371090457e-05,-0.004731253255158663,-0.10930415242910385,-0.03441081941127777,-3.418252468109131,0.048089753836393356,-0.011729873716831207,0.2699149549007416,-0.08112319558858871,-0.018218059092760086,-0.007478782907128334,-0.030823513865470886,-0.0004114997573196888,-0.008560990914702415,-0.014948434196412563,-7.014127254486084,0.30355143547058105,2.4131855964660645,15.004934310913086,0.006666666828095913,-0.005950292572379112,1.0052038431167603,0.7323083877563477,0.10441899299621582,117486.0,0.47993355989456177,778.9299926757812,804.0599975585938,-222.44935607910156,-231.19418334960938
33,-3.296522855758667,-0.17729458212852478,-0.26712340116500854,0.40225446224212646,-0.19303971529006958,-3.939191810786724e-05,-0.0048517812974750996,-0.11230270564556122,-0.035402290523052216,-3.675924301147461,0.049698494374752045,-0.012206828221678734,0.27951109409332275,-0.08325757831335068,-0.018619408831000328,-0.007688748650252819,-0.031646691262722015,-0.0004196423979010433,-0.008944975212216377,-0.015434950590133667,-7.204213619232178,0.31012386083602905,2.454380750656128,14.967782974243164,0.006666666828095913,-0.009487624280154705,0.9291457533836365,0.7385239601135254,0.1040196418762207,116675.0,0.47796157002449036,804.0599975585938,829.4199829101562,-231.19418334960938,-235.48001098632812
34,-3.252420425415039,-0.1753319948911667,-0.26438403129577637,0.3972128629684448,-0.1890382021665573,-3.6902732972521335e-05,-0.004750401247292757,-0.11053232848644257,-0.03481757640838623,-3.4310576915740967,0.04897425323724747,-0.011925983242690563,0.2758203446865082,-0.08226612210273743,-0.01837746612727642,-0.007587018888443708,-0.032849352806806564,-0.0004031042044516653,-0.008623534813523293,-0.015210255980491638,-7.104899883270264,0.3138805627822876,2.438730001449585,14.886919021606445,0.006666666828095913,-0.008780422620475292,0.8146307468414307,0.7319495677947998,0.10356688499450684,117656.0,0.476214736700058,829.4199829101562,853.8699951171875,-235.48001098632812,-242.4242401123047
35,-3.494272232055664,-0.18741807341575623,-0.28243714570999146,0.4262549877166748,-0.20374427735805511,-4.06708313676063e-05,-0.005139937624335289,-0.11849510669708252,-0.03744466230273247,-3.6918716430664062,0.052430592477321625,-0.012650283053517342,0.2961023151874542,-0.08824887126684189,-0.019679050892591476,-0.008127493783831596,-0.0324062779545784,-0.0004459700721781701,-0.009313533082604408,-0.016333848237991333,-7.611758232116699,0.33763760328292847,2.6261727809906006,14.80235481262207,0.006666666828095913,-0.009028310887515545,0.85202556848526,0.7341415882110596,0.10368776321411133,117331.0,0.4753112494945526,853.8699951171875,874.8599853515625,-242.4242401123047,-245.7234344482422
36,-3.598115921020508,-0.19299732148647308,-0.29114246368408203,0.43825528025627136,-0.20928499102592468,-4.098747012903914e-05,-0.005268588662147522,-0.12146902084350586,-0.038465067744255066,-3.7313404083251953,0.053978241980075836,-0.013079646043479443,0.3039659857749939,-0.09086447954177856,-0.020329318940639496,-0.00834328681230545,-0.032703906297683716,-0.0004647368041332811,-0.009678730741143227,-0.01681690663099289,-7.799529075622559,0.3457629382610321,2.7486519813537598,14.730926513671875,0.004444444552063942,-0.0106965322047472,0.7773088216781616,0.7307083606719971,0.10465526580810547,117678.0,0.4728055000305176,874.8599853515625,900.469970703125,-245.7234344482422,-253.35943603515625
37,-3.6855368614196777,-0.1978168487548828,-0.2982660233974457,0.4502555727958679,-0.2171599119901657,-4.1719715227372944e-05,-0.0054262056946754456,-0.12450514733791351,-0.039335526525974274,-3.8306503295898438,0.05547062307596207,-0.013535810634493828,0.31230396032333374,-0.09334838390350342,-0.020900558680295944,-0.008573929779231548,-0.03562261164188385,-0.0004659933620132506,-0.009981325827538967,-0.017272640019655228,-8.024654388427734,0.35917767882347107,2.7684574127197266,14.58903694152832,0.006666666828095913,-0.009627517312765121,0.6785638332366943,0.7326114177703857,0.10534453392028809,117314.0,0.4704831540584564,900.469970703125,948.9099731445312,-253.35943603515625,-265.4708557128906
38,-3.7754273414611816,-0.20291924476623535,-0.30615174770355225,0.4622558355331421,-0.22034184634685516,-4.397443262860179e-05,-0.00554177351295948,-0.12731271982192993,-0.040206171572208405,-3.847424268722534,0.05700830742716789,-0.013906864449381828,0.31980061531066895,-0.09606598317623138,-0.021325111389160156,-0.008787371218204498,-0.03685256838798523,-0.00047873519361019135,-0.010212128050625324,-0.017678864300251007,-8.213144302368164,0.36816906929016113,2.799708843231201,14.486098289489746,0.004444444552063942,-0.01050575915724039,0.613990843296051,0.732633113861084,0.10382366180419922,117524.0,0.46774953603744507,924.5800170898438,972.8800048828125,-259.0823974609375,-272.35064697265625
