step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_vel,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
21,-1.061225414276123,-0.1159178838133812,0.2582511901855469,-0.12227129936218262,-2.703722202568315e-05,-0.0032392225693911314,-0.023256488144397736,0.031794220209121704,-0.007861601188778877,0.18552355468273163,-0.051765404641628265,-0.011908101849257946,-0.005039971321821213,-0.00027452720678411424,-0.005711826495826244,-0.009921983815729618,0.17946097254753113,1.3937280178070068,16.298154830932617,0.006666666828095913,-0.006983188446611166,0.04346071556210518,0.7388622760772705,0.10770010948181152,116121.0,0.5077682137489319,516.27001953125,489.5299987792969,12.28410530090332,11.059645652770996
22,-1.113338828086853,-0.12161187827587128,0.27025145292282104,-0.12658779323101044,-2.886449874495156e-05,-0.003376754466444254,-0.02445012889802456,0.033293068408966064,-0.008438946679234505,0.19461405277252197,-0.05404025316238403,-0.012501746416091919,-0.005291578825563192,-0.00029111033654771745,-0.00593732250854373,-0.010446491651237011,0.18625447154045105,1.4521769285202026,16.337848663330078,0.00296296295709908,-0.006700936704874039,0.04417410492897034,0.7390837669372559,0.1069035530090332,116200.0,0.508103609085083,540.6199951171875,516.27001953125,13.19281005859375,12.28410530090332
23,-1.16098952293396,-0.12724517285823822,0.2822517454624176,-0.13254323601722717,-3.049653605557978e-05,-0.003546326421201229,-0.025499653071165085,0.03478118032217026,-0.008794117718935013,0.20381450653076172,-0.056284546852111816,-0.013004983775317669,-0.005518028046935797,-0.0003071294049732387,-0.006255318410694599,-0.010884958319365978,0.1983887404203415,1.5583407878875732,16.33888053894043,0.004444444552063942,-0.007273177616298199,0.04146410524845123,0.7396268844604492,0.10768985748291016,116018.0,0.5084367990493774,564.489990234375,540.6199951171875,14.519052505493164,13.19281005859375
24,-1.209526538848877,-0.1326761692762375,0.2942520081996918,-0.13615648448467255,-3.1408413633471355e-05,-0.003632156178355217,-0.026604220271110535,0.036267273128032684,-0.009141696617007256,0.2122613787651062,-0.058738186955451965,-0.013542614877223969,-0.005756282713264227,-0.0003130069235339761,-0.006512904539704323,-0.011380985379219055,0.20572614669799805,1.626387596130371,16.35487937927246,0.004444444552063942,-0.0073798480443656445,0.04244517907500267,0.7317676544189453,0.10532903671264648,117434.0,0.5086417198181152,586.2000122070312,564.489990234375,14.631011962890625,14.519052505493164
25,-1.2611624002456665,-0.1386003941297531,0.30625230073928833,-0.14131319522857666,-3.243234823457897e-05,-0.0038718590512871742,-0.02770845964550972,0.03775987774133682,-0.009576717391610146,0.22160232067108154,-0.06094346567988396,-0.014149002730846405,-0.005995739251375198,-0.000329914124449715,-0.006784816272556782,-0.011846242472529411,0.21211311221122742,1.6559181213378906,16.378189086914062,0.004444444552063942,-0.006887500640004873,0.0425637811422348,0.7518424987792969,0.11000490188598633,114061.0,0.5095977783203125,611.02001953125,586.2000122070312,15.336091995239258,14.631011962890625
26,-1.2540149688720703,-0.13790777325630188,0.30512744188308716,-0.14044710993766785,-3.172224387526512e-05,-0.0038079782389104366,-0.027538783848285675,0.03757915273308754,-0.009439418092370033,0.221453458070755,-0.06053481623530388,-0.014001203700900078,-0.005980204325169325,-0.00032404327066615224,-0.006778865586966276,-0.0117788165807724,0.21454346179962158,1.649019479751587,16.434171676635742,0.004444444552063942,-0.006856483872979879,0.051231998950242996,0.7584774494171143,0.10540390014648438,113793.0,0.5108804702758789,636.6799926757812,636.6799926757812,15.928492546081543,15.928492546081543
27,-1.3609495162963867,-0.14990860223770142,0.33025282621383667,-0.15056806802749634,-3.613790249801241e-05,-0.004155219532549381,-0.02988692745566368,0.0406535342335701,-0.010260166600346565,0.23907077312469482,-0.06569107621908188,-0.015226518735289574,-0.006476402282714844,-0.00036499748239293694,-0.007271814160048962,-0.012781232595443726,0.23419737815856934,1.8369430303573608,16.47627830505371,0.004444444552063942,-0.006880105473101139,0.03805112838745117,0.7164554595947266,0.11058568954467773,118862.0,0.511790931224823,659.3400268554688,659.3400268554688,17.441476821899414,17.441476821899414
28,-1.3519384860992432,-0.14912208914756775,0.3278779685497284,-0.15146440267562866,-3.695439227158204e-05,-0.004088854882866144,-0.029809266328811646,0.040469467639923096,-0.01040657889097929,0.2376304268836975,-0.06514118611812592,-0.01517037209123373,-0.006446611136198044,-0.0003528669476509094,-0.0073347995057702065,-0.012741588056087494,0.22821307182312012,1.8079204559326172,16.491458892822266,0.00296296295709908,-0.0070636640302836895,0.03867361322045326,0.7200298309326172,0.10758519172668457,118779.0,0.5119397640228271,683.02001953125,683.02001953125,17.83962631225586,17.83962631225586
29,-1.4605066776275635,-0.1618221402168274,0.3542533814907074,-0.16141486167907715,-3.7864589103264734e-05,-0.004508247599005699,-0.03209328651428223,0.04366590082645416,-0.01113016065210104,0.2571473717689514,-0.07026977837085724,-0.016348550096154213,-0.006972034927457571,-0.00037599727511405945,-0.007754144724458456,-0.013738184235990047,0.24660229682922363,1.9201245307922363,16.50910186767578,0.004444444552063942,-0.006974185351282358,0.04122921824455261,0.7088453769683838,0.09914374351501465,121665.0,0.5125280618667603,709.6199951171875,709.6199951171875,17.810474395751953,17.810474395751953
30,-1.5119107961654663,-0.16699111461639404,0.36625367403030396,-0.1665056347846985,-4.063067535753362e-05,-0.0046590291894972324,-0.0333525687456131,0.04514127969741821,-0.011659974232316017,0.2659182548522949,-0.07263340801000595,-0.01695864647626877,-0.007208270486444235,-0.00039637478766962886,-0.008070657029747963,-0.01423834078013897,0.2568850517272949,2.0209436416625977,16.561630249023438,0.0019753086380660534,-0.006529275327920914,0.04257415235042572,0.7046337127685547,0.1000967025756836,122157.0,0.5130450129508972,732.4199829101562,753.2000122070312,18.792356491088867,19.738155364990234
31,-1.4977620840072632,-0.16584037244319916,0.3624829649925232,-0.16561263799667358,-4.1311472159577534e-05,-0.004555229563266039,-0.033201780170202255,0.044746916741132736,-0.011621925048530102,0.26319772005081177,-0.0718807727098465,-0.01681673526763916,-0.0071427649818360806,-0.0003974696737714112,-0.008213567547500134,-0.01414433866739273,0.2547506093978882,2.026440143585205,16.553499221801758,0.00296296295709908,-0.007142120506614447,0.04090801253914833,0.7058131694793701,0.1053009033203125,121196.0,0.5135672688484192,753.2000122070312,778.9299926757812,19.738155364990234,20.511852264404297
32,-1.6125340461730957,-0.17901431024074554,0.3902541995048523,-0.1787085384130478,-4.492315565585159e-05,-0.00493943877518177,-0.03581356257200241,0.04813043028116226,-0.012485146522521973,0.2840700149536133,-0.07719121873378754,-0.01828296110033989,-0.007722420152276754,-0.00042269512778148055,-0.008874709717929363,-0.01526942104101181,0.2729805111885071,2.199650526046753,16.601957321166992,0.004444444552063942,-0.00688204588368535,0.03919528052210808,0.7062563896179199,0.10434627532958984,121272.0,0.5145716667175293,778.9299926757812,804.0599975585938,20.511852264404297,20.134765625
33,-1.660632848739624,-0.1842920482158661,0.40225446224212646,-0.1829230785369873,-4.785745113622397e-05,-0.005038927309215069,-0.036796730011701584,0.04971429705619812,-0.013042110949754715,0.2944820523262024,-0.07909896969795227,-0.018597465008497238,-0.007945733144879341,-0.00043838866986334324,-0.009183425456285477,-0.01574898697435856,0.2794806957244873,2.198124885559082,16.642894744873047,0.00296296295709908,-0.0068243034183979034,0.03754641115665436,0.7061684131622314,0.10438060760498047,121280.0,0.5152220726013184,804.0599975585938,829.4199829101562,20.134765625,22.209054946899414
34,-1.638623595237732,-0.18278717994689941,0.3972128629684448,-0.18059906363487244,-4.66659948870074e-05,-0.005014266353100538,-0.03634694963693619,0.04904282093048096,-0.012881740927696228,0.2906354069709778,-0.07815081626176834,-0.018403491005301476,-0.007855801843106747,-0.00042914896039292216,-0.009118462912738323,-0.015568321570754051,0.2836417853832245,2.242219924926758,16.640321731567383,0.00296296295709908,-0.008299820125102997,0.04025398567318916,0.6981239318847656,0.10443854331970215,122487.0,0.5155439972877502,829.4199829101562,853.8699951171875,22.209054946899414,23.20060920715332
35,-1.7639316320419312,-0.196092888712883,0.4262549877166748,-0.19270579516887665,-4.952097515342757e-05,-0.005433090031147003,-0.03916589170694351,0.05241086333990097,-0.013504769653081894,0.3143889009952545,-0.08316925168037415,-0.01970183104276657,-0.008433378301560879,-0.0004669800982810557,-0.009511682204902172,-0.01671246439218521,0.2999415993690491,2.423598289489746,16.659873962402344,0.0019753086380660534,-0.007933249697089195,0.041935864835977554,0.6987366676330566,0.10461068153381348,122367.0,0.5161798596382141,853.8699951171875,900.469970703125,23.20060920715332,23.27972984313965
36,-1.8155882358551025,-0.202560156583786,0.43825528025627136,-0.20023851096630096,-5.225500717642717e-05,-0.005547188222408295,-0.040387000888586044,0.05406908318400383,-0.014223235659301281,0.3208729028701782,-0.08616812527179718,-0.02045164443552494,-0.008676285855472088,-0.0004951796727254987,-0.010146738961338997,-0.017275070771574974,0.31499385833740234,2.5544509887695312,16.686683654785156,0.00296296295709908,-0.007457409985363483,0.03728048875927925,0.7029170989990234,0.10605430603027344,121517.0,0.5168499946594238,874.8599853515625,924.5800170898438,24.58444595336914,24.728593826293945
37,-1.864436388015747,-0.2084105908870697,0.4502555727958679,-0.20652547478675842,-5.419141598395072e-05,-0.005808223970234394,-0.04152772203087807,0.05555996298789978,-0.014840486459434032,0.33115965127944946,-0.08811067044734955,-0.021087240427732468,-0.008938531391322613,-0.000498248147778213,-0.01040885504335165,-0.017783641815185547,0.3218465745449066,2.515552043914795,16.69169807434082,0.004444444552063942,-0.007283458020538092,0.037081073969602585,0.7016544342041016,0.10478639602661133,121898.0,0.5166335105895996,900.469970703125,948.9099731445312,23.27972984313965,24.379106521606445
38,-1.9125369787216187,-0.21454328298568726,0.4622558355331421,-0.21132975816726685,-5.8344317949377e-05,-0.005925068166106939,-0.04260152205824852,0.057182248681783676,-0.015477113425731659,0.34106701612472534,-0.09015863388776779,-0.021474231034517288,-0.009183117188513279,-0.0005102836876176298,-0.010821512900292873,-0.018238253891468048,0.3305920958518982,2.5855722427368164,16.70296859741211,0.00296296295709908,-0.007226021960377693,0.03518212214112282,0.6966392993927002,0.1047661304473877,122664.0,0.5170685648918152,924.5800170898438,972.8800048828125,24.728593826293945,26.526615142822266
39,-1.9575690031051636,-0.21992072463035583,0.47425612807273865,-0.21733999252319336,-5.995542960590683e-05,-0.006049299146980047,-0.043670348823070526,0.058726873248815536,-0.015842316672205925,0.35078904032707214,-0.0922580361366272,-0.022275475785136223,-0.009421399794518948,-0.0005223926855251193,-0.011119157075881958,-0.018774069845676422,0.3369399905204773,2.5923657417297363,16.6927433013916,0.0019753086380660534,-0.008116594515740871,0.03455120325088501,0.699763298034668,0.1048128604888916,122181.0,0.5173283815383911,948.9099731445312,1001.0,24.379106521606445,26.88447380065918
40,-2.0109024047851562,-0.225466787815094,0.48625636100769043,-0.21994630992412567,-6.091719842515886e-05,-0.0062231021001935005,-0.04498083516955376,0.06008995696902275,-0.016219399869441986,0.3605777621269226,-0.09433893859386444,-0.022663604468107224,-0.00966961681842804,-0.0005385293625295162,-0.011141332797706127,-0.019289810210466385,0.3454619348049164,2.7649409770965576,16.745153427124023,0.00296296295709908,-0.007845977321267128,0.03768618032336235,0.6944878101348877,0.10648322105407715,122731.0,0.5183625817298889,972.8800048828125,1001.0,26.526615142822266,27.330387115478516
41,-1.803423285484314,-0.2025817632675171,0.4353599548339844,-0.197091743350029,-5.6702978326939046e-05,-0.005654997192323208,-0.04062391072511673,0.053896497935056686,-0.014713430777192116,0.32363563776016235,-0.08424236625432968,-0.02053108811378479,-0.008682683110237122,-0.00048529505147598684,-0.010198710486292839,-0.017338380217552185,0.3064577281475067,2.4553236961364746,16.7650089263916,0.0019753086380660534,-0.00821891613304615,0.03734379634261131,0.6872715950012207,0.10666060447692871,123819.0,0.5186955332756042,993.6500244140625,1001.0,26.225765228271484,27.696279525756836
42,-1.9864959716796875,-0.22439417243003845,0.4796522557735443,-0.21876543760299683,-6.276802014326677e-05,-0.006226750090718269,-0.0447063073515892,0.05936913937330246,-0.016476724296808243,0.3550831973552704,-0.09322354197502136,-0.02262960374355316,-0.009576791897416115,-0.0005330427084118128,-0.011479033157229424,-0.019154369831085205,0.3431658446788788,2.6685738563537598,16.75639533996582,0.00296296295709908,-0.007770644500851631,0.03208734095096588,0.6903979778289795,0.10618305206298828,123407.0,0.5187448859214783,1001.0,1001.0,26.88447380065918,27.158525466918945
43,-1.9863632917404175,-0.22451254725456238,0.4796522557735443,-0.21794915199279785,-6.539156311191618e-05,-0.006149194668978453,-0.04470065236091614,0.05938529223203659,-0.01656057871878147,0.3574860692024231,-0.09255608171224594,-0.022599846124649048,-0.00957445241510868,-0.0005430505843833089,-0.011469684541225433,-0.01916585862636566,0.3448551595211029,2.7231814861297607,16.795854568481445,0.0019753086380660534,-0.0082923024892807,0.034226275980472565,0.6914525032043457,0.103729248046875,123624.0,0.5193610787391663,1001.0,1001.0,27.330387115478516,28.267030715942383
44,-1.9894094467163086,-0.22507548332214355,0.4796522557735443,-0.21504747867584229,-6.526228389702737e-05,-0.006263229064643383,-0.04493042826652527,0.059346310794353485,-0.01671849749982357,0.3597037196159363,-0.09194006025791168,-0.0226847343146801,-0.00960461050271988,-0.0005422208341769874,-0.011193573474884033,-0.01925002969801426,0.3465554714202881,2.7231836318969727,16.794673919677734,0.00296296295709908,-0.008467226289212704,0.03620864078402519,0.6924116611480713,0.10587048530578613,123144.0,0.5198656916618347,1001.0,1001.0,27.696279525756836,28.08104705810547
45,-2.074350357055664,-0.23601245880126953,0.5005067586898804,-0.22355851531028748,-6.939850572962314e-05,-0.006484205834567547,-0.0469634011387825,0.06186966598033905,-0.01750284992158413,0.37741145491600037,-0.09536286443471909,-0.02365574613213539,-0.010039815679192543,-0.0005610287189483643,-0.011720645241439342,-0.020109986886382103,0.35855865478515625,2.895038604736328,16.81937026977539,0.0019753086380660534,-0.00775780389085412,0.028339482843875885,0.6902346611022949,0.10434508323669434,123718.0,0.5200986862182617,1001.0,1001.0,29.111568450927734,27.906970977783203
46,-2.0773463249206543,-0.23678074777126312,0.5005067586898804,-0.22502410411834717,-7.316077244468033e-05,-0.006484190933406353,-0.047099336981773376,0.06190892681479454,-0.017950808629393578,0.378177285194397,-0.09515015780925751,-0.023743122816085815,-0.010052140802145004,-0.000569275813177228,-0.011820832267403603,-0.02024165913462639,0.36100929975509644,2.8217577934265137,16.8369140625,0.0019753086380660534,-0.00784437358379364,0.02958710305392742,0.6938619613647461,0.10497474670410156,123058.0,0.5209260582923889,1001.0,1001.0,27.158525466918945,28.293224334716797
